"","team_id","player_id","rank","player","h"
"1",433,16154,1,"Elantra Cox",93
"2",365,43651,2,"Bailey Landry",92
"3",758,68229,2,"Takesha Saltern",92
"4",625,49934,4,"Shelby Maze",90
"5",51,81483,5,"Kyla Walker",89
"6",2711,60222,6,"Navia Penrod",87
"7",110,60360,7,"Kylee Perez",86
"8",257,22564,8,"Sydni Emanuel",85
"9",51,11663,9,"Lindsey Cargill",83
"10",355,6296,9,"Amber Bishop",83
"11",404,16751,9,"Lindsay Crowdus",83
"12",498,51061,12,"Sydney Mckay",82
"13",346,66252,13,"Brittany Rodriguez",81
"14",257,22560,14,"Cortni Emanuel",80
"15",522,66753,14,"Sydney Romero",80
"16",302,82318,16,"Lexi Watts",79
"17",388,86469,16,"Morgan Zerkle",79
"18",72,39968,18,"Kelly Kapp",78
"19",110,73715,18,"Delaney Spaulding",78
"20",175,73222,18,"Gabrielle Snyder",78
"21",428,59350,21,"Danielle Parlich",77
"22",661,35311,21,"Haley Hodges",77
"23",28755,36776,21,"Kelsey Huff",77
"24",235,46519,24,"Amanda Lorenz",76
"25",406,67382,24,"Meghan Rud",76
"26",522,41913,24,"Shay Knighten",76
"27",709,64912,24,"Chandler Rice",76
"28",756,79904,24,"Taylor Van zee",76
"29",51,70181,29,"Jessica Scroggins",75
"30",254,9239,29,"Morgan Brown",75
"31",294,10201,29,"Kacie Burnett",75
"32",433,4876,29,"Kylan Becker",75
"33",483,54893,29,"Samantha Mracich",75
"34",518,61450,29,"Lilli Piper",75
"35",522,51990,29,"Nicole Mendes",75
"36",234,82027,36,"Jessie Warren",74
"37",441,57816,36,"Bethany Olea",74
"38",457,55414,36,"Leah Murray",74
"39",513,83104,36,"Ali Wester",74
"40",579,31063,36,"Jordan Gurganus",74
"41",626,60305,36,"Jenavee Peres",74
"42",706,74922,36,"Lindsey Stewart",74
"43",1014,21475,36,"Taylor Dupree",74
"44",1356,7677,36,"Paige Bouska",74
"45",101,28711,45,"Taylor Glover",73
"46",202,53213,45,"Rachel Minogue",73
"47",365,30467,45,"Emily Griggs",73
"48",388,17386,45,"Elicia D'orazio",73
"49",454,24422,45,"Brenna Finck",73
"50",694,30250,45,"Meghan Gregg",73
"51",231,69674,51,"Jackie Schoff",72
"52",317,78113,51,"Morgan Tolle",72
"53",355,86365,51,"Tori Zavodny",72
"54",418,11354,51,"Faith Canfield",72
"55",428,36337,51,"Maddie Houlihan",72
"56",490,11538,51,"Jade Caraway",72
"57",521,71399,51,"Vanessa Shippy",72
"58",522,60168,51,"Nicole Pendley",72
"59",529,52132,51,"Danica Mercado",72
"60",529,47483,51,"Alexis Mack",72
"61",600,51073,51,"Cheyenne Mckee",72
"62",646,78055,51,"Kaleigh Todd",72
"63",688,24131,51,"Sammy Fernandez",72
"64",694,80867,51,"Brooke Vines",72
"65",301,71230,65,"Kiana Sherlund",71
"66",334,64168,65,"Katie Reed",71
"67",416,25122,65,"Lea Foerster",71
"68",441,14543,65,"Delene Colburn",71
"69",458,58699,65,"Haley Pace",71
"70",529,79353,65,"Nikki Udria",71
"71",719,84813,65,"Maggie Withee",71
"72",792,2019,65,"Maddie Antone",71
"73",66,12836,73,"Rebekah Cervantes",70
"74",386,42334,73,"Janna Korak",70
"75",402,50221,73,"Justyce Mcclain",70
"76",428,59446,73,"Makenna Partain",70
"77",661,25437,73,"Marleah Fossett",70
"78",29,60374,78,"Mandie Perez",69
"79",29,52139,78,"Mo Mercado",69
"80",61,18099,78,"Mariah Davis",69
"81",236,70981,78,"Madi Shaw",69
"82",317,29284,78,"Megan Good",69
"83",404,78796,78,"Kyler Trosclair klatt",69
"84",472,66383,78,"Rachel Rodriguez",69
"85",522,14225,78,"Caleigh Clifton",69
"86",72,50129,86,"Caitlyn Mccarron",68
"87",234,62284,86,"Alex Powers",68
"88",234,41603,86,"Morgan Klaevemann",68
"89",355,65865,86,"Sarah Robertson",68
"90",457,47254,86,"Kendra Lynch",68
"91",472,36242,86,"Kelsey Horton",68
"92",671,33251,86,"Haley Hayden",68
"93",746,59212,86,"Katie Park",68
"94",774,13756,86,"Kelsea Cichocki",68
"95",1157,77481,86,"Hannah Thomason",68
"96",1157,75996,86,"Courtney Sutter",68
"97",2,9297,97,"Taylor Brown",67
"98",2,33581,97,"Peyton Hedrick",67
"99",48,26907,97,"Jade Gandara",67
"100",97,65421,97,"Delynn Rippy",67
"101",149,25255,97,"Taty Forbes",67
"102",236,36868,97,"Jess Hughes",67
"103",288,77427,97,"Maya Thomas",67
"104",299,18363,97,"Jordan De los reyes",67
"105",428,21660,97,"Sydney Dwyer",67
"106",454,79278,97,"Jessica Twaddle",67
"107",513,83105,97,"Karley Wester",67
"108",522,2848,97,"Fale Aviu",67
"109",732,24907,97,"Hannah Flippen",67
