"","team_id","player_id","rank","player","so"
"1",37,60226,1,"Maddie Penta",295
"2",8,25535,2,"Montana Fouts",293
"3",464,52429,3,"Kamryn Meyer",283
"4",428,59932,4,"Autumn Pease",273
"5",742,44939,5,"Emma Lemley",271
"6",504,34603,6,"Samantha Heyer",267
"7",97,75989,7,"Myka Sutherlin",242
"8",649,41879,7,"Tori Kniesche",242
"9",370,60352,9,"Jenna Perez",233
"10",115,72785,10,"Isabella Smith",232
"11",248,63932,11,"Aly Rayle",229
"12",110,23592,12,"Megan Faraimo",228
"13",521,49765,13,"Kelly Maxwell",224
"14",418,19287,14,"Lauren Derkowski",216
"15",646,43227,15,"Olivia Lackie",214
"16",388,56175,15,"Sydney Nester",214
"17",792,4312,17,"Reese Basinger",212
"18",454,38109,18,"Hannah James",211
"19",116,28202,19,"Megan Giese",208
"20",14927,39007,20,"Maya Johnson",207
"21",414,62369,21,"Brianna Pratt",205
"22",518,72630,22,"Allison Smith",203
"23",648,28739,23,"Donnie Gobourne",202
"24",175,40631,24,"Izzy Kemp",198
"25",509,84048,25,"Danielle Williams",196
"26",129,44835,26,"Grace Lehto",195
"27",1004,4788,27,"Kayla Beaver",194
"28",756,52473,27,"Ruby Meylan",194
"29",392,85612,29,"Courtney Wyche",192
"30",68,64888,29,"Kasey Ricard",192
"31",11504,16034,31,"Autumn Courtney",191
"32",732,46433,32,"Mariah Lopez",190
"33",43,5348,33,"Jordan Benefiel",188
"34",349,5429,33,"Laura Bennett",188
"35",716,38969,33,"Leanna Johnson",188
"36",147,10803,33,"Valerie Cagle",188
"37",77,42365,37,"Kaysen Korth",187
"38",26172,644,38,"Primrose Aholelei",186
"39",664,44870,39,"Morgan Leinstock",185
"40",674,11319,39,"Nijaree Canady",185
"41",310,86379,41,"Kara Zazzaro",183
"42",772,27248,41,"Katie Gardner",183
"43",371,60247,43,"Peyton Pepkowski",180
"44",61,29082,44,"Halyne Gonzales",179
"45",31,18824,45,"Chenise Delce",177
"46",670,55071,46,"Jessica Mullins",176
"47",539,59420,47,"Bailey Parshall",173
"48",625,56280,48,"Mckenzie Newcomb",172
"49",554,44157,49,"Alexis Laudenslager",171
"50",522,3158,49,"Jordyn Bahl",171
"51",308,39192,51,"Alanah Jones",170
"52",694,66480,51,"Ashley Rogers",170
"53",600,80571,53,"Grace Vesco",168
"54",189,37182,53,"Mackenzie Hupke",168
"55",609,82912,55,"Chloe Wendling",167
"56",1004,38902,56,"Jordan Johnson",166
"57",288,83890,56,"Kenna Wilkey",166
"58",473,45742,58,"Amber Linton",164
"59",68,6869,59,"Allison Boaz",163
"60",774,3285,59,"Rissa Bajusz",163
"61",149,8006,61,"Raelee Brabham",162
"62",493,80135,62,"Paige Vargas",160
"63",86,46914,63,"Alexis Lucyshyn",159
"64",193,17107,63,"Cassidy Curd",159
"65",2699,9525,63,"Madison Bryant",159
"66",48,39687,66,"Annah Junge",158
"67",439,40895,67,"Billie Kerwood",157
"68",519,53014,67,"Skipp Miller",157
"69",112,12742,69,"Jada Cecil",156
"70",457,3045,69,"Lilli Backes",156
"71",255,55994,71,"Blake Neleman",153
"72",709,37082,72,"Erin Hunt",152
"73",355,40333,72,"Karlie Keeney",152
"74",674,80292,74,"Alana Vawter",151
"75",731,51255,74,"Hailey Mclean",151
"76",482,34638,74,"Madelyn Hickingbottom",151
"77",458,30323,77,"Sam Gress",150
"78",361,16102,78,"Lindsey Cowans",149
"79",671,43661,78,"Sam Landry",149
"80",306,15521,80,"Brianna Copeland",148
"81",67,21430,81,"Abby Dunning",147
"82",386,61098,81,"Calista Phippen",147
"83",600,48749,83,"Rachel Marsden",146
"84",817,36520,83,"Sophie Howell",146
"85",334,69695,83,"Stephanie Schoonover",146
"86",504,58735,86,"Kailyn Packard",145
"87",7,30188,87,"Bailey Greenlee",144
"88",655,43267,87,"Kk Ladner",144
"89",572,47275,87,"Liz Lynchard",144
"90",108,9170,90,"Kenedi Brown",143
"91",198,3178,91,"Brianna Bailey",142
"92",635,73018,91,"Shelby Smith",142
"93",90,63633,91,"Sophia Ramuno",142
"94",1320,30162,94,"Jenna Greene",141
"95",661,56335,94,"Josie Newman",141
"96",671,69700,94,"Meghan Schorman",141
"97",301,71664,94,"Sydney Sickels",141
"98",596,60976,98,"Emily Phelan",139
"99",646,32319,99,"Jenna Hardy",138
"100",10411,40519,100,"Alyssa Kelly",137
"101",446,37124,100,"Anaya Hunte",137
"102",1157,34939,100,"Kenley Hilleary",137
"103",711,27257,100,"Maddie Gardner",137
