"","team_id","player_id","rank","player","h"
"1",321,26750,1,"Maleea Gallaspy",82
"2",673,19294,1,"Amelia Derosa",82
"3",1179,67895,3,"Kaili Saathoff",77
"4",798,65448,4,"Hannah Ritter",75
"5",1179,61035,5,"Katie Phillips",73
"6",973,83349,6,"Katie White",72
"7",1179,70255,7,"Claire Seats",71
"8",15882,4998,7,"Lauren Begg",71
"9",30084,39063,7,"Sarah Johnson",71
"10",745,62689,10,"Sarah Prosser",70
"11",321,68678,11,"Jailene Santiago",69
"12",1036,22809,11,"Sydney Erdmann",69
"13",8486,27788,11,"Brianna Gendreau",69
"14",564,67865,14,"Katie Rygiel",68
"15",759,35573,14,"Jaelin Holdaway",68
"16",1130,65428,14,"Natalie Ritchey",68
"17",28749,85551,14,"Stella Wulker",68
"18",321,68448,18,"Rylea Sandel",67
"19",398,70423,18,"Jordan Sell",67
"20",565,43841,18,"Amanda Lanyon",67
"21",565,67965,21,"Naomi Sadler",66
"22",712,41375,21,"Julia Kinnally",66
"23",753,80672,21,"Alyssa Vieira",66
"24",1451,85767,21,"Alexis Yates",66
"25",30190,73724,21,"Jordan Specht",66
"26",622,84590,26,"Lindsey Windsor",65
"27",717,74572,26,"Josie Steinberg",65
"28",1062,47585,26,"Tristen Maddox",65
"29",1064,8248,26,"Taylor Brandt",65
"30",351,10273,30,"Sam Burns",64
"31",372,73941,30,"Abby Spore",64
"32",382,32352,30,"Sarah Harker",64
"33",475,66740,30,"Jackie Rometo",64
"34",717,54080,30,"Rachel Moore",64
"35",795,50365,30,"Jordyn Mccormack",64
"36",795,43916,30,"Kyra Lard",64
"37",973,26249,30,"Morgan Frye",64
"38",1099,65498,30,"Ami Rivera",64
"39",30197,29424,30,"Allie Gordon",64
"40",45,54089,40,"Sara Moore",63
"41",442,7449,40,"Alyssa Borozan",63
"42",443,81695,40,"Holly Walter",63
"43",775,19660,40,"Dina Diblasio",63
"44",1451,2651,40,"Brooke Atkins",63
"45",8981,14997,40,"Raven Comtois",63
"46",22626,62840,40,"Jill Pulek",63
"47",118,17030,47,"Cassie Cunniff",62
"48",804,77656,47,"Zoe Thomson",62
"49",973,37814,47,"Anna Jackson",62
"50",1454,56080,47,"Mattea Nelson",62
"51",30037,34839,47,"Debbie Hill",62
"52",88,53275,52,"Ariana Mirenda",61
"53",114,6042,52,"Hannah Biddlecom",61
"54",150,6946,52,"Heather Boeckenstedt",61
"55",259,47531,52,"Payton Macnair",61
"56",565,18051,52,"Kayla Davis",61
"57",581,41135,52,"Ally Kim",61
"58",1400,13904,52,"Caelee Clark",61
"59",11036,59093,52,"Arianna Papas",61
"60",20220,78665,52,"Jenna Trewyn",61
"61",4,3130,61,"Karson Bagelmann",60
"62",217,13674,61,"Ashley Chu",60
"63",259,50060,61,"Liz Mccaffery",60
"64",265,18214,61,"Janessa Dawson",60
"65",267,50839,61,"Katlynn Mcgivney",60
"66",398,6363,61,"Mackenzie Bivin",60
"67",673,20827,61,"Mackenzie Doyle",60
"68",712,56219,61,"Kaci Neveling",60
"69",759,16783,61,"Katie Croxall",60
"70",30038,20820,61,"Emily Doyle",60
"71",30190,37225,61,"Maddie Hurst",60
"72",452,52143,72,"Sydney Mercer",59
"73",542,47184,72,"Kenzi Lyall",59
"74",565,4502,72,"Rilee Baughan",59
"75",566,37685,72,"Dominque Irving",59
"76",807,38478,72,"Julia Jennings",59
"77",18,64476,77,"Jessica Remm",58
"78",238,19386,77,"Camille Desrochers",58
"79",238,29867,77,"Brooke Grassia",58
"80",547,58940,77,"Claire Palmer",58
"81",679,31715,77,"Meg Halloran",58
"82",717,60597,77,"Kaitlyn Perucci",58
"83",238,11876,83,"Gwendolyn Carpenter",57
"84",398,43240,83,"Ava Ladd",57
"85",730,48053,83,"Samantha Mallen",57
"86",770,78958,83,"Benni Tucci",57
"87",1130,35769,83,"Jordan Holman",57
"88",1179,34491,83,"Cydney Hess",57
"89",1179,56008,83,"Brynn Nelson",57
"90",1203,32588,83,"Lexi Harris",57
"91",8486,36077,83,"Katie Hopkins",57
"92",28749,69775,83,"Annie Schuck",57
"93",30197,52932,83,"Madi Miller",57
"94",20,9522,94,"Kylie Bryant",56
"95",114,21445,94,"Sydney Duong",56
"96",122,30641,94,"Kaili Gross",56
"97",122,65191,94,"Amanda Riely",56
"98",126,3017,94,"Haley Bach",56
"99",168,52449,94,"Gina Meyers",56
"100",281,39928,94,"Darian Kanno",56
"101",296,72347,94,"Taylor Skraba",56
"102",385,40205,94,"Rachel Kazmirski",56
"103",605,36479,94,"Olivia Howe",56
"104",640,15158,94,"Leah Connor",56
"105",641,74496,94,"Ashlyn Steen",56
"106",722,11642,94,"Christine Carey",56
"107",727,68929,94,"Karson Saunders",56
"108",773,56373,94,"Katy Newton",56
"109",804,42520,94,"Tayler Kraemer",56
"110",809,27506,94,"Isabella Gasbarro",56
"111",1196,49587,94,"Hope Matta",56
"112",8911,48951,94,"Lexi Martin",56
"113",20220,68047,94,"Grace Salaja",56
"114",30037,85209,94,"Cassie Woods",56
"115",30081,44804,94,"Madelyn Lehigh",56
