"","team_id","player_id","rank","player","hr"
"1",694,13873,1,"Kiki Milloy",25
"2",306,10771,2,"Taryn Kern",23
"3",367,17216,2,"Taylor Roby",23
"4",414,19148,4,"Karli Spaid",22
"5",31,8784,5,"Rylin Hedgecock",21
"6",1104,6338,5,"Kristin Fifield",21
"7",334,3754,7,"Erin Coffel",19
"8",235,21206,7,"Skylar Wallace",19
"9",147,2761,7,"Valerie Cagle",19
"10",388,15309,7,"Autumn Owen",19
"11",257,10625,7,"Jayda Kearney",19
"12",193,7493,7,"Ana Gold",19
"13",28,20778,7,"Jordyn Vanhook",19
"14",110,2088,14,"Maya Brady",18
"15",317,18526,14,"Hannah Shifflett",18
"16",1104,12197,14,"Ramsay Lopez",18
"17",676,7012,14,"Gaby Garcia",18
"18",504,5246,18,"Mya Dodge",17
"19",504,16365,18,"Alexis Pupillo",17
"20",522,3816,18,"Jayda Coleman",17
"21",522,2234,18,"Alyssa Brito",17
"22",522,10122,18,"Tiare Jennings",17
"23",414,4433,18,"Allie Cummins",17
"24",414,7511,18,"Jenna Golembiewski",17
"25",257,14315,18,"Sara Mosley",17
"26",77,750,26,"Huntyr Ava",16
"27",472,2992,26,"Riley Carley",16
"28",310,18468,26,"Jamie Sheeran",16
"29",659,12028,26,"Jackie Lis",16
"30",107,18948,26,"Makena Smith",16
"31",742,15679,26,"Bre Peck",16
"32",700,848,26,"Ellie Bailey",16
"33",497,6954,26,"Kailey Gamble",16
"34",463,520,26,"Billie Andrews",16
"35",671,8760,26,"Karly Heath",16
"36",392,11693,26,"Amelia Lech",16
"37",8,16238,26,"Ashley Prange",16
"38",244,15818,26,"Kiley Perry",16
"39",472,1985,39,"Kayla Bowen",15
"40",513,7146,39,"Karina Gaskins",15
"41",694,7300,39,"Mckenna Gibson",15
"42",283,7390,39,"Meghan Giordano",15
"43",110,7749,39,"Megan Grant",15
"44",10411,5277,39,"Tiffany Domingue",15
"45",355,17509,39,"Rachel Roupe",15
"46",355,9609,39,"Caroline Hudson",15
"47",7,4974,39,"Alexia Denby",15
"48",434,9406,48,"Alex Honnold",14
"49",513,15204,48,"Lexi Orozco",14
"50",669,20834,48,"Mckenzie Vaughan",14
"51",694,16363,48,"Zaida Puni",14
"52",522,11718,48,"Haley Lee",14
"53",782,1025,48,"Addison Barnard",14
"54",29,18758,48,"Allie Skaggs",14
"55",428,11200,48,"Taylor Krapf",14
"56",458,11255,48,"Kassidy Krupit",14
"57",742,17036,48,"Emma Ritter",14
"58",458,20787,48,"Bailey Vannoy",14
"59",201,13775,48,"Lindy Milkowski",14
"60",428,15037,48,"Jess Oakland",14
"61",306,4053,48,"Brianna Copeland",14
"62",37,5831,48,"Bri Ellis",14
"63",742,7838,48,"Addy Greene",14
"64",87,9427,48,"Monique Hoosen",14
"65",625,2417,48,"Grier Bruce",14
"66",683,821,48,"Corinne Badger",14
"67",414,4223,48,"Riley Coyne",14
"68",1004,14680,48,"Morgan Nelson",14
"69",406,8785,48,"Tori Hedgecock",14
"70",522,8379,70,"Kinzie Hansen",13
"71",545,18273,70,"Sarah Seamans",13
"72",635,3040,70,"Kelsey Carr",13
"73",626,971,70,"Mac Barbara",13
"74",10411,7484,70,"Casey Goguts",13
"75",521,14568,70,"Kiley Naomi",13
"76",251,11115,70,"Cameron Kondo",13
"77",147,3632,70,"Mckenzie Clark",13
"78",782,10446,70,"Zoe Jones",13
"79",149,21881,70,"Diamond Williams",13
"80",590,7562,70,"Alyssa Gonzalez",13
"81",234,5698,70,"Michaela Edenfield",13
"82",2,13892,70,"Avery Miloch",13
"83",331,12021,70,"Emily Lippe",13
"84",428,4983,70,"Natalie Denhartog",13
"85",365,3613,70,"Georgia Clark",13
"86",29,14702,70,"Devyn Netz",13
"87",490,15637,70,"Katlyn Pavlick",13
"88",1320,9031,70,"Morgan Hess",13
"89",255,332,70,"Sara beth Allen",13
"90",671,11499,70,"Alexa Langeliers",13
"91",306,13912,91,"Taylor Minnick",12
"92",606,3169,91,"Kaelin Cash",12
"93",671,351,91,"Lauren Allred",12
"94",465,12820,91,"Ariana Martinez",12
"95",176,22132,91,"Anna Wohlers",12
"96",257,11300,91,"Sydney Kuma",12
"97",756,10999,91,"Baylee Klingler",12
"98",716,13381,91,"Taylor Mckinney",12
"99",419,13499,91,"Laura Mealer",12
"100",235,5679,91,"Charla Echols",12
"101",676,1411,91,"Mackenzie Bennett",12
"102",193,20856,91,"Aminah Vega",12
"103",47,20250,91,"Mckayla Timmons",12
"104",1356,4808,91,"Jocelynn De la cruz",12
"105",9,6702,91,"Sierra Frazier",12
"106",317,12953,91,"Kk Mathis",12
"107",257,3353,91,"Sydney Chambley",12
"108",1395,18027,91,"Katy Schaefer",12
"109",559,5677,91,"Alex Echazarreta",12
"110",301,17676,91,"Kelly Ryono",12
"111",504,19015,91,"Brooke Snider",12
"112",716,887,91,"Libby Baker",12
"113",311,15056,91,"Milaysia Ochoa",12
"114",466,10079,91,"Aaliyah Jenkins",12
"115",367,6350,91,"Hannah File",12
"116",156,18893,91,"Hailey Smith",12
"117",66,6496,91,"Eliyah Flores",12
"118",147,9970,91,"Caroline Jacobsen",12
"119",519,15441,91,"Annalia Paoli",12
"120",529,13310,91,"Terra Mcgowan",12
"121",742,6118,91,"Cameron Fagan",12
"122",509,22527,91,"Angela Zedak",12
"123",609,12563,91,"Abby Mallo",12
"124",742,850,91,"Jayme Bailey",12
"125",433,19429,91,"Mya Stevenson",12
"126",277,1510,91,"Mya'liah Bethea",12
