"","team_id","player_id","rank","player","avg"
"1",782,13380,1,"Sydney Mckinney","0.520"
"2",631,20452,2,"Ashley Trierweiler","0.486"
"3",312,3117,3,"Nia Carter","0.483"
"4",147,2761,4,"Valerie Cagle","0.469"
"5",175,18189,5,"Emma Schutter","0.467"
"6",193,10112,6,"D'auna Jennings","0.462"
"7",6,17864,7,"Venice Sanders","0.452"
"8",110,2088,8,"Maya Brady","0.448"
"9",235,21206,9,"Skylar Wallace","0.447"
"10",388,15309,10,"Autumn Owen","0.444"
"11",334,11173,10,"Kayla Kowalik","0.444"
"12",334,3754,12,"Erin Coffel","0.443"
"13",521,1284,12,"Rachel Becker","0.443"
"14",545,21649,14,"Yvonne Whaley","0.439"
"15",539,12456,15,"Emily Maddock","0.433"
"16",30095,22069,16,"Tanya Windle","0.432"
"17",68,17405,17,"Kayla Roncin","0.430"
"18",388,3810,18,"Alex Coleman","0.427"
"19",30095,3686,19,"Shea Clements","0.426"
"20",742,2359,20,"Kelsey Brown","0.423"
"21",287,6993,21,"Ab Garcia","0.419"
"22",30095,355,22,"Lauren Almeida","0.417"
"23",104,13438,22,"Madelyn Mcnally","0.417"
"24",660,17219,24,"Paige Rocha","0.416"
"25",522,10122,25,"Tiare Jennings","0.415"
"26",367,15284,26,"Korbe Otis","0.414"
"27",62,21228,26,"Lindsey Walter","0.414"
"28",694,13873,28,"Kiki Milloy","0.412"
"29",504,16365,28,"Alexis Pupillo","0.412"
"30",522,2234,28,"Alyssa Brito","0.412"
"31",661,7620,28,"Allie Goodin","0.412"
"32",352,3388,28,"Josie Charles","0.412"
"33",363,16153,33,"Jaden Pone","0.411"
"34",164,8626,34,"Lexi Hastings","0.410"
"35",522,8379,35,"Kinzie Hansen","0.409"
"36",14,15910,35,"Morgan Petty","0.409"
"37",522,3816,37,"Jayda Coleman","0.408"
"38",108,5053,37,"Anna Dethlefson","0.408"
"39",1104,2620,39,"Hannah Burnett","0.407"
"40",290,6477,40,"Sidney Fletcher","0.406"
"41",410,9583,41,"Ellen Hubbard","0.405"
"42",306,10771,42,"Taryn Kern","0.404"
"43",695,6825,42,"Kaci Fuller","0.404"
"44",7,5018,42,"Kindall Deramus","0.404"
"45",7,14522,42,"Madison Myers","0.404"
"46",116,13279,46,"Christie Mcgee-ross","0.403"
"47",235,6138,46,"Kendra Falby","0.403"
"48",683,4130,48,"Alyssa Costello","0.402"
"49",156,22406,49,"Ashley York","0.401"
"50",28,71,50,"Yannira Acuna","0.400"
"51",47,4577,51,"Amaia Daniel","0.399"
"52",457,2314,51,"Alex Brown","0.399"
"53",288,3829,53,"Turiya Coleman","0.397"
"54",609,11172,53,"Gabbie Kowalik","0.397"
"55",554,19322,53,"Serena Starks","0.397"
"56",236,14863,53,"Neleh Nogay","0.397"
"57",434,9406,57,"Alex Honnold","0.396"
"58",473,8643,57,"Rachael Hathoot","0.396"
"59",169,14803,59,"Cayla Nielsen","0.395"
"60",68,10658,59,"Lauren Keleher","0.395"
"61",635,22079,59,"Abby Wingo","0.395"
"62",228,9886,62,"Melkayla Irvis","0.394"
"63",129,20305,62,"Abbey Tolmie","0.394"
"64",700,22322,64,"Kailey Wyckoff","0.393"
"65",660,10893,64,"Lexi King","0.393"
"66",732,1318,64,"Aliya Belarde","0.393"
"67",769,2195,64,"Brooklynn Brewington","0.393"
"68",626,6003,64,"Bella Espinoza","0.393"
"69",719,14221,69,"Haley Morgan","0.392"
"70",522,1896,69,"Rylie Boone","0.392"
"71",365,3760,69,"Danieca Coffey","0.392"
"72",352,1006,72,"Carley Barjaktarovich","0.391"
"73",306,13912,73,"Taylor Minnick","0.390"
"74",277,14556,73,"Maya Nakamura","0.390"
"75",110,22229,73,"Jordan Woolery","0.390"
"76",254,2339,73,"Emily Brown","0.390"
"77",104,5298,77,"Ashley Donaldson","0.389"
"78",315,16923,77,"Lindsey Richardson","0.389"
"79",68,3777,77,"Caitlin Coker","0.389"
"80",116,288,77,"Saige Alfaro","0.389"
"81",732,4989,77,"Haley Denning","0.389"
"82",504,5246,82,"Mya Dodge","0.388"
"83",472,1985,83,"Kayla Bowen","0.387"
"84",308,10105,83,"Taryn Jenkins","0.387"
"85",562,6548,85,"Mary Fogg","0.386"
"86",487,6656,85,"Felicity Frame","0.386"
"87",66,8235,87,"Kelsey Hall","0.385"
"88",545,18273,87,"Sarah Seamans","0.385"
"89",756,10999,87,"Baylee Klingler","0.385"
"90",659,21336,87,"Elizabeth Warwick","0.385"
"91",1356,22047,87,"Tai Wilson","0.385"
"92",202,1096,92,"Vianna Barron","0.384"
"93",620,5816,92,"Brooke Ellestad","0.384"
"94",782,12288,92,"Lauren Lucas","0.384"
"95",419,8497,92,"Amaya Harris","0.384"
"96",667,7579,96,"Emily Gonzalez","0.383"
"97",529,2556,96,"Allee Bunker","0.383"
"98",107,570,96,"Tatum Anzaldo","0.383"
"99",711,11409,96,"Mackenzie Lake","0.383"
"100",27,9528,96,"Kayt Houston","0.383"
