"","team_id","player_id","rank","player","slg"
"1",334,3754,1,"Erin Coffel","0.984"
"2",235,21206,2,"Skylar Wallace","0.980"
"3",306,10771,3,"Taryn Kern","0.942"
"4",694,13873,4,"Kiki Milloy","0.935"
"5",504,5246,5,"Mya Dodge","0.899"
"6",6,17864,6,"Venice Sanders","0.895"
"7",147,2761,7,"Valerie Cagle","0.887"
"8",388,15309,7,"Autumn Owen","0.887"
"9",110,2088,9,"Maya Brady","0.866"
"10",66,8235,10,"Kelsey Hall","0.854"
"11",504,16365,11,"Alexis Pupillo","0.844"
"12",367,17216,12,"Taylor Roby","0.835"
"13",522,2234,13,"Alyssa Brito","0.824"
"14",472,1985,14,"Kayla Bowen","0.817"
"15",1104,6338,15,"Kristin Fifield","0.803"
"16",317,18526,16,"Hannah Shifflett","0.801"
"17",257,10625,17,"Jayda Kearney","0.799"
"18",522,3816,18,"Jayda Coleman","0.788"
"19",522,10122,19,"Tiare Jennings","0.781"
"20",434,9406,20,"Alex Honnold","0.779"
"21",31,8784,21,"Rylin Hedgecock","0.774"
"22",28,20778,22,"Jordyn Vanhook","0.767"
"23",522,8379,23,"Kinzie Hansen","0.759"
"24",414,19148,23,"Karli Spaid","0.759"
"25",742,15679,25,"Bre Peck","0.753"
"26",472,2992,26,"Riley Carley","0.750"
"27",669,20834,27,"Mckenzie Vaughan","0.748"
"28",77,750,28,"Huntyr Ava","0.746"
"29",29,18266,29,"Carlie Scupin","0.745"
"30",414,7511,29,"Jenna Golembiewski","0.745"
"31",513,7146,31,"Karina Gaskins","0.741"
"32",10411,7484,31,"Casey Goguts","0.741"
"33",631,20452,33,"Ashley Trierweiler","0.740"
"34",700,22322,33,"Kailey Wyckoff","0.740"
"35",700,1788,35,"Peyton Blythe","0.739"
"36",782,1025,36,"Addison Barnard","0.738"
"37",782,13380,37,"Sydney Mckinney","0.732"
"38",176,22132,38,"Anna Wohlers","0.728"
"39",513,15204,39,"Lexi Orozco","0.725"
"40",694,16363,39,"Zaida Puni","0.725"
"41",193,7493,41,"Ana Gold","0.724"
"42",518,21846,42,"Melina Wilkison","0.722"
"43",671,351,43,"Lauren Allred","0.721"
"44",28,71,44,"Yannira Acuna","0.719"
"45",310,18468,44,"Jamie Sheeran","0.719"
"46",694,7300,46,"Mckenna Gibson","0.718"
"47",257,14315,46,"Sara Mosley","0.718"
"48",306,13912,48,"Taylor Minnick","0.717"
"49",676,7012,49,"Gaby Garcia","0.716"
"50",545,18273,50,"Sarah Seamans","0.712"
"51",700,848,51,"Ellie Bailey","0.711"
"52",465,12820,52,"Ariana Martinez","0.708"
"53",659,12028,52,"Jackie Lis","0.708"
"54",444,21884,54,"Emily Williams","0.706"
"55",257,11300,54,"Sydney Kuma","0.706"
"56",414,4433,56,"Allie Cummins","0.704"
"57",522,11718,56,"Haley Lee","0.704"
"58",606,3169,58,"Kaelin Cash","0.702"
"59",367,15284,58,"Korbe Otis","0.702"
"60",671,8760,58,"Karly Heath","0.702"
"61",1104,12197,61,"Ramsay Lopez","0.701"
"62",667,7579,61,"Emily Gonzalez","0.701"
"63",635,3040,63,"Kelsey Carr","0.699"
"64",107,18948,63,"Makena Smith","0.699"
"65",796,11120,65,"Kayla Konwent","0.697"
"66",283,7390,66,"Meghan Giordano","0.695"
"67",110,7749,66,"Megan Grant","0.695"
"68",392,11693,68,"Amelia Lech","0.694"
"69",716,13381,69,"Taylor Mckinney","0.691"
"70",30095,3686,70,"Shea Clements","0.690"
"71",257,3353,70,"Sydney Chambley","0.690"
"72",545,21649,72,"Yvonne Whaley","0.689"
"73",202,1096,72,"Vianna Barron","0.689"
"74",772,17862,74,"Taylor Sanders","0.688"
"75",29,18758,75,"Allie Skaggs","0.687"
"76",676,1411,76,"Mackenzie Bennett","0.686"
"77",661,7620,77,"Allie Goodin","0.684"
"78",497,6954,77,"Kailey Gamble","0.684"
"79",603,10043,79,"London Jarrard","0.683"
"80",51,7703,80,"Shaylon Govan","0.681"
"81",419,13499,81,"Laura Mealer","0.680"
"82",10411,5277,81,"Tiffany Domingue","0.680"
"83",317,12953,83,"Kk Mathis","0.678"
"84",463,520,84,"Billie Andrews","0.677"
"85",244,12303,85,"Riley Ludlam","0.676"
"86",693,15942,86,"Kaili Phillips","0.674"
"87",539,1668,86,"Lexie Black","0.674"
"88",626,971,88,"Mac Barbara","0.673"
"89",14,15910,89,"Morgan Petty","0.672"
"90",202,15829,90,"Maggie Pertee","0.671"
"91",428,11200,90,"Taylor Krapf","0.671"
"92",414,1747,90,"Holly Blaska","0.671"
"93",521,14568,93,"Kiley Naomi","0.670"
"94",742,17036,93,"Emma Ritter","0.670"
"95",769,9717,95,"Bailey Huneycutt","0.669"
"96",193,20856,95,"Aminah Vega","0.669"
"97",782,10446,95,"Zoe Jones","0.669"
"98",756,10999,98,"Baylee Klingler","0.663"
"99",545,5421,98,"Bailey Drapola","0.663"
"100",7,4974,100,"Alexia Denby","0.662"
