"","team_id","player_id","rank","player","opp_avg"
"1",694,66460,1,"Ashley Rogers",0.121
"2",674,11319,2,"Nijaree Canady",0.125
"3",193,17103,3,"Cassidy Curd",0.143
"4",649,41868,4,"Tori Kniesche",0.152
"5",521,49752,5,"Kelly Maxwell",0.155
"6",37,60211,5,"Maddie Penta",0.155
"7",8,25530,7,"Montana Fouts",0.159
"8",522,49782,7,"Nicole May",0.159
"9",464,52416,9,"Kamryn Meyer",0.16
"10",522,3158,10,"Jordyn Bahl",0.161
"11",164,41392,10,"Payton Kinney",0.161
"12",110,23587,12,"Megan Faraimo",0.162
"13",504,34594,13,"Samantha Heyer",0.164
"14",648,28733,14,"Donnie Gobourne",0.166
"15",539,59405,15,"Bailey Parshall",0.167
"16",97,75968,16,"Myka Sutherlin",0.168
"17",175,40620,17,"Izzy Kemp",0.169
"18",110,85711,18,"Brooke Yanez",0.173
"19",128,38608,19,"Grace Jewell",0.175
"20",388,56161,19,"Sydney Nester",0.175
"21",68,64869,21,"Kasey Ricard",0.176
"22",454,38100,22,"Hannah James",0.177
"23",370,60337,22,"Jenna Perez",0.177
"24",334,69675,24,"Stephanie Schoonover",0.179
"25",600,80548,25,"Grace Vesco",0.181
"26",646,43216,25,"Olivia Lackie",0.181
"27",147,10803,25,"Valerie Cagle",0.181
"28",234,68455,28,"Kathryn Sandercock",0.182
"29",521,41077,28,"Lexi Kilfoyl",0.182
"30",180,85528,28,"Taylor Wroten",0.182
"31",671,43650,31,"Sam Landry",0.183
"32",746,6107,32,"Eden Bigham",0.184
"33",128,84300,32,"Sarah Willis",0.184
"34",428,59917,34,"Autumn Pease",0.185
"35",257,40851,35,"Madison Kerpics",0.188
"36",112,12740,36,"Jada Cecil",0.19
"37",539,45683,36,"Kylee Lingenfelter",0.19
"38",14927,38998,38,"Maya Johnson",0.191
"39",1004,4788,39,"Kayla Beaver",0.192
"40",5,16787,40,"Haley Croyle",0.193
"41",655,43256,40,"Kk Ladner",0.193
"42",671,69680,40,"Meghan Schorman",0.193
"43",31,18820,43,"Chenise Delce",0.194
"44",487,22939,43,"Elena Escobar",0.194
"45",222,68975,45,"Alayna Savaglio",0.195
"46",509,84022,45,"Danielle Williams",0.195
"47",310,86351,45,"Kara Zazzaro",0.195
"48",2699,9525,45,"Madison Bryant",0.195
"49",670,55057,49,"Jessica Mullins",0.196
"50",419,11570,49,"Kamryn Carcich",0.196
"51",497,81279,51,"Mckenzie Wagoner",0.197
"52",229,67934,52,"Gabby Sacco",0.198
"53",554,44146,53,"Alexis Laudenslager",0.199
"54",1157,34930,53,"Kenley Hilleary",0.199
"55",651,20159,53,"Payton Dixon",0.199
"56",115,72764,56,"Isabella Smith",0.2
"57",626,45496,57,"Allie Light",0.201
"58",68,6869,57,"Allison Boaz",0.201
"59",1004,38893,57,"Jordan Johnson",0.201
"60",363,13069,57,"Maggie Chapin",0.201
"61",365,5817,57,"Sydney Berzon",0.201
"62",497,60636,62,"Ashley Peters",0.202
"63",697,40702,62,"Emiley Kennedy",0.202
"64",709,37073,62,"Erin Hunt",0.202
"65",193,85446,62,"Jala Wright",0.202
"66",248,63914,66,"Aly Rayle",0.203
"67",678,48513,66,"Hannah Marien",0.203
"68",127,83549,66,"Kaylee Whittaker",0.203
"69",402,79762,69,"Ashley Vallejo",0.204
"70",646,32312,69,"Jenna Hardy",0.204
"71",493,80112,69,"Paige Vargas",0.204
"72",579,80212,72,"Dana Vatakis",0.205
"73",419,51573,72,"Gretchen Mead",0.205
"74",236,4966,72,"Holly Beeman",0.205
"75",418,19283,72,"Lauren Derkowski",0.205
"76",716,38960,72,"Leanna Johnson",0.205
"77",655,6587,77,"Cera Blanchard",0.206
"78",180,84558,77,"Emily Winburn",0.206
"79",792,4312,77,"Reese Basinger",0.206
"80",504,58720,80,"Kailyn Packard",0.207
"81",361,16099,80,"Lindsey Cowans",0.207
"82",99,31334,80,"Shannon Haddad",0.207
"83",97,63339,83,"Haley Rainey",0.208
"84",108,9170,83,"Kenedi Brown",0.208
"85",688,41889,83,"Madison Knight",0.208
"86",149,8006,83,"Raelee Brabham",0.208
"87",255,55980,87,"Blake Neleman",0.209
"88",51,58171,87,"Dariana Orme",0.209
"89",11504,16031,89,"Autumn Courtney",0.21
"90",782,36498,89,"Lauren Howell",0.21
"91",365,41131,91,"Ali Kilponen",0.211
"92",116,28197,91,"Megan Giese",0.211
"93",371,60232,91,"Peyton Pepkowski",0.211
"94",600,48737,91,"Rachel Marsden",0.211
"95",485,1605,95,"Cam Andersen",0.212
"96",111,33677,95,"Maddie Heinlin",0.212
"97",732,46421,95,"Mariah Lopez",0.212
"98",355,3029,95,"Paige Bachman",0.212
"99",47,67711,99,"Angelina Russo",0.213
"100",316,32927,99,"Ashlee Harwood",0.213
"101",651,56879,99,"Gabriella Nori",0.213
"102",164,38416,99,"Hope Jenkins",0.213
