"","team_id","player_id","rank","player","sb"
"1",671,4749,1,"Mihyia Davis",52
"2",466,18352,2,"Chelie Senini",50
"3",10411,11602,3,"Denver Lauer",47
"4",261,14134,3,"Kaytlyn Moore",47
"5",603,1543,5,"Jess Bianco",43
"6",108,5053,6,"Anna Dethlefson",42
"7",7,5018,6,"Kindall Deramus",42
"8",388,3810,6,"Alex Coleman",42
"9",261,21553,9,"India Wells",41
"10",164,8626,10,"Lexi Hastings",40
"11",694,13873,11,"Kiki Milloy",39
"12",363,16153,12,"Jaden Pone",36
"13",366,17690,12,"Sierra Sacco",36
"14",380,13304,12,"Grace Mcgouldrick",36
"15",116,13279,15,"Christie Mcgee-ross",35
"16",112,5888,15,"Morgan Eng",35
"17",1104,2620,17,"Hannah Burnett",34
"18",315,10376,17,"Emma Jones",34
"19",164,10001,17,"Aziah James",34
"20",503,18588,17,"Caitlyn Shumaker",34
"21",732,4989,21,"Haley Denning",33
"22",655,7626,22,"Cameron Goodman",32
"23",115,13124,23,"Makayla Mcclain",31
"24",234,6438,23,"Devyn Flaherty",31
"25",248,21330,23,"Rachel Warrens",31
"26",235,21206,26,"Skylar Wallace",30
"27",434,11403,26,"Jenna Laird",30
"28",626,6003,26,"Bella Espinoza",30
"29",419,13499,29,"Laura Mealer",29
"30",175,18189,29,"Emma Schutter",29
"31",115,15513,29,"Tyra Parker",29
"32",175,4580,32,"Emily Daniel",28
"33",392,13739,32,"Megan Mikami",28
"34",756,3097,32,"Brooklyn Carter",28
"35",235,6138,35,"Kendra Falby",27
"36",275,1795,35,"Lauren Bobowski",27
"37",314,9599,35,"Samiyyah Huckabee",27
"38",283,12630,35,"Chelsea Manto",27
"39",646,2123,35,"Mackenzie Brasher",27
"40",587,17831,40,"Kyleigh Sand",26
"41",254,2339,40,"Emily Brown",26
"42",419,5683,40,"Shelby Echols",26
"43",231,11526,40,"Ashton Lansdell",26
"44",794,7317,40,"Tiffany Giese",26
"45",355,12466,40,"Kk Madrey",26
"46",386,6718,40,"Sam Freeland",26
"47",2711,8462,40,"Kayla Harper",26
"48",669,6574,40,"Abby Ford",26
"49",671,8760,49,"Karly Heath",25
"50",68,3777,49,"Caitlin Coker",25
"51",402,18346,49,"Alayis Seneca",25
"52",402,16812,49,"Reese Reyna",25
"53",261,10314,49,"Ta'mya Johnson",25
"54",28755,1673,49,"Olivia Black",25
"55",603,10043,55,"London Jarrard",24
"56",466,7359,55,"Bridgette Gilliano",24
"57",367,9026,55,"Daisy Hess",24
"58",314,19392,55,"Mari Stephens",24
"59",220,21315,55,"Charli Warren",24
"60",483,18739,55,"Claire Sisco",24
"61",367,15284,61,"Korbe Otis",23
"62",609,11172,61,"Gabbie Kowalik",23
"63",7,14522,61,"Madison Myers",23
"64",648,6111,61,"Jordan Fabian",23
"65",503,10002,61,"Courtney James",23
"66",5,18751,61,"Brooke Sivek",23
"67",466,3628,61,"Madison Clark",23
"68",28755,3469,61,"Emily Chiarella",23
"69",1004,21813,61,"Jenna Wildeman",23
"70",47,17479,61,"Remington Ross",23
"71",10411,20120,61,"Taliyah Thomas",23
"72",782,1025,72,"Addison Barnard",22
"73",388,3444,72,"Grace Chelemen",22
"74",504,15523,72,"Madison Parks",22
"75",746,9813,72,"Jade Hylton",22
"76",392,13259,72,"Jaeda Mcfarland",22
"77",1092,6200,72,"Kasey Fava",22
"78",769,2195,72,"Brooklynn Brewington",22
"79",153,3021,72,"Rachel Carney",22
"80",746,779,72,"Kelly Ayer",22
"81",7,7063,72,"Jaeda Gardner",22
"82",234,17462,72,"Amaya Ross",22
"83",257,7633,72,"Dallis Goodnight",22
"84",579,11166,72,"Alaina Koutsogiani",22
"85",498,816,72,"Lourdes Bacon",22
"86",446,20067,72,"Asia Thomas",22
"87",14,15910,87,"Morgan Petty",21
"88",308,10105,87,"Taryn Jenkins",21
"89",193,10112,87,"D'auna Jennings",21
"90",464,17481,87,"Sydney Ross",21
"91",386,16379,87,"Peyton Pusey",21
"92",465,18099,87,"Maddie Schmidt",21
"93",51,22036,87,"Mckenzie Wilson",21
"94",488,6030,87,"Alyxx Estrada",21
"95",678,5935,87,"Kami Eppley",21
"96",670,5644,87,"Hannah Earls",21
"97",497,3725,87,"Lexi Cobb",21
"98",228,21398,87,"Kiauna Watson",21
"99",434,9406,99,"Alex Honnold",20
"100",702,14650,99,"Marley Neises",20
"101",388,1547,99,"Sydney Bickel",20
"102",1004,8533,99,"Tremere Harris",20
"103",563,13425,99,"Cori Mcmillan",20
"104",497,18675,99,"Cierra Simon",20
"105",639,19776,99,"Mckenzie Swinson",20
"106",509,18482,99,"Skyler Shellmyer",20
"107",62,8401,99,"Alayna Harbaugh",20
"108",37,18836,99,"Abbey Smith",20
"109",540,2325,99,"Brianna Brown",20
"110",10411,16286,99,"Sarah Price",20
"111",483,13257,99,"Brianna Mcfaddin",20
"112",116,3707,99,"Alyssa Cloutier",20
"113",147,1858,99,"Julia Bomhardt",20
