"","team_id","player_id","rank","player","rc"
"1",321,26755,1,"Maleea Gallaspy"," 78.09"
"2",30037,34848,2,"Debbie Hill"," 75.89"
"3",795,50378,3,"Jordyn Mccormack"," 63.69"
"4",973,26254,4,"Morgan Frye"," 58.46"
"5",321,68698,5,"Jailene Santiago"," 58.35"
"6",673,19298,6,"Amelia Derosa"," 57.96"
"7",28749,85579,7,"Stella Wulker"," 57.83"
"8",973,83375,8,"Katie White"," 57.17"
"9",8911,48964,9,"Lexi Martin"," 56.17"
"10",30197,29430,10,"Allie Gordon"," 55.96"
"11",1099,65517,11,"Ami Rivera"," 55.18"
"12",11036,59108,12,"Arianna Papas"," 55.13"
"13",22626,62856,13,"Jill Pulek"," 55.03"
"14",399,59529,14,"Ab'c'de Patane"," 54.25"
"15",385,40216,15,"Rachel Kazmirski"," 53.76"
"16",8981,15000,16,"Raven Comtois"," 53.49"
"17",712,41386,17,"Julia Kinnally"," 53.15"
"18",382,32359,18,"Sarah Harker"," 52.62"
"19",372,73962,19,"Abby Spore"," 52.57"
"20",1094,62155,20,"Kamryn Potter"," 52.53"
"21",1111,7903,21,"Mia Boyd"," 52.10"
"22",30081,44815,22,"Madelyn Lehigh"," 52.00"
"23",118,17033,23,"Cassie Cunniff"," 51.63"
"24",1062,47597,24,"Tristen Maddox"," 51.43"
"25",622,47412,25,"Abby Mace"," 50.93"
"26",15882,4998,26,"Lauren Begg"," 50.85"
"27",321,68468,27,"Rylea Sandel"," 50.75"
"28",798,65467,28,"Hannah Ritter"," 50.70"
"29",1064,8248,29,"Taylor Brandt"," 50.50"
"30",795,43927,30,"Kyra Lard"," 49.94"
"31",622,84618,31,"Lindsey Windsor"," 49.61"
"32",30084,39072,32,"Sarah Johnson"," 49.51"
"33",69,49832,33,"Angelina Mayers"," 49.50"
"34",28749,69795,34,"Annie Schuck"," 49.36"
"35",1179,61051,35,"Katie Phillips"," 48.98"
"36",759,35582,36,"Jaelin Holdaway"," 48.67"
"37",727,68949,37,"Karson Saunders"," 48.60"
"38",30044,71536,38,"Arizona Shreck"," 48.58"
"39",1179,67915,39,"Kaili Saathoff"," 48.25"
"40",641,46924,40,"Maddie Luderman"," 48.24"
"41",30190,73745,41,"Jordan Specht"," 48.01"
"42",117,44798,42,"Lexie Leggett"," 47.80"
"43",139,30037,43,"Brooke Greaver"," 46.28"
"44",717,54094,44,"Rachel Moore"," 45.92"
"45",973,37823,45,"Anna Jackson"," 45.78"
"46",30190,37234,46,"Maddie Hurst"," 45.56"
"47",398,70443,47,"Jordan Sell"," 45.35"
"48",1454,56094,48,"Mattea Nelson"," 45.06"
"49",1179,70275,49,"Claire Seats"," 45.02"
"50",443,81720,50,"Holly Walter"," 44.90"
"51",238,11877,51,"Gwendolyn Carpenter"," 44.76"
"52",1400,29248,52,"Serena Gonzalez"," 44.69"
"53",25719,23843,53,"Cameryn Feathers"," 44.68"
"54",398,6363,54,"Mackenzie Bivin"," 44.55"
"55",150,75237,55,"Skyler Stookey"," 44.43"
"56",442,7449,55,"Alyssa Borozan"," 44.43"
"57",160,61256,57,"Becky Pieroni"," 44.18"
"58",1130,35778,58,"Jordan Holman"," 43.96"
"59",1094,68557,59,"Sydney Sandifer"," 43.86"
"60",264,21490,60,"Taylor Durak"," 43.56"
"61",641,22193,61,"Alexis Ehlers"," 43.28"
"62",23260,48470,62,"Grayce Marcum"," 43.21"
"63",1297,41069,63,"Kennedy Kila"," 43.18"
"64",20,9522,64,"Kylie Bryant"," 43.01"
"65",800,19837,64,"Melissa Dietz"," 43.01"
"66",775,19664,66,"Dina Diblasio"," 42.55"
"67",1297,50911,67,"Erin Mcgrath"," 42.36"
"68",114,21450,68,"Sydney Duong"," 42.12"
"69",8597,33545,69,"Jordyn Heckendorf"," 42.00"
"70",281,39939,70,"Darian Kanno"," 41.99"
"71",804,77678,71,"Zoe Thomson"," 41.85"
"72",394,38932,72,"Kaylynn Johnson"," 41.79"
"73",296,24568,73,"Ashley Fisher"," 41.65"
"74",750,19268,74,"Reegan Deputy"," 41.40"
"75",542,47196,75,"Kenzi Lyall"," 41.23"
"76",22235,1755,76,"Riley Anderson"," 41.12"
"77",88,53289,77,"Ariana Mirenda"," 41.09"
"78",712,56233,78,"Kaci Neveling"," 41.06"
"79",2694,81259,79,"Eriana Wagner"," 40.95"
"80",605,36488,80,"Olivia Howe"," 40.90"
"81",122,30647,81,"Kaili Gross"," 40.80"
"82",475,66760,82,"Jackie Rometo"," 40.75"
"83",389,49781,83,"Hadley May"," 40.67"
"84",114,6042,84,"Hannah Biddlecom"," 40.64"
"85",1451,85795,85,"Alexis Yates"," 40.51"
"86",581,41146,86,"Ally Kim"," 40.41"
"87",565,4502,87,"Rilee Baughan"," 40.40"
"88",8404,60959,88,"Jocelyn Pfleiger"," 40.36"
"89",1130,65447,89,"Natalie Ritchey"," 40.26"
"90",16142,64097,90,"Kaitlin Redling"," 40.24"
"91",687,36712,91,"Kaylie Hudson"," 40.21"
"92",30035,45543,92,"Maria Lilienthal"," 40.13"
"93",296,72368,93,"Taylor Skraba"," 40.03"
"94",190,57264,94,"Molly O'brien"," 40.00"
"95",564,67885,95,"Katie Rygiel"," 39.97"
"96",1066,33531,96,"Olivia Hebert"," 39.96"
"97",420,12032,97,"Kristyn Carroll"," 39.95"
"98",745,61843,98,"Alison Pollack"," 39.94"
"99",717,60612,99,"Kaitlyn Perucci"," 39.86"
"100",798,82994,100,"Sophie Wery"," 39.83"
