"","team_id","player_id","rank","player","k_bb"
"1",8,6627,1,"Montana Fouts","7.3"
"2",428,15669,2,"Autumn Pease","6.8"
"3",454,10003,3,"Hannah James","6.6"
"4",14927,10282,4,"Maya Johnson","5.3"
"5",110,6159,5,"Megan Faraimo","5.1"
"6",742,11795,6,"Emma Lemley","5.0"
"7",539,15543,7,"Bailey Parshall","4.9"
"8",504,9048,8,"Samantha Heyer","4.8"
"9",48,10506,9,"Annah Junge","4.6"
"10",446,9732,10,"Anaya Hunte","4.6"
"11",68,16865,11,"Kasey Ricard","4.5"
"12",147,2761,12,"Valerie Cagle","4.4"
"13",646,11370,13,"Olivia Lackie","4.3"
"14",37,15732,14,"Maddie Penta","4.3"
"15",522,13021,15,"Nicole May","4.2"
"16",739,6912,16,"Kat Gallant","4.2"
"17",674,20844,17,"Alana Vawter","4.1"
"18",234,17837,18,"Kathryn Sandercock","4.0"
"19",522,835,19,"Jordyn Bahl","4.0"
"20",62,17105,20,"Brianna Roberts","3.9"
"21",1004,1260,21,"Kayla Beaver","3.9"
"22",434,11219,22,"Laurin Krings","3.8"
"23",6,18250,23,"Paige Scott","3.8"
"24",86,12301,24,"Alexis Lucyshyn","3.8"
"25",454,20853,25,"Jenna Veber","3.8"
"26",514,2877,26,"Sydney Campbell","3.7"
"27",464,13696,27,"Kamryn Meyer","3.6"
"28",756,13701,28,"Ruby Meylan","3.6"
"29",651,14884,29,"Gabriella Nori","3.6"
"30",68,1790,30,"Allison Boaz","3.5"
"31",529,18249,31,"Morgan Scott","3.5"
"32",102,1489,32,"Marissa Bertuccio","3.5"
"33",497,15843,33,"Ashley Peters","3.5"
"34",149,2059,34,"Raelee Brabham","3.4"
"35",792,1135,35,"Reese Basinger","3.4"
"36",392,18082,36,"Trinity Schlotterbeck","3.4"
"37",626,11947,37,"Allie Light","3.4"
"38",14927,19674,38,"Emma Summers","3.4"
"39",493,20802,40,"Paige Vargas","3.3"
"40",694,17326,40,"Ashley Rogers","3.3"
"41",370,15763,41,"Jenna Perez","3.3"
"42",646,8422,42,"Jenna Hardy","3.3"
"43",116,7316,43,"Megan Giese","3.2"
"44",11504,4172,44,"Autumn Courtney","3.2"
"45",502,3272,45,"Erin Caviness","3.2"
"46",129,11775,46,"Grace Lehto","3.1"
"47",792,1958,47,"Sydney Boulware","3.1"
"48",371,15737,48,"Peyton Pepkowski","3.1"
"49",248,16618,49,"Aly Rayle","3.1"
"50",392,22321,50,"Courtney Wyche","3.0"
"51",115,18901,51,"Isabella Smith","3.0"
"52",521,10837,52,"Lexi Kilfoyl","3.0"
"53",402,19882,53,"Whitney Tate","3.0"
"54",201,10606,54,"Rachel Kaufman","3.0"
"55",521,13013,55,"Kelly Maxwell","2.9"
"56",450,14703,56,"Avery Neuhart","2.9"
"57",31,4919,57,"Chenise Delce","2.8"
"58",418,5022,58,"Lauren Derkowski","2.8"
"59",5,4370,59,"Haley Croyle","2.8"
"60",112,3288,60,"Jada Cecil","2.8"
"61",26172,174,61,"Primrose Aholelei","2.8"
"62",43,1384,62,"Jordan Benefiel","2.8"
"63",108,2361,63,"Kenedi Brown","2.8"
"64",700,6776,64,"Kendall Fritz","2.8"
"65",460,8302,65,"Kara Hammock","2.8"
"66",257,21240,66,"Shelby Walters","2.8"
"67",310,22524,67,"Kara Zazzaro","2.7"
"68",466,2327,68,"Carley Brown","2.7"
"69",97,19702,69,"Myka Sutherlin","2.7"
"70",487,1610,70,"Maci Birdyshaw","2.7"
"71",554,11599,71,"Alexis Laudenslager","2.7"
"72",670,14399,72,"Jessica Mullins","2.7"
"73",81,10756,73,"Kylie Kenney","2.6"
"74",671,18135,74,"Meghan Schorman","2.6"
"75",110,22356,75,"Brooke Yanez","2.6"
"76",365,1492,76,"Sydney Berzon","2.6"
"77",201,16282,77,"Olivia Price","2.6"
"78",774,864,78,"Rissa Bajusz","2.5"
"79",66,3255,79,"Taylor Caudill","2.5"
"80",30095,7120,80,"Sauren Garton","2.5"
"81",504,15353,81,"Kailyn Packard","2.5"
"82",509,21878,82,"Danielle Williams","2.5"
"83",416,13786,83,"Ashley Miller","2.5"
"84",1157,1412,84,"Melanie Bennett","2.5"
"85",732,12192,85,"Mariah Lopez","2.5"
"86",459,19185,86,"Maddie Spell","2.5"
"87",678,12683,87,"Hannah Marien","2.4"
"88",315,9360,88,"Jaliyah Holmes","2.4"
"89",301,18599,89,"Sydney Sickels","2.4"
"90",30136,21641,90,"Amanda Weyh","2.4"
"91",193,4451,91,"Cassidy Curd","2.4"
"92",678,9215,94,"Lauren Hobbs","2.4"
"93",572,12392,94,"Liz Lynchard","2.4"
"94",129,1225,94,"Kaitlyn Bean","2.4"
"95",361,2500,95,"Kira Buckner","2.4"
"96",457,809,96,"Lilli Backes","2.4"
"97",482,9057,97,"Madelyn Hickingbottom","2.4"
"98",391,12969,98,"Kya Matter","2.4"
"99",553,12909,99,"Cailin Massey","2.3"
"100",529,8382,100,"Stevie Hansen","2.3"
