"","team_id","player_id","rank","player","era"
"1",694,17326,1,"Ashley Rogers",0.828
"2",522,13021,2,"Nicole May",0.913
"3",522,835,3,"Jordyn Bahl",1.01
"4",402,19882,4,"Whitney Tate",1.093
"5",388,14696,5,"Sydney Nester",1.112
"6",234,17837,6,"Kathryn Sandercock",1.139
"7",1004,1260,7,"Kayla Beaver",1.145
"8",454,10003,8,"Hannah James",1.254
"9",464,13696,9,"Kamryn Meyer",1.257
"10",110,6159,10,"Megan Faraimo",1.289
"11",68,1790,11,"Allison Boaz",1.301
"12",37,15732,12,"Maddie Penta",1.31
"13",514,2877,13,"Sydney Campbell",1.408
"14",8,6627,14,"Montana Fouts",1.438
"15",428,15669,15,"Autumn Pease",1.463
"16",236,1297,16,"Holly Beeman",1.49
"17",651,5220,17,"Payton Dixon",1.495
"18",539,15543,18,"Bailey Parshall",1.497
"19",646,11370,19,"Olivia Lackie",1.522
"20",97,16466,20,"Haley Rainey",1.533
"21",229,17689,21,"Gabby Sacco",1.557
"22",497,15843,21,"Ashley Peters",1.557
"23",147,2761,23,"Valerie Cagle",1.56
"24",257,21240,24,"Shelby Walters",1.57
"25",365,1492,25,"Sydney Berzon",1.596
"26",521,10837,26,"Lexi Kilfoyl",1.623
"27",97,19702,27,"Myka Sutherlin",1.64
"28",646,8422,28,"Jenna Hardy",1.643
"29",504,9048,29,"Samantha Heyer",1.647
"30",649,11034,30,"Tori Kniesche",1.648
"31",193,4451,31,"Cassidy Curd",1.649
"32",128,21988,32,"Sarah Willis",1.652
"33",626,11947,33,"Allie Light",1.715
"34",175,10721,34,"Izzy Kemp",1.724
"35",674,20844,35,"Alana Vawter",1.779
"36",108,2361,35,"Kenedi Brown",1.779
"37",102,1489,37,"Marissa Bertuccio",1.78
"38",111,8820,38,"Maddie Heinlin",1.794
"39",450,14703,39,"Avery Neuhart",1.808
"40",796,18199,40,"Maddie Schwartz",1.809
"41",521,13013,41,"Kelly Maxwell",1.813
"42",26172,174,42,"Primrose Aholelei",1.828
"43",670,14399,43,"Jessica Mullins",1.843
"44",201,16282,44,"Olivia Price",1.856
"45",222,17973,45,"Alayna Savaglio",1.86
"46",10411,10685,46,"Alyssa Kelly",1.872
"47",1004,10246,47,"Jordan Johnson",1.88
"48",68,16865,48,"Kasey Ricard",1.892
"49",782,144,49,"Alex Aguilar",1.903
"50",487,5981,50,"Elena Escobar",1.904
"51",458,7897,51,"Sam Gress",1.909
"52",419,13487,52,"Gretchen Mead",1.913
"53",180,22304,53,"Taylor Wroten",1.929
"54",180,22058,54,"Emily Winburn",1.934
"55",635,3040,55,"Kelsey Carr",1.955
"56",51,15192,56,"Dariana Orme",1.957
"57",671,18135,57,"Meghan Schorman",1.965
"58",703,8117,58,"Citlaly Gutierrez",1.971
"59",792,1135,59,"Reese Basinger",1.972
"60",460,8302,60,"Kara Hammock",1.975
"61",10411,5431,61,"Maddie Drerup",1.979
"62",716,10272,62,"Leanna Johnson",1.985
"63",703,14225,63,"Mac Morgan",1.986
"64",110,22356,63,"Brooke Yanez",1.986
"65",355,10643,65,"Karlie Keeney",1.997
"66",31,4919,66,"Chenise Delce",2.006
"67",579,20832,67,"Dana Vatakis",2.007
"68",312,98,68,"Jalen Adams",2.011
"69",112,3288,69,"Jada Cecil",2.014
"70",454,20853,70,"Jenna Veber",2.025
"71",419,2966,71,"Kamryn Carcich",2.032
"72",651,14884,72,"Gabriella Nori",2.036
"73",99,8172,73,"Shannon Haddad",2.039
"74",201,10606,74,"Rachel Kaufman",2.045
"75",487,1610,75,"Maci Birdyshaw",2.046
"76",660,791,76,"Sydney Baalman",2.049
"77",257,10777,77,"Madison Kerpics",2.05
"78",310,22524,78,"Kara Zazzaro",2.057
"79",732,12192,79,"Mariah Lopez",2.065
"80",391,12969,80,"Kya Matter",2.089
"81",115,18901,81,"Isabella Smith",2.091
"82",386,15950,82,"Calista Phippen",2.109
"83",554,11599,83,"Alexis Laudenslager",2.131
"84",334,18133,84,"Stephanie Schoonover",2.14
"85",402,20725,85,"Ashley Vallejo",2.143
"86",671,11470,86,"Sam Landry",2.153
"87",28755,1876,87,"Angelina Bonilla",2.155
"88",418,5022,88,"Lauren Derkowski",2.161
"89",299,17471,89,"Hannah Ross",2.162
"90",392,18082,90,"Trinity Schlotterbeck",2.168
"91",355,806,91,"Paige Bachman",2.17
"92",678,9215,92,"Lauren Hobbs",2.181
"93",539,12002,93,"Kylee Lingenfelter",2.194
"94",248,16618,94,"Aly Rayle",2.207
"95",11504,4172,95,"Autumn Courtney",2.211
"96",756,13701,95,"Ruby Meylan",2.211
"97",509,21878,97,"Danielle Williams",2.22
"98",446,9732,97,"Anaya Hunte",2.22
"99",648,7452,99,"Donnie Gobourne",2.235
"100",678,12683,100,"Hannah Marien",2.238
