"","team_id","player_id","rank","player","k_7"
"1",521,13013,1,"Kelly Maxwell","11.3"
"2",504,9048,2,"Samantha Heyer","11.0"
"3",14927,10282,3,"Maya Johnson","10.9"
"4",648,7452,4,"Donnie Gobourne","10.5"
"5",464,13696,5,"Kamryn Meyer","10.5"
"6",2699,2461,6,"Madison Bryant","10.0"
"7",8,6627,7,"Montana Fouts"," 9.8"
"8",334,18133,8,"Stephanie Schoonover"," 9.8"
"9",37,15732,9,"Maddie Penta"," 9.7"
"10",370,15763,10,"Jenna Perez"," 9.6"
"11",110,6159,11,"Megan Faraimo"," 9.5"
"12",649,11034,12,"Tori Kniesche"," 9.3"
"13",742,11795,13,"Emma Lemley"," 9.2"
"14",522,835,14,"Jordyn Bahl"," 9.1"
"15",68,16865,15,"Kasey Ricard"," 9.1"
"16",175,10721,16,"Izzy Kemp"," 9.0"
"17",305,17695,17,"Lauren Sackett"," 9.0"
"18",554,11599,18,"Alexis Laudenslager"," 8.9"
"19",428,15669,19,"Autumn Pease"," 8.9"
"20",694,17326,20,"Ashley Rogers"," 8.8"
"21",310,22524,21,"Kara Zazzaro"," 8.8"
"22",193,4451,22,"Cassidy Curd"," 8.7"
"23",116,7316,23,"Megan Giese"," 8.7"
"24",317,9711,24,"Alissa Humphrey"," 8.6"
"25",149,2059,25,"Raelee Brabham"," 8.6"
"26",522,13021,26,"Nicole May"," 8.5"
"27",97,19702,27,"Myka Sutherlin"," 8.4"
"28",504,15353,28,"Kailyn Packard"," 8.4"
"29",509,21878,29,"Danielle Williams"," 8.4"
"30",646,11370,30,"Olivia Lackie"," 8.3"
"31",189,9748,31,"Mackenzie Hupke"," 8.3"
"32",454,10003,32,"Hannah James"," 8.3"
"33",756,13701,33,"Ruby Meylan"," 8.2"
"34",439,10787,34,"Billie Kerwood"," 8.2"
"35",792,1135,35,"Reese Basinger"," 8.2"
"36",600,20912,36,"Grace Vesco"," 8.1"
"37",671,18135,37,"Meghan Schorman"," 7.9"
"38",416,13786,38,"Ashley Miller"," 7.9"
"39",248,16618,39,"Aly Rayle"," 7.9"
"40",112,3288,40,"Jada Cecil"," 7.9"
"41",482,9057,41,"Madelyn Hickingbottom"," 7.8"
"42",518,18843,42,"Allison Smith"," 7.8"
"43",418,5022,43,"Lauren Derkowski"," 7.8"
"44",77,11139,44,"Kaysen Korth"," 7.7"
"45",251,16086,45,"Brooke Plonka"," 7.6"
"46",77,19984,46,"Chloe Temples"," 7.6"
"47",164,10921,47,"Payton Kinney"," 7.6"
"48",31,4919,48,"Chenise Delce"," 7.5"
"49",308,10340,49,"Alanah Jones"," 7.5"
"50",1320,7844,50,"Jenna Greene"," 7.5"
"51",392,22321,51,"Courtney Wyche"," 7.4"
"52",732,12192,52,"Mariah Lopez"," 7.4"
"53",539,15543,53,"Bailey Parshall"," 7.4"
"54",528,19403,54,"Tarni Stepto"," 7.4"
"55",792,1958,55,"Sydney Boulware"," 7.3"
"56",81,10756,56,"Kylie Kenney"," 7.3"
"57",129,11775,57,"Grace Lehto"," 7.3"
"58",255,14653,58,"Blake Neleman"," 7.3"
"59",746,1577,59,"Eden Bigham"," 7.2"
"60",1157,9151,60,"Kenley Hilleary"," 7.2"
"61",493,20802,61,"Paige Vargas"," 7.2"
"62",473,12011,62,"Amber Linton"," 7.2"
"63",86,12301,63,"Alexis Lucyshyn"," 7.2"
"64",671,11470,64,"Sam Landry"," 7.1"
"65",62,17105,65,"Brianna Roberts"," 7.1"
"66",664,11781,66,"Morgan Leinstock"," 7.1"
"67",108,2361,67,"Kenedi Brown"," 7.1"
"68",371,15737,68,"Peyton Pepkowski"," 7.1"
"69",43,1384,69,"Jordan Benefiel"," 7.1"
"70",600,12739,70,"Rachel Marsden"," 7.0"
"71",90,16546,71,"Sophia Ramuno"," 7.0"
"72",388,14696,72,"Sydney Nester"," 7.0"
"73",2678,7833,73,"Sydney Green"," 7.0"
"74",576,14799,74,"Jessie Niegocki"," 7.0"
"75",572,12392,75,"Liz Lynchard"," 6.9"
"76",115,18901,76,"Isabella Smith"," 6.9"
"77",508,4622,77,"Maggie Darr"," 6.9"
"78",539,12002,78,"Kylee Lingenfelter"," 6.8"
"79",147,2761,79,"Valerie Cagle"," 6.8"
"80",391,12969,80,"Kya Matter"," 6.8"
"81",61,7551,81,"Halyne Gonzales"," 6.8"
"82",1004,1260,82,"Kayla Beaver"," 6.7"
"83",635,18977,83,"Shelby Smith"," 6.7"
"84",774,864,84,"Rissa Bajusz"," 6.7"
"85",222,17973,85,"Alayna Savaglio"," 6.7"
"86",193,22274,86,"Jala Wright"," 6.6"
"87",1004,10246,87,"Jordan Johnson"," 6.6"
"88",434,11219,88,"Laurin Krings"," 6.6"
"89",11504,4172,89,"Autumn Courtney"," 6.6"
"90",386,15950,90,"Calista Phippen"," 6.6"
"91",301,18599,91,"Sydney Sickels"," 6.6"
"92",66,3255,92,"Taylor Caudill"," 6.6"
"93",312,20817,93,"Breanna Vasquez"," 6.6"
"94",7,7851,94,"Bailey Greenlee"," 6.6"
"95",257,10777,95,"Madison Kerpics"," 6.5"
"96",716,10272,96,"Leanna Johnson"," 6.5"
"97",521,10837,97,"Lexi Kilfoyl"," 6.5"
"98",67,5567,98,"Abby Dunning"," 6.5"
"99",661,14729,99,"Josie Newman"," 6.5"
"100",772,7066,100,"Katie Gardner"," 6.5"
