"","game_id","team","opponent","player_id","player","ip","ha","er","bb","hb","so","bf","hr_a","go","fo"
"1","385071","Miami (OH)","Ohio",37521,"Amber Logemann",15,4,0,5,1,15,54,NA,15,13
"2","383567","Elon","James Madison",9959,"Kayla Caruso",15,14,4,1,0,7,59,NA,18,19
"3","370776","Columbia","UNCW",39082,"Kayla Maloney",15.2,12,2,6,0,4,61,NA,16,22
"4","379187","Louisiana Tech","UTSA",896,"Bailey Allen",14,8,1,4,2,8,55,NA,14,19
"5","383259","Yale","Brown",9997,"Francesca Casalino",14,7,1,1,0,8,49,NA,13,20
"6","383259","Brown","Yale",10955,"Gina Chieffallo",14,9,1,4,2,4,59,NA,14,23
"7","370704","Mississippi St.","Auburn",58365,"Alexis Silkwood",13.1,8,3,9,0,4,58,NA,24,11
"8","379187","UTSA","Louisiana Tech",20832,"Lizzy Fox",13,8,3,4,0,5,49,NA,10,22
"9","383526","Sacramento St.","Weber St.",40334,"Celina Matthias",13.2,10,1,3,1,5,50,NA,20,11
"10","375116","Georgia Tech","Syracuse",1374,"Emily Anderson",13.2,13,7,6,1,6,59,NA,16,14
"11","385533","Jacksonville St.","Oregon St.",23082,"Whitney Gillespie",12.1,9,4,1,0,11,48,NA,21,5
"12","376784","Eastern Ill.","Eastern Ky.",68806,"Jessica Wireman",12,5,0,1,0,22,40,NA,9,2
"13","364336","Indiana","Holy Cross",69115,"Josie Wood",12,8,1,0,1,10,44,NA,13,11
"14","373994","Campbell","UNCW",2740,"Katie Baker",12,15,4,2,2,12,55,NA,13,10
"15","385004","Elon","Col. of Charleston",43413,"Kiandra Mitchum",12,10,1,6,0,9,52,NA,16,10
"16","385161","BYU","San Diego",8042,"Mckenna Bull",12,9,0,3,0,10,48,NA,19,6
"17","385161","San Diego","BYU",55186,"Megan Sabbatini",12,7,1,3,0,13,47,NA,8,15
"18","385401","Fordham","Dayton",23069,"Rachel Gillen",12,4,0,0,0,5,39,NA,9,21
"19","367635","Virginia","UNCW",14635,"Allison Davis",12.2,9,2,1,1,4,48,NA,20,10
"20","363567","Georgia Tech","Georgia St.",1374,"Emily Anderson",12.2,9,3,6,1,8,50,NA,15,11
"21","385401","Dayton","Fordham",10065,"Manda Cash",12.2,8,0,3,0,6,47,NA,10,18
"22","380704","Boston College","UConn",21129,"Allyson Frei",11,10,5,4,2,14,49,NA,11,6
"23","364371","IUPUI","Indiana St.",5710,"Brooke Boetjer",11,8,4,5,0,4,49,NA,19,8
"24","381688","South Dakota St.","IUPUI",11354,"Bryana Clark",11,9,2,4,0,7,45,NA,13,12
"25","364336","Holy Cross","Indiana",17539,"Gennifer Durham",11,13,4,2,1,4,49,NA,13,16
"26","382236","Georgia Tech","Virginia",23890,"Jenna Goodrich",11,11,6,12,1,6,54,NA,12,12
"27","380704","UConn","Boston College",61017,"Jill Stockley",11,9,2,1,0,3,44,NA,17,10
"28","372836","Dayton","Saint Joseph's",10065,"Manda Cash",11,9,3,3,0,12,45,NA,12,8
"29","379010","UT Arlington","ULM",11310,"Samantha Clakley",11,8,2,4,1,4,45,NA,16,9
"30","383193","Valparaiso","Oakland",67164,"Taylor Weissenhofer",11,7,2,5,1,14,46,NA,4,15
"31","385000","Stetson","Jacksonville",49163,"Tori Perkins",11,10,2,2,0,3,44,NA,13,15
"32","371549","Jacksonville","Kennesaw St.",7618,"Victoria Brown",11,7,0,2,1,5,40,NA,15,9
"33","382236","Virginia","Georgia Tech",47462,"Erika Osherow",11.2,10,7,3,1,6,46,NA,16,9
"34","383193","Oakland","Valparaiso",70199,"Haley Zemmer",11.2,11,1,4,0,3,49,NA,17,12
"35","383755","Monmouth","Canisius",64515,"Sydney Underhill",11.2,9,5,4,1,5,46,NA,20,7
"36","373048","Morehead St.","Austin Peay",51450,"Allison Rager",10.1,11,4,4,1,6,45,NA,12,11
"37","376784","Eastern Ky.","Eastern Ill.",20434,"Hayley Flynn",10.1,4,0,3,1,23,38,NA,2,4
"38","378338","Florida St.","Florida",8442,"Jessica Burroughs",10.1,3,1,4,0,9,37,NA,9,12
"39","378772","Kansas City","Utah Valley",24988,"Amber Grove",10,6,2,2,1,8,39,NA,10,10
"40","384423","Kansas City","IUPUI",24988,"Amber Grove",10,8,2,1,0,9,38,NA,13,7
"41","374835","Miami (OH)","Toledo",37521,"Amber Logemann",10,9,3,6,1,7,45,NA,9,13
"42","374859","Detroit Mercy","Wright St.",40411,"Ashley Mauser",10,9,3,0,1,6,41,NA,21,2
"43","364385","Idaho St.","Cal St. Fullerton",1242,"Ashlyn Ames",10,10,2,4,0,0,44,NA,26,4
"44","372335","Illinois","CSUN",69058,"Breanna Wonderly",10,5,1,4,1,10,40,NA,11,8
"45","365522","Buffalo","Princeton",2707,"Brieanna Baker",10,7,1,4,0,11,41,NA,7,11
"46","365030","IUPUI","Georgetown",5710,"Brooke Boetjer",10,9,1,0,1,3,40,NA,11,13
"47","364050","UT Martin","Chattanooga",33095,"Brooke Kennedy",10,9,1,2,0,8,40,NA,7,11
"48","375513","Stanford","Oregon St.",36298,"Carolyn Lee",10,9,3,2,1,4,42,NA,17,9
"49","383395","Buffalo","Ohio",42916,"Charlotte Miller",10,9,3,5,1,6,43,NA,15,5
"50","384644","Lehigh","Holy Cross",9134,"Christine Campbell",10,1,0,1,0,6,32,NA,20,4
"51","364050","Chattanooga","UT Martin",31289,"Cori Jennings",10,14,1,2,0,7,48,NA,17,3
"52","369513","Elon","Central Conn. St.",66405,"Elise Walton",10,5,0,0,0,8,33,NA,10,10
"53","374559","Central Conn. St.","Holy Cross",55951,"Emily Sargent",10,4,0,2,1,6,34,NA,6,15
"54","374559","Holy Cross","Central Conn. St.",17539,"Gennifer Durham",10,7,1,1,1,6,41,NA,10,14
"55","364235","LMU (CA)","George Washington",2970,"Hannah Bandimere",10,6,0,2,0,8,37,NA,11,10
"56","375415","Nicholls","Central Ark.",27050,"Hannah Haydel",10,6,0,5,0,2,42,NA,18,10
"57","377261","Hofstra","Elon",49291,"Jessica Peslak",10,5,3,5,1,2,41,NA,7,21
"58","379131","Saint Mary's (CA)","Pacific",44498,"Katie Moss",10,6,3,2,0,5,39,NA,6,19
"59","379005","Pittsburgh","Georgia Tech",26497,"Kayla Harris",10,7,3,4,0,11,41,NA,8,10
"60","370704","Auburn","Mississippi St.",9583,"Kaylee Carlson",10,3,0,0,0,12,33,NA,12,6
