"","game_id","team","opponent","player_id","player","ip","ha","er","bb","hb","so","bf","hr_a","go","fo"
"1","2065308","Tennessee St.","Murray St.",33577,"Francys King",16,10,1,2,0,8,62,0,9,31
"2","2069559","George Mason","Saint Louis",1630,"Bekah Ansbro",14.1,12,5,3,2,21,61,0,7,14
"3","2037533","Wisconsin","Ohio St.",56851,"Maddie Schwartz",14.2,6,2,0,1,11,47,0,18,11
"4","2012670","Middle Tenn.","FIU",2831,"Amber Baldwin",13,5,0,3,0,4,45,0,26,7
"5","2056073","UC Davis","Pacific",7502,"Kenedi Brown",13,10,1,1,0,11,49,1,14,12
"6","2034996","Louisiana Tech","Northwestern St.",49730,"Audrey Pickett",13.2,13,2,4,1,8,57,0,14,15
"7","2059371","Montana","Louisiana Tech",147,"Tristin Achenbach",12.1,12,2,3,0,9,50,0,15,10
"8","2012670","FIU","Middle Tenn.",37187,"Brooklynn Linnemann",12,8,0,0,0,1,44,0,16,18
"9","2012731","Colorado St.","San Jose St.",31113,"Jessica Jarecki",12,8,2,7,0,12,54,1,16,8
"10","2012543","Omaha","Kansas City",42581,"Kamryn Meyer",12,4,0,2,1,13,42,0,8,14
"11","2071587","Winthrop","USC Upstate",66788,"Madyson Watson",12,5,1,1,0,9,43,0,7,20
"12","2012543","Kansas City","Omaha",29614,"Mia Hoveland",12,5,1,2,1,7,45,0,16,13
"13","2079545","Duke","Western Ky.",66395,"Shelby Walters",12,5,0,1,0,5,45,0,27,4
"14","2073570","UAlbany","Hartford",25960,"Wendi Hammond",12,4,0,1,1,7,43,0,21,7
"15","2047923","Drake","Kansas City",52802,"Emma Richards",12.2,10,3,2,4,10,54,0,15,9
"16","2071587","USC Upstate","Winthrop",7591,"Savannah Brown",12.2,9,2,3,0,3,47,0,17,12
"17","2041553","Penn St.","Iowa",48311,"Bailey Parshall",11.1,8,2,2,1,11,49,0,8,15
"18","2010715","Boston College","Virginia",1462,"Susannah Anderson",11.1,10,2,1,2,6,45,0,14,11
"19","2037385","UCF","Wichita St.",67639,"Alea White",11,2,0,2,0,9,40,0,11,13
"20","2037527","Minnesota","Ohio St.",19989,"Amber Fiser",11,4,0,0,1,5,37,0,16,11
"21","2046598","McNeese","Arkansas",64786,"Ashley Vallejo",11,5,1,5,2,4,45,1,7,19
"22","2069559","Saint Louis","George Mason",25490,"Aubrey Hacke",11,8,0,2,0,11,41,0,5,14
"23","2015810","Georgia Tech","Louisville",45515,"Blake Neleman",11,4,2,3,0,3,40,1,9,21
"24","2059371","Louisiana Tech","Montana",27857,"Bre Hernandez",11,3,0,3,0,2,38,0,8,22
"25","2027748","Louisiana Tech","Southern Miss.",27857,"Bre Hernandez",11,5,1,3,1,14,42,1,9,9
"26","2078909","Houston Christian","SFA",48390,"Jessica Patak",11,9,1,2,0,4,43,0,8,20
"27","2068796","East Carolina","UCF",69161,"Kama Woodall",11,11,3,2,1,1,44,0,14,14
"28","2078909","SFA","Houston Christian",68004,"Kassidy Wilbur",11,5,3,2,0,10,40,1,8,15
"29","2072036","Howard","N.C. A&T",9722,"Kianna Carr",11,2,1,1,1,12,36,1,4,16
"30","2029412","Howard","Morgan St.",9722,"Kianna Carr",11,9,2,0,0,6,41,0,8,18
"31","2012441","North Dakota St.","North Dakota",38378,"Lainey Lyle",11,7,2,0,2,8,44,0,17,7
"32","2027748","Southern Miss.","Louisiana Tech",36495,"Morgan Leinstock",11,12,2,4,1,5,47,0,18,6
"33","2056073","Pacific","UC Davis",61727,"Myka Sutherlin",11,10,1,4,3,4,50,0,14,14
"34","2027890","UC San Diego","Grand Canyon",66425,"Robyn Wampler",11,7,2,1,0,2,43,0,16,14
"35","2077336","FGCU","Stetson",36098,"Sarah Lawton",11,2,0,1,0,6,38,0,20,7
"36","2078536","Alabama St.","Southern U.",61638,"Skyler Sullvan",11,8,4,2,2,8,44,0,6,17
"37","2010347","Saint Peter's","Manhattan",57308,"Sydney Senerchia",11,5,0,2,1,6,41,0,2,25
"38","2009751","Clemson","Louisville",8824,"Valerie Cagle",11,7,0,4,0,14,44,0,11,6
"39","2014988","Delaware St.","Coppin St.",60015,"Yanique Spencer",11,7,3,5,0,3,44,0,15,12
"40","2009752","Radford","Charleston So.",40018,"Jessie Marvin",11.2,11,3,7,0,3,49,0,16,11
"41","2008632","UConn","FGCU",33670,"Payton Kinney",11.2,8,2,5,0,9,45,0,9,14
"42","2079578","George Washington","Louisiana",35593,"Sierra Lange",11.2,8,0,1,1,1,40,0,9,18
"43","2069775","Saint Peter's","Siena",57308,"Sydney Senerchia",11.2,5,2,2,1,7,40,0,11,14
"44","2014988","Coppin St.","Delaware St.",9788,"Vanessa Carrizosa",11.2,5,4,0,2,3,40,0,14,13
"45","2037385","Wichita St.","UCF",5065,"Caitlin Bingham",10.1,8,0,1,1,3,41,0,16,11
"46","2065308","Murray St.","Tennessee St.",31002,"Hannah James",10.1,3,0,0,1,7,35,0,11,13
"47","2014094","UNI","Missouri St.",47744,"Kailyn Packard",10.1,10,1,3,0,8,46,0,12,9
"48","2077624","UIC","DePaul",26087,"Marley Hanlon",10.1,12,4,1,2,2,45,0,15,12
"49","2037527","Ohio St.","Minnesota",8196,"Payton Buresch",10.1,5,0,5,0,4,42,0,14,13
"50","2072033","CWRU","Kent St.",6770,"Sidney Brannam",10.1,13,2,0,0,4,44,0,18,7
"51","2079575","Stanford","South Dakota St.",65186,"Alana Vawter",10,5,1,4,0,6,40,0,18,6
"52","2038593","FDU","Sacred Heart",56081,"Alayna Savaglio",10,9,4,3,1,6,41,1,6,16
"53","2010501","Middle Tenn.","Murray St.",2831,"Amber Baldwin",10,6,1,1,0,3,35,0,16,9
"54","2011126","Middle Tenn.","Marshall",2831,"Amber Baldwin",10,6,2,1,2,3,41,0,17,9
"55","2078537","Alcorn","Texas Southern",16775,"Ambria Dorsey",10,10,2,2,0,3,42,0,13,11
"56","2040755","Rutgers","Indiana",28628,"Ashley Hitchcock",10,6,2,1,1,6,41,0,5,18
"57","2051544","Lipscomb","Loyola Chicago",8269,"Breana Burke",10,6,0,1,0,8,37,0,14,7
"58","2014260","Green Bay","Northern Ky.",2978,"Brittany Baneck",10,6,0,1,0,7,39,0,12,11
"59","2012738","San Jose St.","Colorado St.",6402,"Caroline Bowman",10,7,2,2,0,4,40,0,9,17
"60","2077336","Stetson","FGCU",62546,"Chloe Temples",10,10,0,1,1,5,43,0,8,19
"61","2038593","Sacred Heart","FDU",66315,"Colleen Walsh",10,11,3,0,0,8,43,0,14,7
"62","2009663","Liberty","Arkansas",33700,"Emily Kirby",10,5,0,4,1,8,42,0,9,13
"63","2010871","Jacksonville St.","Middle Tenn.",7458,"Hannah Brown",10,7,1,3,0,5,41,0,12,12
"64","2078537","Texas Southern","Alcorn",22608,"Jazmine Gendorf",10,6,3,3,0,3,41,1,20,7
"65","2009109","Radford","Western Caro.",40018,"Jessie Marvin",10,14,7,2,0,5,45,1,17,5
"66","2015466","Quinnipiac","Manhattan",68942,"Julia Woeste",10,10,4,1,0,1,38,0,12,14
"67","2035367","N.C. Central","South Carolina St.",30275,"Kiara Hurley",10,3,0,1,0,3,36,0,17,10
"68","2035687","LMU (CA)","BYU",65707,"Marina Vitalich",10,3,2,1,0,9,34,2,5,16
"69","2009663","Arkansas","Liberty",25529,"Mary Haff",10,6,2,0,0,9,36,1,7,14
"70","2012248","North Florida","Stetson",11501,"Morgan Clausen",10,8,1,4,0,6,42,0,16,7
"71","2026779","Jacksonville St.","UT Martin",53937,"Nicole Rodriguez",10,7,1,0,1,9,38,1,8,13
"72","2015466","Manhattan","Quinnipiac",68343,"Nicole Williams",10,9,1,6,0,9,46,0,12,8
"73","2079517","James Madison","Liberty",799,"Odicci Alexander",10,6,3,3,0,19,41,1,2,10
"74","2037533","Ohio St.","Wisconsin",8196,"Payton Buresch",10,2,0,3,1,3,32,0,12,11
"75","2037594","Ohio St.","Michigan St.",8196,"Payton Buresch",10,7,0,4,0,3,38,0,19,5
"76","2015232","Western Caro.","App State",52755,"Savannah Rice",10,4,2,4,2,4,41,1,10,16
"77","2079575","South Dakota St.","Stanford",34071,"Tori Kniesche",10,3,2,4,3,8,40,0,5,17
"78","2012248","Stetson","North Florida",62546,"Chloe Temples",10.2,5,0,0,1,2,35,0,13,13
"79","2040760","Indiana","Iowa",23848,"Emily Goodin",10.2,6,1,3,0,5,38,0,17,5
"80","2036942","UNI","Samford",47744,"Kailyn Packard",10.2,6,0,2,0,6,36,0,8,14
"81","2034365","UCF","Ole Miss",67639,"Alea White",9.1,8,2,7,1,1,47,0,10,17
"82","2077624","DePaul","UIC",25823,"Natalie Halvorson",9.1,6,2,1,1,3,36,0,11,13
"83","2036940","Samford","Jacksonville St.",61800,"Abby Swaney",9,4,1,2,3,11,38,1,13,2
"84","2036942","Samford","UNI",61800,"Abby Swaney",9,3,0,1,2,7,32,0,10,8
"85","2039938","Stanford","Oregon St.",65186,"Alana Vawter",9,7,0,0,0,3,33,0,12,11
"86","2075125","FDU","Wagner",56081,"Alayna Savaglio",9,10,5,4,1,13,42,2,3,10
"87","2078016","FDU","Hofstra",56081,"Alayna Savaglio",9,6,4,4,1,11,37,1,2,13
"88","2026831","Belmont","UT Martin",11594,"Alex Clesi",9,9,4,3,0,5,42,1,13,9
"89","2038376","Michigan","Indiana",61145,"Alex Storako",9,4,1,1,0,17,31,1,4,5
