"","game_id","team","opponent","player_id","player","ip","ha","er","bb","hb","so","bf","hr_a","go","fo"
"1","120189","LSU","Ole Miss",67866,"Allie Walljasper",19,7,0,3,0,9,68,0,27,20
"2","120189","Ole Miss","LSU",37184,"Kaitlin Lee",19.2,8,2,4,0,9,66,0,23,22
"3","127195","Southern Ill.","Evansville",32635,"Brianna Jones",16,6,0,1,2,20,57,0,14,11
"4","127195","Evansville","Southern Ill.",20851,"Morgan Florey",16,7,0,3,1,26,60,0,12,8
"5","120979","Arizona St.","Oregon St.",32967,"Giselle Juarez",15,9,1,6,0,15,59,0,10,19
"6","120259","Abilene Christian","Nicholls",47544,"Hannah Null",15,10,0,3,2,11,61,0,15,19
"7","120979","Oregon St.","Arizona St.",41533,"Mariah Mazon",15,10,2,7,1,11,62,0,21,12
"8","114678","Fla. Atlantic","Rutgers",8091,"Tatum Buckley",15,14,5,1,1,9,62,1,14,22
"9","120259","Nicholls","Abilene Christian",36361,"Megan Landry",14.1,7,3,1,0,14,51,2,7,21
"10","129294","Monmouth","Fairfield",54318,"Amanda Riley",14,9,1,4,1,17,56,0,7,17
"11","124282","Western Mich.","Toledo",35856,"Jordan Kurth",14,7,1,1,0,12,51,0,17,12
"12","128322","Louisiana","ULM",18773,"Summer Ellyson",14,5,0,0,0,18,47,0,16,6
"13","109891","Boston College","FIU",21626,"Allyson Frei",14.2,13,1,3,3,7,58,0,24,7
"14","124282","Toledo","Western Mich.",68537,"Heather Webb",13.1,5,2,4,1,9,51,1,6,25
"15","129294","Fairfield","Monmouth",53914,"Lauryn Rhinehart",13,8,3,3,2,10,51,1,12,16
"16","128700","Lehigh","Holy Cross",6622,"Parker Boyd",13,9,2,0,1,14,52,0,13,11
"17","120614","Texas St.","South Alabama",56225,"Randi Rupp",13,5,0,2,0,21,46,0,6,12
"18","120614","South Alabama","Texas St.",7612,"Devin Brown",13.2,5,1,6,0,6,50,0,15,17
"19","128700","Holy Cross","Lehigh",28104,"Alexandra Held",12.1,10,3,4,2,4,51,0,21,10
"20","129207","Coppin St.","Hampton",16481,"Madison Didion",12.1,11,2,2,1,6,52,0,11,19
"21","129299","Radford","Longwood",45427,"Abby Morrow",12,8,1,1,0,3,46,0,13,19
"22","122577","Idaho St.","Sacramento St.",1270,"Ashlyn Ames",12,14,3,2,0,9,52,1,22,3
"23","118748","Colorado St.","Kansas",31105,"Bridgette Hutton",12,10,6,8,0,3,56,1,22,9
"24","128728","UC Davis","Long Beach St.",71289,"Brooke Yanez",12,7,1,3,2,6,48,0,11,19
"25","122577","Sacramento St.","Idaho St.",41290,"Celina Matthias",12,4,2,2,0,13,44,1,8,14
"26","122702","Oakland","Wright St.",69596,"Chelsea Wiggins",12,7,3,0,0,5,42,0,8,22
"27","117120","Auburn","Kentucky",9798,"Kaylee Carlson",12,5,0,1,0,5,42,0,16,15
"28","127666","UT Arlington","Louisiana",50844,"Randy Phillips",12,5,2,3,3,0,47,0,17,16
"29","114678","Rutgers","Fla. Atlantic",32827,"Whitney Jones",12,8,1,3,0,4,47,1,15,15
"30","129133","UConn","South Fla.",62472,"Jill Stockley",12.2,9,2,1,2,6,46,0,16,12
"31","117120","Kentucky","Auburn",30814,"Autumn Humes",11.1,6,1,1,0,5,42,1,21,7
"32","116711","BYU","LSU",67239,"Kerisa Viramontes",11.1,7,0,7,0,6,47,0,11,16
"33","110339","Davis & Elkins","Norfolk St.",36517,"Allie Lapallo",11,7,0,4,1,9,43,0,8,14
"34","122972","Princeton","Yale",53842,"Allie Reynolds",11,11,1,1,0,3,45,0,15,15
"35","117200","Troy","Louisiana",70072,"Annie Willis",11,10,3,2,0,6,44,0,9,16
"36","124934","Ohio","Miami (OH)",62388,"Danielle Stiene",11,6,0,3,1,8,43,0,7,18
"37","117616","UC Santa Barbara","Seattle U",58188,"Emily Schuttish",11,6,1,6,1,3,45,1,17,11
"38","110339","Norfolk St.","Davis & Elkins",26287,"Hunter Halford",11,5,1,1,1,3,42,0,25,5
"39","128728","Long Beach St.","UC Davis",20809,"Jessica Flores",11,12,2,2,1,2,48,0,17,12
"40","116399","CSUN","Oklahoma",31732,"Jillian James",11,3,2,3,3,6,42,1,7,17
"41","124758","Harvard","Dartmouth",17754,"Kathleen Duncan",11,9,4,3,1,7,47,1,15,11
"42","124719","DePaul","St. John's (NY)",22569,"Kennedy Garcia",11,10,4,2,1,4,45,2,25,3
"43","112232","Florida A&M","Radford",7685,"Kyaira Brown",11,7,1,1,1,11,45,1,11,12
"44","124719","St. John's (NY)","DePaul",46110,"Mckenzie Murray",11,6,2,3,0,3,41,0,24,5
"45","129789","Florida St.","LSU",34402,"Meghan King",11,8,5,4,1,12,47,1,12,9
"46","109703","Eastern Mich.","Rhode Island",44318,"Nicolle Miranda",11,6,0,2,0,7,43,0,10,16
"47","129194","UT Arlington","Georgia St.",50844,"Randy Phillips",11,8,0,2,0,1,45,0,15,17
"48","125299","UT Arlington","Troy",50844,"Randy Phillips",11,12,4,4,0,4,48,1,11,17
"49","109580","FIU","Boston College",56601,"Shannon Saile",11,4,0,7,0,11,41,0,6,12
"50","109062","Louisiana","Florida",18773,"Summer Ellyson",11,8,3,6,1,5,46,0,14,12
"51","117200","Louisiana","Troy",18773,"Summer Ellyson",11,4,1,1,0,12,39,0,14,7
