"","game_id","team","opponent","player_id","player","ip","ha","er","bb","hb","so","bf","hr_a","go","fo"
"1","2196290","Southern Ill.","Missouri St.",26365,"Sarah Harness",15,7,2,6,1,11,60,0,19,15
"2","2196290","Missouri St.","Southern Ill.",16054,"Steffany Dickerson",15,12,6,4,0,12,62,1,25,8
"3","2203400","Campbell","Longwood",3125,"Georgeanna Barefoot",14,9,1,1,0,11,54,1,23,7
"4","2266994","Bowling Green","Buffalo",24090,"Payton Gottshall",14,5,1,4,5,23,57,0,3,16
"5","2201027","Drexel","Delaware",14327,"Brooklyn Daly",14.2,6,1,5,1,7,54,0,17,17
"6","2203400","Longwood","Campbell",2497,"Sydney Backstrom",14.2,10,2,5,1,9,56,0,12,17
"7","2266994","Buffalo","Bowling Green",38148,"Alexis Lucyshyn",13,8,1,6,0,9,54,0,12,16
"8","2271939","Tennessee","Mississippi St.",54013,"Ashley Rogers",13,3,0,2,0,7,43,0,12,19
"9","2198487","UC Davis","Long Beach St.",7502,"Kenedi Brown",13,8,2,3,0,9,54,0,15,14
"10","2200360","Seton Hall","DePaul",59355,"Shelby Smith",13,11,1,3,3,11,56,0,10,18
"11","2190834","Lamar University","New Mexico",54814,"Aaliyah Ruiz",12,9,4,5,0,12,50,1,8,16
"12","2200404","Northwestern St.","A&M-Corpus Christi",29336,"Sage Hoover",12,6,0,6,2,18,49,0,8,9
"13","2271159","Rutgers","Purdue",65468,"Jaden Vickers",11.1,9,3,4,2,17,49,0,4,13
"14","2274783","Northwestern","Arizona St.",68230,"Danielle Williams",11,11,3,2,2,9,47,3,13,10
"15","2192887","South Fla.","FGCU",12887,"Georgina Corrick",11,3,0,1,1,19,38,0,7,7
"16","2274798","UCF","Michigan",69161,"Kama Woodall",11,5,1,3,0,10,42,0,13,10
"17","2191161","Jacksonville St.","ULM",9889,"Kat Carter",11,4,1,1,0,7,38,0,13,12
"18","2209742","CSUN","UC Riverside",30986,"Kenedee Jamerson",11,7,2,2,1,2,42,1,19,11
"19","2199353","Cornell","Penn",8160,"Mia Burd",11,13,4,3,3,6,53,2,7,20
"20","2200404","A&M-Corpus Christi","Northwestern St.",21822,"Siarah Galvan",11,9,1,0,0,7,42,0,7,17
"21","2263996","Missouri St.","Illinois St.",16054,"Steffany Dickerson",11,6,1,4,0,12,43,0,12,7
"22","2200461","Boston College","Georgia Tech",1462,"Susannah Anderson",11,8,2,6,1,8,50,0,17,7
"23","2202156","Alabama A&M","Florida A&M",37706,"Alyssa Lopez",11.2,5,3,1,0,7,37,0,19,3
"24","2268907","UNC Greensboro","Campbell",57004,"Morgan Scott",11.2,5,3,3,0,10,39,1,8,13
"25","2190311","Tulsa","UAB",50155,"Samantha Pochop",11.2,6,0,0,1,6,38,0,10,14
"26","2199042","Toledo","Michigan St.",34095,"Sophia Knight",11.2,10,4,4,1,6,49,2,13,12
"27","2204455","Illinois","Indiana",58239,"Sydney Sickels",11.2,5,3,0,3,11,39,0,5,15
"28","2204455","Indiana","Illinois",31598,"Heather Johnson",10.1,10,2,1,1,2,43,0,12,15
"29","2206133","Iona","Fairfield",70156,"Kara Zazzaro",10.1,2,1,6,0,13,39,0,5,13
"30","2203495","Western Ill.","Kansas City",9542,"Abby Carlin",10,8,2,4,0,13,41,0,6,10
"31","2272242","UT Martin","SIUE",24903,"Alexis Groet",10,5,2,2,0,8,36,0,7,14
"32","2192887","FGCU","South Fla.",30083,"Ally Hulme",10,5,0,7,0,9,41,0,7,13
"33","2207377","Tennessee Tech","Southeast Mo. St.",1823,"Alyssa Arden",10,11,4,3,0,3,41,0,14,10
"34","2203887","Penn St.","Wisconsin",48311,"Bailey Parshall",10,5,1,2,0,9,36,1,5,15
"35","2264747","Penn St.","Maryland",48311,"Bailey Parshall",10,7,1,0,1,7,37,0,14,7
"36","2272256","Chattanooga","Western Caro.",48300,"Brooke Parrott",10,7,1,1,1,4,38,0,7,18
"37","2273081","Prairie View","Alabama St.",40123,"Cailin Massey",10,6,1,1,1,6,39,0,12,12
"38","2202826","Seattle U","California Baptist",45260,"Carley Nance",10,6,1,0,1,7,37,0,15,8
