"","game_id","team","opponent","player_id","player","ip","ha","er","bb","hb","so","bf","hr_a","go","fo"
"1","2377636","South Dakota St.","Omaha",34872,"Tori Kniesche",14,"6","0","5","2","15","52","0","11","13"
"2","2367952","Ga. Southern","Radford",29673,"Bailey Holland",13,"11","0","0","0","8","51","0","24","6"
"3","2374269","Central Conn. St.","Wagner",69478,"Kaylee Whittaker",13,"6","1","6","0","3","52","0","20","15"
"4","2376633","Drake","Murray St.",30960,"Mackenzie Hupke",13.2,"13","0","5","0","13","57","0","5","20"
"5","2367952","Radford","Ga. Southern",53450,"Malorie Reeves",12.1,"16","3","3","1","7","54","0","13","13"
"6","2382027","ETSU","Mercer",2661,"Brianna Bailey",12,"5","2","6","3","8","52","0","10","16"
"7","2374269","Wagner","Central Conn. St.",27394,"Eve Harvey",12,"13","2","4","0","5","53","1","17","14"
"8","2376622","Fla. Atlantic","Middle Tenn.",56530,"Gabby Sacco",12,"7","2","2","1","7","44","1","9","18"
"9","2432946","Murray St.","Indiana St.",31726,"Hannah James",12,"11","0","0","0","5","49","0","6","24"
"10","2366206","Campbell","Charlotte",60570,"Isabella Smith",12,"6","1","5","2","11","48","0","8","16"
"11","2382144","BYU","Saint Mary's (CA)",35286,"Kaysen Korth",12,"5","0","4","0","12","44","0","11","11"
"12","2379845","Indiana St.","Murray St.",4486,"Lexi Benko",12,"11","0","2","0","9","51","0","9","18"
"13","2382144","Saint Mary's (CA)","BYU",66685,"Odhi Vasquez",12,"7","1","3","0","4","43","1","14","14"
"14","2382660","Simmons","Hartford",34464,"Piper Kinney",12,"7","2","1","1","8","45","2","15","12"
"15","2382027","Mercer","ETSU",63873,"Grace Taylor",12.2,"8","2","0","0","3","43","0","15","14"
"16","2378725","Siena","Marist",18551,"Alissa Eimont",11,"7","3","9","2","9","49","0","9","13"
"17","2369667","New Mexico","UTEP",38082,"Amber Linton",11,"11","2","3","1","8","48","0","18","7"
"18","2379295","Charleston So.","Longwood",33014,"Annah Junge",11,"6","0","0","0","10","38","0","15","7"
"19","2370169","Minnesota","Cal St. Fullerton",49901,"Autumn Pease",11,"6","0","2","1","14","40","0","11","6"
"20","2376445","Grambling","Southern U.",54036,"Dacia Richard",11,"7","3","0","0","4","42","1","14","14"
"21","2432947","Belmont","Missouri St.",63127,"Emma Summers",11,"4","1","2","0","9","39","0","8","16"
"22","2387253","Samford","Chattanooga",49484,"Jordyn Partain",11,"10","3","2","0","6","45","1","17","10"
"23","2429870","Central Ark.","Liberty",4011,"Kayla Beaver",11,"7","1","2","0","7","43","1","11","16"
"24","2371965","Alabama","Texas",21269,"Montana Fouts",11,"5","1","2","0","15","42","0","13","5"
"25","2379295","Longwood","Charleston So.",33191,"Reagen Kanagawa",11,"10","1","1","0","12","47","0","18","4"
"26","2369362","Illinois","Pittsburgh",59636,"Sydney Sickels",11,"4","1","2","0","8","40","1","10","15"
"27","2369667","UTEP","New Mexico",9115,"Zaylie Calderon",11,"10","1","3","0","3","46","0","8","22"
"28","2373715","LMU (CA)","Fresno St.",50239,"Jenna Perez",11.2,"5","2","2","0","20","40","1","3","7"
"29","2378590","Houston","Wichita St.",69730,"Kenna Wilkey",11.2,"13","6","3","2","11","48","1","6","12"
"30","2378916","Niagara","Iona",28847,"Madelyn Hickingbottom",10.1,"8","3","2","0","12","41","1","3","16"
"31","2370169","Cal St. Fullerton","Minnesota",63206,"Myka Sutherlin",10.1,"5","3","3","2","11","42","1","9","11"
"32","2387253","Chattanooga","Samford",38537,"Taylor Long",10.1,"9","4","9","0","11","49","2","6","14"
"33","2426081","Delaware","Villanova",71144,"Taylor Wroten",10.1,"8","2","6","0","4","46","0","10","15"
"34","2367267","Stanford","Georgia",66741,"Alana Vawter",10,"6","1","0","0","4","35","1","18","7"
"35","2379751","Montana","Idaho St.",7373,"Allie Brock",10,"10","4","2","5","7","46","1","7","15"
"36","2375363","Ohio St.","Michigan",60441,"Allison Smith",10,"9","3","0","2","10","42","1","6","13"
"37","2418788","Morgan St.","Hofstra",30914,"Anaya Hunte",10,"6","1","1","0","3","36","1","15","11"
"38","2377506","Queens (NC)","Lipscomb",13393,"Autumn Courtney",10,"6","0","2","1","11","38","0","7","10"
