"","game_id","team","opponent","player_id","player","pos","ab","r","h","rbi","hr","k","bb"
"59","6323876","Hillsdale","Chaminade",55045,"Maggie Olaveson","LF",2,3,1,1,0,0,4
"60","6333016","Texas Woman's","Tex. Permian Basin",49231,"Malarie Medina","1B/3B",6,0,3,2,0,0,0
"61","6317776","Toledo","UNC Greensboro",3586,"Maris Barbato","C",5,0,2,2,0,0,1
"62","6332880","Barry","Wingate",75227,"Mya Tucker","CF",6,1,1,0,0,2,0
"63","6304902","Auburn","App State",57392,"Nelia Peralta","SS",6,3,3,4,2,0,0
"64","6324416","Jessup","CSUSB",19491,"Olivia Dominguez","RF",5,1,2,1,0,2,1
"65","6317776","Toledo","UNC Greensboro",124,"Payton Abiley","3B",5,1,2,1,0,0,1
"66","6332963","Adams St.","Black Hills St.",37243,"Raegan Johnson","CF",4,3,0,0,0,0,2
"67","6332880","Wingate","Barry",17348,"Riley Davis","3B",6,1,1,0,0,0,0
"68","6315287","ETSU","Kent St.",53199,"Riley Nayadley","SS",4,0,2,1,0,0,2
"69","6358765","Wayne St. (MI)","Lincoln Memorial",37730,"Rylie Josephson","DP",4,1,2,0,0,1,2
"70","6358776","Wayne St. (MI)","Lincoln Memorial",37730,"Rylie Josephson","DP",4,1,2,0,0,1,2
"71","6317776","UNC Greensboro","Toledo",4643,"Samantha Beck","LF",3,3,1,1,0,0,3
"72","6317776","Toledo","UNC Greensboro",6782,"Samantha Bolding","LF",4,4,3,4,1,0,2
"73","6332771","Mount Olive","Coker",73170,"Samantha Taylor","LF",5,2,4,5,0,0,1
"74","6315287","ETSU","Kent St.",52361,"Sara Muir","1B",5,0,2,1,0,1,1
"75","6332880","Barry","Wingate",41726,"Sarah Langlie","DP/RF",5,4,3,0,0,1,1
"76","6332880","Wingate","Barry",8577,"Savanna Brooks","SS",5,0,1,1,0,0,1
"77","6324416","CSUSB","Jessup",25554,"Shannon Galliano","LF",6,2,1,0,0,0,0
"78","6305097","Miami (OH)","App State",40997,"Shelby Kunkel","RF",4,1,0,0,0,2,2
"79","6304814","Ohio","UConn",79129,"Shelby Westler","3B",5,4,4,1,1,0,1
"80","6317776","Toledo","UNC Greensboro",29061,"Sidney Griffith","2B",5,4,3,2,1,1,1
"81","6305097","App State","Miami (OH)",68621,"Summer Simpson","RF",3,1,0,0,0,2,3
"82","6323876","Hillsdale","Chaminade",17366,"Sydney Davis","SS",5,3,3,0,0,0,1
"83","6323876","Chaminade","Hillsdale",25119,"Taryn Fujioka","SS",5,2,3,1,0,0,1
"84","6323876","Hillsdale","Chaminade",43270,"Taylor Lewis","2B",3,2,3,3,0,0,3
"85","6315287","ETSU","Kent St.",72110,"Taylor Suchy","RF",4,2,1,0,0,1,2
"86","6324416","CSUSB","Jessup",74635,"Tereise Tosi","3B",6,2,4,2,0,0,0
"87","6332963","Black Hills St.","Adams St.",79512,"Tyler Whitlock","CF",6,2,2,1,0,0,0
"88","6323876","Chaminade","Hillsdale",57259,"Vanessa Pena","RF",4,1,2,2,0,0,2
"89","6333016","Texas Woman's","Tex. Permian Basin",32748,"Vivica Hernandez","LF",4,1,2,1,0,0,2
"90","6333163","Saginaw Valley","Georgia College",39258,"Aalana Kimble","P/CF",5,1,2,0,0,1,0
"91","6316176","Nevada","Houston",36620,"Aaliyah Jenkins","C/DP",4,1,1,0,0,1,1
"92","6316061","Kent St.","Massachusetts",54075,"Aaralyn Nogay","CF",4,0,0,1,0,0,1
"93","6358665","Fla. Memorial","Bowie St.",24498,"Aashana Fran","RF",5,2,2,1,0,1,0
"94","6310499","Houston Christian","Eastern Ill.",25755,"Ab Garcia","CF",3,2,1,0,0,0,2
"95","6316893","Tennessee Tech","Evansville",39789,"Abbee Klinefelter","LF",5,0,3,1,0,1,0
"96","6317055","Eastern Ill.","Prairie View",15624,"Abbey Crain","LF",4,1,0,0,0,0,1
"97","6324081","Lenoir-Rhyne","Flagler",53994,"Abbey Nixon","LF",5,2,3,2,0,1,0
"98","6323992","Rogers St.","Okla. Baptist",63290,"Abbey Rogers","DP",3,2,2,1,0,0,2
"99","6304902","Auburn","App State",69125,"Abbey Smith","CF",3,3,1,0,0,0,2
"100","6304910","St. Thomas (MN)","DePaul",71378,"Abbi Stierlen","1B",4,1,3,0,0,0,1
"101","6324268","UT Tyler","Tex. Permian Basin",4794,"Abbie Behe","1B",4,0,1,1,0,1,1
"102","6332978","Sewanee","Wesleyan (GA)",9282,"Abbie Buckner","P",3,2,2,0,0,0,2
"103","6324385","Sewanee","Wesleyan (GA)",9282,"Abbie Buckner","SS",4,3,2,0,0,0,1
"104","6358765","Wayne St. (MI)","Lincoln Memorial",3772,"Abby Barnes","C",4,0,2,0,0,1,1
"105","6358776","Wayne St. (MI)","Lincoln Memorial",3772,"Abby Barnes","C",4,0,2,0,0,1,1
"106","6304781","Oklahoma","Cal St. Fullerton",17500,"Abby Dayton","CF",2,1,0,0,0,0,3
"107","6309397","Oklahoma","San Diego St.",17500,"Abby Dayton","LF/CF",3,1,1,0,0,1,2
"108","6323982","West Tex. A&M","Lincoln (MO)",34813,"Abby Howell","3B",5,3,5,6,0,0,0
"109","6304814","Ohio","UConn",38861,"Abby Kennelly","SS",4,1,1,0,0,1,1
"110","6317512","Georgetown","Charleston So.",40527,"Abby Kozo","1B",3,2,1,2,0,0,2
"111","6324381","Eckerd","Embry-Riddle (FL)",44630,"Abby Lucas","RF",4,0,2,0,0,1,1
"112","6324688","Eckerd","Nova Southeastern",44630,"Abby Lucas","RF",5,0,0,0,0,3,0
"113","6316893","Tennessee Tech","Evansville",68077,"Abby Shoulders","2B",3,2,1,0,0,0,2
"114","6358992","Centenary (LA)","Tex. A&M-Texarkana",74658,"Abby Touchet","C",4,2,1,0,0,1,1
"115","6304774","Saint Louis","Southern Ind.",75606,"Abby Ulsas","2B",1,0,0,0,0,1,4
"116","6310741","Santa Clara","Colorado St.",12605,"Abigail Charpentier","RF",4,0,1,2,0,1,1
"117","6324390","Emory & Henry","Emmanuel (GA)",71802,"Abigail Street","2B",4,4,4,0,0,0,1
"118","6312695","Central Ark.","Southeastern La.",28377,"Addie Graham","CF",5,0,2,0,0,1,0
"119","6324381","Eckerd","Embry-Riddle (FL)",41737,"Addisan Langston","1B",5,0,1,1,0,0,0
"120","6324688","Eckerd","Nova Southeastern",41737,"Addisan Langston","1B",5,1,2,1,1,1,0
"121","6311647","Stetson","Marist",24289,"Addison Foster","SS",4,2,2,1,0,0,1
"122","6311547","Stetson","FDU",24289,"Addison Foster","SS",5,0,1,1,0,0,0
"123","6314798","Pittsburgh","UIW",7692,"Ahmari Braden","RF",5,1,1,0,0,2,0
"124","6305001","Green Bay","DePaul",49837,"Aidyn Messmann","C",5,1,1,1,0,1,0
"125","6316810","Arlington Baptist","Mississippi Val.",12591,"Ajah Charlie","CF",5,0,0,0,0,4,0
"126","6304862","South Dakota St.","East Texas A&M",3757,"Akayla Barnard","CF",5,0,1,1,0,0,0
"127","6310492","South Dakota St.","Houston Christian",3757,"Akayla Barnard","P/CF",4,1,0,0,0,1,1
"128","6305086","Robert Morris","Iona",40462,"Alaina Koutsogiani","3B",4,2,1,0,0,1,1
"129","6356836","Illinois","Tennessee St.",50258,"Alaina Miller","CF",4,2,2,2,0,0,1
"130","6305410","Illinois","Central Mich.",50258,"Alaina Miller","CF",5,0,1,2,0,0,0
"131","6358635","Illinois","Mercer",50258,"Alaina Miller","CF",4,1,2,0,0,0,1
"132","6357987","UMass Lowell","UTSA",65460,"Alaina Santoli","RF",5,0,2,1,0,0,0
"133","6316973","Louisiana Tech","ULM",63293,"Alannah Rogers","RF",4,3,3,2,0,0,1
"134","6358880","Louisiana Tech","ULM",63293,"Alannah Rogers","RF",4,3,3,2,0,0,1
"135","6324268","UT Tyler","Tex. Permian Basin",1196,"Alaunah Almaraz","2B/3B",4,0,2,0,0,1,1
"136","6313780","Southern Utah","UNLV",74632,"Alayah Toscano","CF",4,1,0,0,0,0,1
"137","6332804","Chaminade","Cal Poly Humboldt",24996,"Alena Frost","LF/RF",3,0,1,0,0,2,2
"138","6305000","Clemson","Missouri St.",8656,"Alex Brown","3B",5,4,4,1,0,0,0
"139","6324244","UNC Pembroke","Newberry",67175,"Alex Serbio","SS",5,0,3,2,0,0,0
"140","6332822","Alabama Huntsville","Saint Leo",19801,"Alexa Douthitt","3B",3,1,0,1,0,0,2
"141","6357964","Alabama Huntsville","Saint Leo",19801,"Alexa Douthitt","3B",3,1,0,1,0,0,2
"142","6333078","Biola","Stanislaus St.",49250,"Alexa Medley","2B",5,2,2,0,0,0,0
"143","6305101","UC Santa Barbara","Utah",65052,"Alexa Sams","LF",5,2,3,0,0,0,0
"144","6323870","Lee","Carson-Newman",65822,"Alexa Scalzo","SS",5,2,2,2,0,2,0
"145","6332779","Lee","Carson-Newman",65822,"Alexa Scalzo","SS",5,2,2,0,0,1,0
"146","6324352","Kutztown","Mount Olive",71187,"Alexa Stevens","2B",5,2,1,1,0,1,0
"147","6324671","Mount Mary","Knox",20773,"Alexandria Eads","RF",4,1,3,2,0,1,1
"148","6316561","Akron","Tarleton St.",10694,"Alexis Campbell","3B",4,0,2,1,0,0,1
"149","6358880","Louisiana Tech","ULM",27031,"Alexis Gilio","CF",4,1,1,0,0,0,1
"150","6316973","Louisiana Tech","ULM",27031,"Alexis Gilio","CF",4,1,1,0,0,0,1
"151","6308508","Brown","Youngstown St.",29485,"Alexis Guevara","P",4,1,1,0,0,0,1
"152","6358987","Ferris St.","Tiffin",40524,"Alexis Kozlowski","1B",4,2,3,1,0,0,1
"153","6313484","Alabama","Washington",59897,"Alexis Pupillo","DH",4,0,2,2,0,1,1
"154","6323957","Tex. A&M-Kingsville","UC-Colo. Springs",69845,"Alexis Soliz","3B",4,3,3,2,0,0,1
"155","6358094","Tex. A&M-Kingsville","Lincoln (MO)",69845,"Alexis Soliz","3B",4,1,0,0,0,0,1
"156","6324092","Clarion","Chowan",75882,"Alexis Valencia","CF",4,1,1,0,0,0,1
"157","6332963","Adams St.","Black Hills St.",17148,"Ali Davis","2B",4,1,0,0,0,0,1
"158","6324339","McKendree","Central Mo.",28924,"Ali Grenzebach","DH",4,0,1,1,0,0,1
"159","6332820","Fla. Southern","Valdosta St.",39000,"Alissa Kessler","1B",5,1,2,0,0,0,0
"160","6305439","Wisconsin","South Fla.",3694,"Alivia Bark","1B",4,2,2,1,0,1,1
"161","6313255","Purdue","Dartmouth",49286,"Alivia Meeks","2B",4,1,0,0,0,1,1
"162","6313927","Ole Miss","Southern Miss.",5923,"Aliyah Binford","3B",5,0,2,0,0,0,0
"163","6333120","Millsaps","LeTourneau",76329,"Allana Vasquez","DP",4,1,2,1,0,1,1
"164","6312034","Elon","N.C. Central",66971,"Allee Seering","3B",5,2,2,1,0,0,0
"165","6333120","Millsaps","LeTourneau",54110,"Alli Nolen","SS",4,1,1,1,0,0,1
"166","6305088","Princeton","George Mason",28037,"Allie Goodwin","2B/1B",5,1,1,0,0,0,0
"167","6304892","New Mexico","Houston",79948,"Allie Williams","RF/PH",4,0,2,0,0,0,1
"168","6305088","Princeton","George Mason",29819,"Allison Ha","LF",5,2,2,1,0,0,0
"169","6308949","Nicholls","Missouri St.",51386,"Ally Mooneyham","SS",5,1,3,3,0,0,0
"170","6311358","Alabama A&M","UMES",61972,"Allyson Riches","LF",5,1,0,0,0,0,0
"171","6324339","Central Mo.","McKendree",29952,"Aly Hageman","SS",4,0,0,1,0,1,1
"172","6324283","Central Mo.","Maryville (MO)",29952,"Aly Hageman","SS",4,1,0,0,0,1,1
"173","6324081","Lenoir-Rhyne","Flagler",27091,"Alycea Gilliam","1B/SS",4,2,1,1,1,2,1
"174","6324335","Neb.-Kearney","Southeastern Okla.",24253,"Alyssa Fortik","3B",4,2,3,2,0,0,1
"175","6359000","San Diego","California Baptist",32646,"Alyssa Hernandez","2B",5,0,1,0,0,2,0
"176","6305313","San Diego","Cal St. Fullerton",32646,"Alyssa Hernandez","2B",5,0,3,0,0,0,0
"177","6332860","Cal Poly Humboldt","Hawaii Hilo",60428,"Alyssa Ramirez","RF",5,1,3,0,0,0,0
"178","6332804","Cal Poly Humboldt","Chaminade",69587,"Alyssa Smokey","P/DP",5,1,4,3,0,0,0
"179","6332771","Mount Olive","Coker",69597,"Alyssa Smothers","2B",3,2,2,0,0,0,2
"180","6305085","Howard","Grambling",76331,"Alyssa Vasquez","DH",4,1,2,1,0,0,1
"181","6324561","Winona St.","William Jewell",80824,"Alyssa Woelfel","2B/1B",5,0,1,1,0,0,0
"182","6304841","Idaho St.","Utah Valley",81742,"Alyssa Yee","LF",5,1,2,0,0,1,0
"183","6317736","Northern Colo.","New Mexico St.",51574,"Amailee Morales","1B",5,1,4,2,1,0,0
"184","6357536","Northern Colo.","A&M-Corpus Christi",51574,"Amailee Morales","1B",4,0,1,0,0,2,1
"185","6324671","Mount Mary","Knox",53042,"Amanda Nance","DP/2B",5,2,3,0,0,1,0
"186","6310492","South Dakota St.","Houston Christian",75797,"Amanda Vacanti","DH/P",4,2,1,0,0,1,1
"187","6315299","Texas A&M","Florida A&M",30948,"Amari Harper","2B",3,1,0,1,0,1,2
"188","6311553","Stetson","Chattanooga",13106,"Amber Chumley","DH",5,0,0,0,0,0,0
"189","6333214","Southern Wesleyan","Tusculum",78383,"Amberly Way","3B",5,2,2,2,1,3,0
"190","6312500","South Alabama","Ohio",79316,"Amity White","LF",4,2,2,1,0,0,1
"191","6304969","South Alabama","Northwestern St.",79316,"Amity White","LF",3,0,0,1,0,0,2
"192","6314990","Southern Utah","Buffalo",7023,"Amyah Boostedt","C",5,0,1,0,0,2,0
"193","6313780","Southern Utah","UNLV",7023,"Amyah Boostedt","DH",5,1,2,0,0,1,0
"194","6324339","Central Mo.","McKendree",68249,"Andi Siebeneck","DH/P",5,1,1,0,0,2,0
"195","6310723","Akron","Monmouth",17456,"Andrea Day","CF",5,1,1,2,1,1,0
"196","6305055","Sacramento St.","Utah Tech",43648,"Andrea Lira","RF/CF",3,1,1,2,0,1,2
"197","6304908","Howard","West Ga.",62133,"Angel Riggins","RF",5,1,2,0,0,0,0
"198","6305085","Howard","Grambling",62133,"Angel Riggins","RF",5,1,1,1,0,0,0
"199","6332820","Valdosta St.","Fla. Southern",25698,"Aniston Gano","1B",4,0,3,4,0,0,1
"200","6323985","Valdosta St.","Fla. Southern",25698,"Aniston Gano","1B",5,0,0,0,0,1,0
"201","6359300","N.C. A&T","N.C. Central",49751,"Aniya Merritt","LF",4,1,2,2,0,1,1
"202","6355591","Claflin","N.C. A&T",36063,"Aniyah Jackson","2B",4,0,2,1,0,1,1
"203","6308652","Montana","Colgate",13779,"Anna Cockhill","SS",4,3,3,2,0,0,1
"204","6309211","Montana","Manhattan",13779,"Anna Cockhill","SS",2,3,2,2,0,0,3
"205","6304919","East Carolina","Saint Francis",65747,"Anna Sawyer","RF",5,0,3,1,0,1,0
"206","6305181","Auburn","Charlotte",80833,"Anna Wohlers","3B",3,2,1,2,0,0,2
"207","6358088","Trevecca Nazarene","Ky. Wesleyan",21447,"Annabelle Ellis","3B",4,3,3,1,0,0,1
"208","6356853","Tulsa","A&M-Corpus Christi",19005,"Annika Dill","CF",4,2,2,1,0,0,1
"209","6323846","North Greenville","Anderson (SC)",24383,"Ansley Fowler","DP",5,0,0,0,0,1,0
"210","6332978","Sewanee","Wesleyan (GA)",26928,"Ansley Giffin","1B",4,2,3,2,0,0,1
"211","6333098","Academy of Art","Simon Fraser",45790,"Ari Mallari","RF",5,2,2,0,0,0,0
"212","6304850","Abilene Christian","Villanova",47406,"Ari Maxwell","CF/LF",4,2,2,0,0,0,1
"213","6358253","Alabama A&M","Arlington Baptist",51304,"Ariana Montiel","RF",5,2,3,1,0,0,0
"214","6311345","Alabama A&M","Grambling",51304,"Ariana Montiel","RF",5,2,1,1,0,0,0
"215","6355892","Mary","Mayville St.",61520,"Ariana Retuta","2B",4,0,1,0,0,0,1
"216","6314990","Southern Utah","Buffalo",60437,"Arianna Ramirez","1B",5,0,3,3,0,1,0
"217","6313780","Southern Utah","UNLV",60437,"Arianna Ramirez","1B",4,0,0,0,0,0,1
"218","6312538","Utah St.","Weber St.",23233,"Ariel Fifita","SS",5,0,1,0,0,0,0
"219","6304836","Utah St.","Abilene Christian",23233,"Ariel Fifita","SS",4,2,3,1,1,0,1
"220","6308273","Utah St.","California Baptist",23233,"Ariel Fifita","SS",2,1,0,0,0,0,3
"221","6304785","Houston","New Mexico",61036,"Ariel Redmond","LF",5,1,0,1,0,1,0
"222","6313780","Southern Utah","UNLV",50729,"Ariyana Miranda","3B",4,0,2,1,0,1,1
"223","6304892","New Mexico","Houston",2114,"Ashley Archuleta","2B",5,1,2,0,0,0,0
"224","6324566","Saint Martin's","Cal Poly Humboldt",27957,"Ashley Goodale","SS",5,2,2,0,0,0,0
"225","6358028","Christian Brothers","Shorter",80218,"Ashley Williamson","2B",3,1,2,1,0,0,2
"226","6324605","Maryville (TN)","Berry",3679,"Ashtyn Barga","CF",5,0,1,1,0,0,0
"227","6315229","Fort Valley St.","Grambling",57553,"Ashtyn Perkins","LF",4,1,1,1,0,1,1
"228","6308816","UIC","Cal Poly",24056,"Atina'eleila Fonoti","RF",4,0,0,0,0,1,1
"229","6324688","Nova Southeastern","Eckerd",35632,"Aubrey Hutzler","C",2,2,1,0,0,0,3
"230","6358987","Tiffin","Ferris St.",30950,"Aubrie Harper","RF",5,0,2,2,0,0,0
"231","6304850","Abilene Christian","Villanova",41187,"Audrey Lacina","SS",5,2,3,1,0,0,0
"232","6307915","Harvard","Ga. Southern",72702,"Audrey Szollosi","LF",5,1,3,0,0,1,0
"233","6316810","Mississippi Val.","Arlington Baptist",21092,"Aulora Edwards","1B",4,1,1,1,0,0,1
"234","6358068","Northern St.","Valley City St.",6584,"Aune Boben","P/SS",4,3,3,1,0,0,1
"235","6316562","Tarleton St.","Akron",26671,"Austin Germain","3B",5,1,1,1,0,0,0
"236","6316558","Tarleton St.","South Dakota St.",26671,"Austin Germain","3B",4,2,3,2,0,1,1
"237","6310741","Colorado St.","Santa Clara",64535,"Autumn Rutherford","CF",5,3,2,0,0,0,0
"238","6324794","Berry","Agnes Scott",24372,"Ava Fouts","LF",5,1,2,0,0,1,0
"239","6362133","Berry","Agnes Scott",24372,"Ava Fouts","LF",5,1,2,0,0,1,0
"240","6308435","Nebraska","Montana",41056,"Ava Kuszak","SS",5,3,3,2,1,2,0
"241","6314086","Omaha","Loyola Chicago",63604,"Ava Rongisch","LF",5,1,1,3,0,0,0
"242","6333098","Simon Fraser","Academy of Art",3703,"Avery Barker","3B/2B",4,2,2,0,0,0,1
"243","6324081","Lenoir-Rhyne","Flagler",39139,"Avery Kiger","DP",3,2,2,2,0,0,2
"244","6324167","MSU Moorhead","Eastern N.M.",70966,"Avery Steffen","P/CF",5,1,2,1,0,1,0
"245","6304910","St. Thomas (MN)","DePaul",81477,"Avery Wukawitz","CF",4,3,3,1,0,0,1
"246","6304806","St. Thomas (MN)","DePaul",81477,"Avery Wukawitz","CF",4,0,1,0,0,1,1
"247","6324111","Augusta","Francis Marion",34736,"Ayellad Howard","CF",5,0,0,0,0,1,0
"248","6323924","Eastern N.M.","UC-Colo. Springs",44668,"Aylene Lucero","LF/RF",4,1,3,2,0,1,1
"249","6324070","Tex. A&M Int'l","Ouachita Baptist",60523,"Azalea Ramos","CF",5,1,2,2,1,1,0
"250","6310978","Belmont","Weber St.",21747,"Baie Ensio","CF",4,1,1,0,0,0,1
"251","6332771","Coker","Mount Olive",26258,"Bailee Gaskins","SS/P",4,2,2,1,0,0,1
"252","6324339","Central Mo.","McKendree",9000,"Bailey Brumley","1B",5,2,3,3,1,1,0
"253","6323876","Chaminade","Hillsdale",36234,"Bailey Jacobsen","DP",4,0,1,1,0,2,1
"254","6324268","UT Tyler","Tex. Permian Basin",40761,"Bailey Krolczyk","DP",5,2,4,6,1,0,0
"255","6358021","Delta St.","Lincoln Memorial",78384,"Bailey Way","SS",5,0,2,0,0,0,0
"256","6357999","Delta St.","Lincoln Memorial",78384,"Bailey Way","SS",5,0,2,0,0,0,0
"257","6316176","Nevada","Houston",13304,"Bailie Clark","CF",5,1,1,1,0,1,0
"258","6305227","Northwestern St.","Memphis",60293,"Baillie Ragsdale","RF/2B",4,1,1,0,0,0,1
"259","6305001","DePaul","Green Bay",15193,"Baylee Cosgrove","2B",4,1,1,0,0,0,1
"260","6309397","San Diego St.","Oklahoma",21984,"Bella Espinoza","LF",5,0,0,0,0,3,0
"261","6332804","Cal Poly Humboldt","Chaminade",25780,"Bella Garcia","3B",5,1,1,1,0,0,0
"262","6332860","Cal Poly Humboldt","Hawaii Hilo",25780,"Bella Garcia","3B",5,1,2,1,0,1,0
"263","6308312","Marshall","Col. of Charleston",26663,"Bella Gerlach","RF/LF",3,1,0,1,0,0,2
"264","6304814","Ohio","UConn",35302,"Belle Hummel","RF",5,1,2,1,0,2,0
"265","6333066","Brandeis","Occidental",9563,"Bells Burdenski","SS",2,2,2,2,0,0,3
"266","6304785","Houston","New Mexico",546,"Bethany Aguilar","2B",4,0,1,2,0,0,1
"267","6316176","Houston","Nevada",546,"Bethany Aguilar","2B",5,0,0,0,0,2,0
"268","6304994","Houston","ULM",546,"Bethany Aguilar","2B",3,2,1,0,0,0,2
"269","6317776","UNC Greensboro","Toledo",20867,"Betsy Eatmon","C",4,1,2,0,0,0,1
"270","6358813","Palm Beach Atl.","Felician",28700,"Bianca Green","CF",5,1,2,0,0,1,0
"271","6313841","Charleston So.","Central Conn. St.",39438,"Blakley Kingsmore","LF",4,2,2,0,0,0,1
"272","6332820","Valdosta St.","Fla. Southern",66922,"Brandie Seber","C",4,0,2,1,0,1,1
"273","6312496","Ohio","UNC Greensboro",22583,"Brenna Farmer","1B",5,0,2,2,0,0,0
"274","6312492","Ohio","Elon",22583,"Brenna Farmer","1B",4,1,3,2,0,0,1
