"","team_id","player_id","rank","player","xbh"
"1",1238,21822,1,"Sierra Easterwood",38
"2",11403,22131,1,"Sami Edwards",38
"3",1009,53232,3,"Jacee Minter",37
"4",11403,52595,4,"Kenzie Middleton",35
"5",13028,6866,4,"Kayson Boatner",35
"6",30051,52991,4,"Rikkelle Miller",35
"7",30138,74329,4,"Olivia Stansbury",35
"8",41,59156,8,"Mary Pardo",34
"9",568,49062,8,"Allisha Martinez",34
"10",1116,17171,8,"Emma Curry",34
"11",947,65322,11,"Tymber Riley",33
"12",9004,75661,11,"Kaitlyn Stufft",33
"13",30051,79155,11,"Carly Turner",33
"14",638,48840,14,"Hannah Marsteller",32
"15",728,16604,14,"Katie Crogan",32
"16",1079,71180,14,"Avery Shepherd",32
"17",1245,22566,14,"Kylie Emanuele",32
"18",1328,26735,18,"Maya Gallagher",31
"19",11416,8042,18,"Ashley Bradford",31
"20",696,58289,20,"Aaliyah Ortiz",30
"21",9630,65902,20,"Alli Robinson",30
"22",696,28210,22,"Jen Giesey",29
"23",696,29096,22,"Kayla Gonzales",29
"24",9754,8567,22,"Sawyer Brewster",29
"25",11403,57968,22,"Taylor Olsen",29
"26",30093,23535,22,"Kathryn Fallen",29
"27",41,45489,27,"Abby Lien",28
"28",568,12295,27,"Jessi Case",28
"29",598,78609,27,"Sydney Trees",28
"30",628,79792,27,"Brylynn Vallejos",28
"31",1000,36886,27,"Macey Hughes",28
"32",1170,45095,27,"Kylee Leonhardt",28
"33",2814,51590,27,"Marrit Mead",28
"34",2814,28496,27,"Jaycee Ginter",28
"35",9004,55134,27,"Adriana Mungo",28
"36",9223,28442,27,"Claire Gilmore",28
"37",9223,51540,27,"Brianna Mcrae",28
"38",41,13719,38,"Torri Chute",27
"39",216,76838,38,"Lydia Taylor",27
"40",309,64227,38,"Lexy Rees",27
"41",427,77387,38,"Jordyn Thomas",27
"42",1013,66940,38,"Hannah Rose",27
"43",1097,84330,38,"Zoe Willis",27
"44",1116,70868,38,"Nicole Shano",27
"45",27854,2784,38,"Alina Avalos",27
"46",30052,71954,38,"Madison Simmons",27
"47",10,31947,47,"Alaina Hampton",26
"48",65,63904,47,"Nicolette Ray",26
"49",262,28737,47,"Lydia Goble",26
"50",358,56813,47,"Kacy Noland",26
"51",790,35205,47,"Abbie Hlas",26
"52",790,40458,47,"Sam Keller",26
"53",1023,60061,47,"Chloe Pelham",26
"54",1438,59558,47,"Annie Paterson",26
"55",30119,20809,47,"Braxton Downs",26
"56",30177,47949,47,"Brooke Makemson",26
"57",25,69356,57,"Paxton Scheurer",25
"58",243,62216,57,"Brianna Powell",25
"59",696,58081,57,"Matisen Onofrei",25
"60",1009,32465,57,"Shayla Harper",25
"61",1076,65270,57,"Emily Riggs",25
"62",30052,25309,57,"Hannah Forehand",25
"63",30126,47473,57,"Alexis Maciejowski",25
"64",55,45321,64,"Deyonce Lewis",24
"65",74,85805,64,"Taylor Yates",24
"66",92,109,64,"Kianna Abellera",24
"67",174,1055,64,"Linzey Allard",24
"68",262,65206,64,"Taylor Rieger",24
"69",435,2044,64,"Hannah Antzoulatos",24
"70",568,63720,64,"Katherine Raper",24
"71",790,75313,64,"Rylee Stout",24
"72",995,30762,64,"Courtney Grundhauser",24
"73",1085,39989,64,"Danielle Karacson",24
"74",1097,85118,64,"Katelyn Wood",24
"75",1116,32594,64,"Leigha Harris",24
"76",1170,81526,64,"Cassidy Wall",24
"77",1257,78452,64,"Hannah Towery",24
"78",1314,33312,64,"Paxtyn Hayes",24
"79",1446,11723,64,"Logan Carlos",24
"80",1462,48188,64,"Heaven Maness",24
"81",11403,52112,64,"Logan Menzies",24
"82",30055,865,64,"Ally Alcayaga",24
"83",30063,58408,64,"Jenna Osikowicz",24
"84",30154,17118,64,"Morgan Curley",24
"85",30179,3252,64,"Brooklin Bain",24
"86",3,67972,86,"Alexa Sacripante",23
"87",159,22539,86,"Morgan Elston",23
"88",309,57305,86,"Emily O'connor",23
"89",383,56339,86,"Madi Newman",23
"90",568,84191,86,"Rachel Williams",23
"91",720,28082,86,"Kendra Gibbons",23
"92",734,14136,86,"Ally Clegg",23
"93",767,55456,86,"Diana Murtha",23
"94",1083,77028,86,"Alex Tenorio",23
"95",1328,13934,86,"Emily Clark",23
"96",1376,21719,86,"Jaxynn Dyson",23
"97",1448,8920,86,"Dakota Brooks",23
"98",9081,33710,86,"Clara Heislen",23
"99",11403,5586,86,"Miki Berg",23
"100",11403,63995,86,"Sydney Reamer",23
"101",11416,13581,86,"Nicole Christensen",23
"102",11416,72754,86,"Ellie Smith",23
"103",30002,5387,86,"Anna Bennett",23
"104",30028,60322,86,"Ashley Perez",23
"105",30051,31261,86,"Camryn Haag",23
"106",30093,48917,86,"Gia Martin",23
"107",30093,19317,86,"Chloe Derrick",23
"108",30127,24457,86,"Hanna Finkelstein",23
"109",30198,20507,86,"Paige Donnelly",23
