"","team_id","player_id","rank","player","k_bb"
"1",12973,62145,1,"Megan Potter","20.8"
"2",1036,25168,2,"Gina Followell","11.0"
"3",565,22444,3,"Gracie Ellis","10.2"
"4",60,71870,4,"Kayla Simacek"," 9.2"
"5",30037,66992,5,"Adrienne Rosey"," 7.8"
"6",1400,75523,6,"Ashlyn Strother"," 7.6"
"7",15,61418,7,"Ashley Pion"," 7.3"
"8",717,39075,8,"Sky Johnson"," 7.3"
"9",475,66655,9,"Lindsay Roman"," 6.7"
"10",30044,72659,10,"Briana Smith"," 6.5"
"11",411,81703,11,"Madison Walter"," 6.5"
"12",139,48917,12,"Jamie Martin"," 6.3"
"13",685,55295,13,"Katie Murphy"," 6.2"
"14",1133,72922,14,"Mckenna Smith"," 5.8"
"15",263,16147,15,"Cheyanne Cox"," 5.8"
"16",517,44982,16,"Ashley Lenser"," 5.7"
"17",398,57281,17,"Becca O'connor"," 5.6"
"18",8981,16057,18,"Jaylin Couto"," 5.5"
"19",1451,9208,19,"Madison Brown"," 5.2"
"20",267,4953,20,"Natalie Beebe"," 5.0"
"21",59,84725,21,"Josie Wise"," 4.9"
"22",717,19767,22,"Sophia Dicocco"," 4.9"
"23",762,31984,23,"Erin Hancock"," 4.8"
"24",795,82650,24,"Elise Weinzierl"," 4.7"
"25",21852,34557,25,"Marissa Heuer"," 4.6"
"26",200,52540,26,"Alexis Michon"," 4.6"
"27",44,75856,27,"Taylor Sullivan"," 4.5"
"28",325,3710,28,"Cate Baran"," 4.4"
"29",161,27638,29,"Megan Gavin"," 4.3"
"30",296,46134,30,"Alex Loizon"," 4.2"
"31",492,15558,31,"Gianna Corban"," 4.2"
"32",374,13155,32,"Emily Charlton"," 4.2"
"33",30171,51006,33,"Madison Mcintosh"," 4.2"
"34",622,84590,34,"Lindsey Windsor"," 4.2"
"35",24,78351,35,"Dani Torres werra"," 4.1"
"36",21,79381,36,"Haley Ullrich"," 4.1"
"37",46,11082,37,"Nikki Camarati"," 4.1"
"38",2798,19853,38,"Erin Dighello"," 4.0"
"39",411,14866,39,"Lydia Collison"," 4.0"
"40",364,33816,40,"Ashlyn Hemm"," 4.0"
"41",8981,31977,41,"Maria Hanchuk"," 4.0"
"42",45,57484,42,"Moira O'reilly"," 4.0"
"43",409,31019,43,"Sarah Gundlach"," 4.0"
"44",297,35976,44,"Sydney Hood"," 3.9"
"45",461,17403,45,"Emily Daciw"," 3.9"
"46",656,64976,46,"Jill Richards"," 3.9"
"47",134,40542,47,"Jillian Kelly"," 3.8"
"48",438,44501,48,"Abigail Leber"," 3.8"
"49",28593,9475,49,"Hailee Bryan"," 3.7"
"50",1115,5929,50,"Lily Beurman"," 3.7"
"51",177,34019,51,"Cami Henry"," 3.6"
"52",8404,29589,52,"Rebecca Gottleib"," 3.6"
"53",595,57023,53,"Elly Novak"," 3.5"
"54",597,53778,54,"Alyssa Montero"," 3.5"
"55",30170,24571,55,"Brittany Fisher"," 3.5"
"56",137,33594,56,"Paige Heffke"," 3.5"
"57",1179,40491,57,"Tayah Kelley"," 3.5"
"58",30190,82383,58,"Mackenzie Weaver"," 3.4"
"59",684,37945,59,"Jenny Jacob"," 3.4"
"60",808,48935,60,"Katie Martin"," 3.3"
"61",30197,12058,61,"Kennedy Carruth"," 3.3"
"62",412,39223,63,"Brittany Jones"," 3.2"
"63",259,2716,63,"Emily August"," 3.2"
"64",9684,31941,64,"Alyssa Hampton"," 3.2"
"65",442,12658,65,"Ali Cavallaro"," 3.2"
"66",2758,17150,67,"Kelsey Currier"," 3.2"
"67",443,17068,67,"Madi Cunningham"," 3.2"
"68",713,74636,68,"Jordan Stephan"," 3.2"
"69",20220,44817,69,"Kennedy Lehn"," 3.1"
"70",341,67334,70,"Rachel Rubio"," 3.1"
"71",1094,17940,71,"Ashley Davis"," 3.1"
"72",8746,51119,72,"Taylor Mckenzie"," 3.0"
"73",114,42612,73,"Kirsten Krause"," 3.0"
"74",17094,55294,74,"Katherine Murphy"," 3.0"
"75",258,25366,75,"Paige Forry"," 3.0"
"76",578,40013,76,"Jada Karnes"," 3.0"
"77",390,9945,77,"Caitlyn Burch"," 3.0"
"78",19,5086,78,"Aleya Belardinelli"," 2.9"
"79",570,35824,79,"Erika Holowka"," 2.9"
"80",623,40506,80,"Alex Kelly"," 2.9"
"81",8567,50340,81,"Kamryn Mccool"," 2.8"
"82",397,31866,82,"Mara Hamm"," 2.8"
"83",775,6584,83,"Ava Blanchard"," 2.8"
"84",455,77401,84,"Madelyn Thomas"," 2.8"
"85",640,12457,85,"Maddie Castigliego"," 2.8"
"86",122,36253,86,"Kylie Hosey"," 2.8"
"87",351,81697,87,"Jordan Walter"," 2.8"
"88",396,208,88,"Megan Ackerman"," 2.8"
"89",656,71400,89,"Kaitlyn Shirshac"," 2.8"
"90",770,28936,90,"Hailey Golembiewski"," 2.8"
"91",547,47720,91,"Kristina Maggiacomo"," 2.7"
"92",215,18188,92,"Tianna Dawe"," 2.7"
"93",1066,21130,93,"Tatum Duff"," 2.7"
"94",686,58656,94,"Meg Ozawa"," 2.7"
"95",397,48823,95,"Gianna Marsico"," 2.7"
"96",8567,40616,96,"Casey Kemp"," 2.7"
"97",1064,55168,98,"Jennelle Munoz"," 2.6"
"98",76,64308,98,"Kelley Reichert"," 2.6"
"99",462,52415,99,"Kailey Meyer"," 2.6"
"100",263,71922,100,"Kassie Simmons"," 2.6"
