"","team_id","player_id","rank","player","rc"
"1",622,47412,1,"Abby Mace"," 78.47"
"2",321,68468,2,"Rylea Sandel"," 66.78"
"3",24317,18260,3,"Jordan Day"," 66.66"
"4",21,79404,4,"Haley Ullrich"," 64.58"
"5",139,33021,5,"Kaitlyn Hasty"," 63.68"
"6",8911,48964,6,"Lexi Martin"," 59.40"
"7",420,67604,7,"Noelle Ruschil"," 58.86"
"8",30044,71536,8,"Arizona Shreck"," 57.45"
"9",200,49681,9,"Brooke Matyasovsky"," 56.08"
"10",58,63130,10,"Carly Quint"," 55.12"
"11",382,45505,11,"Giovanna Liggett"," 55.10"
"12",1036,62317,12,"Jess Pozezinski"," 54.22"
"13",2798,27772,13,"Ivy Geloso"," 53.72"
"14",215,15223,14,"Olivia Conti"," 53.57"
"15",22626,62856,15,"Jill Pulek"," 53.37"
"16",344,41654,16,"Josie Klein"," 53.26"
"17",973,26254,17,"Morgan Frye"," 53.03"
"18",218,59842,18,"Raelyn Payne"," 52.76"
"19",793,49261,19,"Megan Maruna"," 52.50"
"20",30044,21315,20,"Susan Duncan"," 51.58"
"21",1050,36622,21,"Kalin Hubble"," 51.00"
"22",966,73447,22,"Megan Sooy"," 50.95"
"23",1297,50911,23,"Erin Mcgrath"," 50.91"
"24",567,1105,24,"Collette Allen"," 50.75"
"25",27892,70976,25,"Lyndsey Shaw"," 50.71"
"26",595,73803,26,"Gabby Spencer"," 50.54"
"27",75,84571,27,"Sarah Wimer"," 50.48"
"28",1064,311,28,"Aurora Adams"," 49.95"
"29",22626,26858,29,"Kaelani Gamble"," 49.93"
"30",296,23752,30,"Megan Fast"," 49.83"
"31",549,81152,31,"Devin Waddell"," 49.51"
"32",973,37823,32,"Anna Jackson"," 48.87"
"33",23260,79010,33,"Jessica Tucker"," 47.58"
"34",28749,85579,34,"Stella Wulker"," 47.22"
"35",775,19664,35,"Dina Diblasio"," 47.18"
"36",30072,32878,36,"Ashleigh Hartwig"," 46.27"
"37",30197,29430,36,"Allie Gordon"," 46.27"
"38",622,84618,38,"Lindsey Windsor"," 45.50"
"39",1064,8248,39,"Taylor Brandt"," 45.24"
"40",200,85237,40,"Cassie Woods"," 45.21"
"41",1179,61051,41,"Katie Phillips"," 45.15"
"42",565,4502,42,"Rilee Baughan"," 45.03"
"43",264,13679,43,"Samantha Chu"," 44.99"
"44",30081,64369,44,"Steph Reider"," 44.83"
"45",745,55528,45,"Caitlin Myers"," 44.82"
"46",297,56382,46,"Emma Newton"," 44.52"
"47",11036,59108,47,"Arianna Papas"," 44.51"
"48",601,41763,48,"Allie Klonowski"," 44.19"
"49",22626,14133,49,"Mackenzie Clee"," 43.84"
"50",200,68631,50,"Julia Sangiovanni"," 43.81"
"51",1062,17016,51,"Tauryn Cummings"," 43.66"
"52",114,21450,52,"Sydney Duong"," 43.60"
"53",452,33485,53,"Grace Heath"," 43.54"
"54",424,18179,54,"Kj Davison"," 43.51"
"55",727,68949,55,"Karson Saunders"," 43.47"
"56",177,72766,56,"Grace Smith"," 43.36"
"57",84,31188,57,"Carlee Guyett"," 43.13"
"58",1050,65813,57,"Marissa Roberts"," 43.13"
"59",30081,44815,59,"Madelyn Lehigh"," 42.98"
"60",329,24394,60,"Eliza Filus"," 42.92"
"61",30038,54417,61,"Kaija Mork"," 42.90"
"62",21,25827,62,"Emma Fraser"," 42.82"
"63",30042,43653,63,"Gemma Landry"," 42.79"
"64",1133,20577,64,"Kenzie Dore"," 42.69"
"65",973,83375,65,"Katie White"," 42.59"
"66",139,65752,66,"Bailey Roberts"," 42.52"
"67",582,16158,67,"Emily Cox"," 42.39"
"68",722,19529,68,"Mariah Dewey"," 42.26"
"69",1179,59695,69,"Baily Paul"," 42.25"
"70",1111,7903,70,"Mia Boyd"," 42.13"
"71",1064,57798,71,"Bailey Olaveson"," 42.12"
"72",42,63916,72,"Lexi Rayborn"," 41.95"
"73",139,121,73,"Caitlin Abernethy"," 41.93"
"74",30197,39279,74,"Ellie Jones"," 41.91"
"75",804,42529,75,"Kaela Kraemer"," 41.74"
"76",30111,40189,76,"Lauren Kay"," 41.62"
"77",1094,78153,77,"Sharon Tomei"," 41.43"
"78",281,3156,78,"Giselle Bahena"," 41.19"
"79",151,83770,79,"Chloe Wilcox"," 41.15"
"80",640,54988,80,"Allie Mulhern"," 40.94"
"81",567,29469,81,"Tyesen Gordon"," 40.93"
"82",442,7449,82,"Alyssa Borozan"," 40.91"
"83",139,62673,83,"Sarah Proctor"," 40.81"
"84",745,72185,84,"Julia Sinnett"," 40.80"
"85",1400,48902,85,"Casey Martin"," 40.73"
"86",23260,48470,86,"Grayce Marcum"," 40.65"
"87",23260,80418,87,"Bella Velez"," 40.41"
"88",1332,84551,88,"Theresa Wilsterman"," 40.37"
"89",16142,64097,89,"Kaitlin Redling"," 40.36"
"90",409,20856,90,"Alyssa Drake"," 40.34"
"91",30160,32966,91,"Hannah Haskell"," 40.21"
"92",259,86296,92,"Morgan Zane"," 40.14"
"93",515,54689,93,"Cat Moruzzi"," 40.00"
"94",717,444,94,"Michelle Adelman"," 39.98"
"95",542,52569,95,"Caiti Mickles"," 39.85"
"96",227,29868,96,"Molly Grass"," 39.84"
"97",8981,15000,96,"Raven Comtois"," 39.84"
"98",22626,37372,98,"Julia Huzi"," 39.76"
"99",640,67339,99,"Jordyn Rubin"," 39.67"
"100",1036,79600,100,"Claudia Utz"," 39.57"
