"","team_id","player_id","rank","player","avg"
"1",638,48840,1,"Hannah Marsteller","0.521"
"2",347,44710,2,"Raelynn Lee","0.489"
"3",1000,32552,3,"Emily Harris","0.481"
"4",1059,60245,3,"Maddy Pepke","0.481"
"5",347,43482,5,"Millay Lambert","0.477"
"6",1245,22566,5,"Kylie Emanuele","0.477"
"7",30138,74329,7,"Olivia Stansbury","0.470"
"8",262,28737,8,"Lydia Goble","0.465"
"9",728,16604,8,"Katie Crogan","0.465"
"10",1167,5010,10,"Abbie Behe","0.461"
"11",9223,51540,11,"Brianna Mcrae","0.459"
"12",743,62363,12,"Alaijah Pratt","0.458"
"13",636,4904,13,"Destiny Beckham","0.455"
"14",11403,22131,14,"Sami Edwards","0.454"
"15",1013,66940,15,"Hannah Rose","0.452"
"16",30244,27255,16,"Kylah Gardner","0.451"
"17",30244,60694,16,"Tiara Peters","0.451"
"18",30063,58408,18,"Jenna Osikowicz","0.449"
"19",30179,9033,18,"Aaliyah Brown","0.449"
"20",30140,24221,20,"Sara Fessler","0.448"
"21",1314,43487,21,"Taylor Lambert","0.447"
"22",9081,59427,21,"Amanda Parsons","0.447"
"23",790,35205,23,"Abbie Hlas","0.446"
"24",1097,84330,23,"Zoe Willis","0.446"
"25",1245,15413,25,"Courtlynn Cooney","0.445"
"26",995,41652,26,"Jessica Klein","0.440"
"27",1390,72120,27,"Payslee Sims","0.439"
"28",30177,20447,27,"Angela Donaldson","0.439"
"29",1460,28427,29,"Taylor Gillis","0.438"
"30",765,51959,30,"Madison Melvin","0.437"
"31",2720,30350,30,"Isabel Griego","0.437"
"32",358,49566,32,"Cassie Matlock","0.436"
"33",41,8694,33,"Gracey Brink","0.435"
"34",55,51434,33,"Taylor Mcneal","0.435"
"35",30125,57651,35,"Jamie Odlum","0.431"
"36",13028,6866,36,"Kayson Boatner","0.430"
"37",11740,36470,37,"Teala Howard","0.429"
"38",30028,60322,37,"Ashley Perez","0.429"
"39",30088,9871,37,"Julia Bumford","0.429"
"40",74,17345,40,"Madison D'amato","0.428"
"41",658,21254,41,"Jacqueline Dumont","0.427"
"42",696,28210,41,"Jen Giesey","0.427"
"43",13,2900,43,"Keyatta Ayers","0.426"
"44",10870,62917,43,"Nicole Purtell","0.426"
"45",241,11360,45,"Ashley Cangiano","0.425"
"46",347,39073,45,"Savanna Johnson","0.425"
"47",55,45321,47,"Deyonce Lewis","0.423"
"48",1167,39324,47,"Ka'naya Jones","0.423"
"49",2814,65707,47,"Paige Robbins","0.423"
"50",10,7306,50,"Shelby Booker","0.421"
"51",347,75028,50,"Kaylee Stinnett","0.421"
"52",696,12834,50,"Jory Cervantes","0.421"
"53",19117,23060,50,"Elaina Esteban","0.421"
"54",1009,53232,54,"Jacee Minter","0.420"
"55",2720,63398,54,"Katelynn Ralston","0.420"
"56",30127,57712,54,"Alex Ogg","0.420"
"57",65,63904,57,"Nicolette Ray","0.418"
"58",309,56463,57,"Megan Nichols","0.418"
"59",790,22663,59,"Carly Engelhardt","0.417"
"60",1448,71340,59,"Chantelle Shimabukuro","0.417"
"61",30126,65533,59,"Daniele Rivera","0.417"
"62",243,65782,62,"Jamie Roberts","0.416"
"63",791,62865,62,"Alleshia Pullen","0.416"
"64",13302,25463,62,"Hannah Foster","0.416"
"65",437,15192,65,"Steph Conrade","0.414"
"66",12830,47593,65,"Mya Maddox","0.414"
"67",30058,36413,65,"Brenay Howard","0.414"
"68",947,65322,68,"Tymber Riley","0.413"
"69",1076,65270,69,"Emily Riggs","0.412"
"70",543,29022,70,"Sam Gomez","0.411"
"71",765,65461,70,"Katelyn Rittenbaugh","0.411"
"72",1116,32594,70,"Leigha Harris","0.411"
"73",30028,61658,70,"Courtney Plocheck","0.411"
"74",93,78398,74,"Tereise Tosi","0.410"
"75",309,75309,74,"Maddy Stout","0.410"
"76",613,19452,74,"Jenna Devens","0.410"
"77",30013,59665,74,"Breanna Patton","0.410"
"78",262,13823,78,"Joanna Cirrincione","0.409"
"79",720,28082,78,"Kendra Gibbons","0.409"
"80",1238,21822,78,"Sierra Easterwood","0.409"
"81",1462,39835,78,"Sydney Kale","0.409"
"82",30052,60563,78,"Madi Perry","0.409"
"83",11416,13581,83,"Nicole Christensen","0.408"
"84",1000,36886,84,"Macey Hughes","0.407"
"85",1000,11117,84,"Sieanna Cameron","0.407"
"86",106,84405,86,"Brooke Wilson","0.405"
"87",216,76838,86,"Lydia Taylor","0.405"
"88",262,47248,86,"Kaitlyn Lynch","0.405"
"89",767,55456,86,"Diana Murtha","0.405"
"90",628,79792,90,"Brylynn Vallejos","0.404"
"91",1328,83627,90,"Calli Wibbenmeyer","0.404"
"92",23121,78061,90,"Megan Todd","0.404"
"93",30199,49372,90,"Megan Massa","0.404"
"94",41,13719,94,"Torri Chute","0.403"
"95",347,50170,94,"Jayden Mccarty","0.403"
"96",645,86639,94,"Anna Zoia-buescher","0.403"
"97",767,67445,94,"Brittni Rufus","0.403"
"98",1023,60061,94,"Chloe Pelham","0.403"
"99",1167,2028,94,"Shannon Antonini","0.403"
"100",1257,85511,94,"Mallena Wright","0.403"
"101",30146,72973,94,"Olivia Smith","0.403"
"102",30198,20507,94,"Paige Donnelly","0.403"
