"","team_id","player_id","rank","player","h"
"1",782,51175,1,"Sydney Mckinney",93
"2",235,23497,2,"Kendra Falby",85
"3",703,38370,2,"Janae Jefferson",85
"4",366,67956,4,"Sierra Sacco",83
"5",30024,11925,5,"Madison Carr",82
"6",31,28131,6,"Danielle Gibson",81
"7",68,66790,6,"Kayla Roncin",81
"8",522,1274,6,"Jocelyn Alo",81
"9",97,18865,9,"Megan Delgadillo",80
"10",363,61933,10,"Jaden Pone",79
"11",414,73647,11,"Karli Spaid",78
"12",661,4942,11,"Mackenzie Bedrick",78
"13",301,74602,13,"Avrey Steiner",77
"14",433,83518,13,"Tate Whitley",77
"15",393,42676,15,"Tatum Kresley",76
"16",756,41743,16,"Baylee Klingler",75
"17",257,54749,17,"Sara Mosley",74
"18",361,47219,17,"Camryn Lyman",74
"19",454,8353,17,"Logan Braundmeier",74
"20",458,80055,17,"Bailey Vannoy",74
"21",528,22945,17,"Kiki Escobar",74
"22",7,19272,22,"Kindall Deramus",73
"23",110,60325,22,"Briana Perez",73
"24",600,67919,22,"Mekenzie Saban",73
"25",655,49366,22,"Aeriyl Mass",73
"26",703,70135,22,"Mia Scott",73
"27",14927,12666,22,"Cheyenne Cavanaugh",73
"28",107,2046,28,"Tatum Anzaldo",72
"29",365,14434,28,"Danieca Coffey",72
"30",661,23460,28,"Lexi Fair",72
"31",693,14900,28,"Emily Coltharp",72
"32",1004,32655,28,"Tremere Harris",72
"33",71,43136,33,"Greta L'esperance",71
"34",235,81601,33,"Skylar Wallace",71
"35",255,40133,33,"Emma Kauf",71
"36",294,45398,33,"Rheanne Lewis",71
"37",334,42482,33,"Kayla Kowalik",71
"38",817,66757,33,"Yazmine Romero",71
"39",1104,56530,33,"Gianna Nicoletti",71
"40",31,71687,40,"Kb Sides",70
"41",365,8641,40,"Ciara Briggs",70
"42",367,30207,40,"Carmyn Greenwood",70
"43",509,71126,40,"Skyler Shellmyer",70
"44",694,53071,40,"Kiki Milloy",70
"45",235,45655,45,"Cheyenne Lindsey",69
"46",287,21925,45,"Shelby Echols",69
"47",418,10144,45,"Kristina Burkhardt",69
"48",487,8792,45,"Emma Broadfoot",69
"49",522,47310,45,"Grace Lyons",69
"50",639,59155,45,"Isabella Pardo",69
"51",51,84502,51,"Mckenzie Wilson",68
"52",164,48424,51,"Briana Marcelino",68
"53",587,68461,51,"Kyleigh Sand",68
"54",626,3726,51,"Mac Barbara",68
"55",649,11993,51,"Rozelyn Carrillo",68
"56",660,41328,51,"Lexi King",68
"57",697,44651,51,"Haley Lee",68
"58",27,36378,58,"Kayt Houston",67
"59",128,14409,58,"Jada Cody",67
"60",434,43372,58,"Jenna Laird",67
"61",513,13935,58,"Emma Clark",67
"62",522,38506,58,"Tiare Jennings",67
"63",626,23002,58,"Bella Espinoza",67
"64",631,78711,58,"Ashley Trierweiler",67
"65",664,17932,58,"Alyssa Davis",67
"66",671,42440,58,"Stormy Kotzelnick",67
"67",692,9564,58,"Haeli Bryson",67
"68",1004,83800,58,"Jenna Wildeman",67
"69",10411,39089,58,"Summer Johnson",67
"70",29,70197,70,"Carlie Scupin",66
"71",110,84804,70,"Delanie Wisz",66
"72",234,24734,70,"Devyn Flaherty",66
"73",234,45058,70,"Mack Leonard",66
"74",305,60727,70,"Bella Peterson",66
"75",312,12162,70,"Nia Carter",66
"76",334,14424,70,"Erin Coffel",66
"77",355,11351,70,"Kara Canetto",66
"78",355,1052,70,"Lou Allan",66
"79",559,4890,70,"Rachel Becker",66
"80",576,56554,70,"Jessie Niegocki",66
"81",782,3912,70,"Addison Barnard",66
"82",26172,22163,70,"Pal Egan",66
"83",29,72285,83,"Allie Skaggs",65
"84",68,36141,83,"Jen Horita",65
"85",404,54673,83,"Gracie Morton",65
"86",463,85814,83,"Camryn Ybarra",65
"87",529,9900,83,"Allee Bunker",65
"88",29,58722,88,"Izzy Pacho",64
"89",29,60420,88,"Jasmine Perezchica",64
"90",43,58423,88,"Lexi Osowski-anderson",64
"91",248,17417,88,"Taylor Dadig",64
"92",355,36696,88,"Caroline Hudson",64
"93",433,66848,88,"Bre Roper",64
"94",509,67388,88,"Jordyn Rudd",64
"95",513,32066,88,"Leea Hanks",64
"96",539,45631,88,"Cassie Lindmark",64
"97",695,26354,88,"Kaci Fuller",64
"98",697,85304,88,"Koko Wooley",64
"99",742,65466,88,"Emma Ritter",64
"100",742,23422,88,"Cameron Fagan",64
