"","team_id","player_id","rank","player","sb"
"1",651,10179,1,"Alexis Johns",55
"2",235,21206,2,"Skylar Wallace",52
"3",97,4928,3,"Megan Delgadillo",50
"4",1104,14793,4,"Gianna Nicoletti",49
"5",466,18352,5,"Chelie Senini",48
"6",7,5018,6,"Kindall Deramus",43
"7",393,11212,7,"Tatum Kresley",40
"8",1004,21813,7,"Jenna Wildeman",40
"9",164,12656,9,"Briana Marcelino",39
"10",450,7359,9,"Bridgette Gilliano",39
"11",485,8039,11,"Alison Guckin",38
"12",579,11166,12,"Alaina Koutsogiani",37
"13",10411,16286,12,"Sarah Price",37
"14",235,6138,14,"Kendra Falby",36
"15",655,12904,15,"Aeriyl Mass",33
"16",769,2195,15,"Brooklynn Brewington",33
"17",164,8062,17,"Reese Guevarra",32
"18",71,11344,17,"Greta L'esperance",32
"19",14927,3261,19,"Cheyenne Cavanaugh",31
"20",2707,9102,20,"Kloe Hilbrenner",30
"21",655,7626,20,"Cameron Goodman",30
"22",392,13739,20,"Megan Mikami",30
"23",2711,8462,20,"Kayla Harper",30
"24",664,2334,24,"Destini Brown",29
"25",116,9643,24,"Erin Hufford",29
"26",147,17628,24,"Sam Russ",29
"27",254,9026,24,"Daisy Hess",29
"28",31,18601,28,"Kb Sides",28
"29",694,13873,28,"Kiki Milloy",28
"30",366,17690,28,"Sierra Sacco",28
"31",671,8691,28,"Maddie Hayden",28
"32",17,5736,28,"Kristian Edwards",28
"33",669,16088,28,"Daphne Plummer",28
"34",164,8626,28,"Lexi Hastings",28
"35",306,8715,28,"Tatum Hayes",28
"36",26172,5756,36,"Pal Egan",27
"37",51,22036,36,"Mckenzie Wilson",27
"38",519,5901,36,"Allie Englant",27
"39",30024,3045,36,"Madison Carr",27
"40",1004,8533,36,"Tremere Harris",27
"41",695,3637,36,"Paige Clark",27
"42",509,11910,42,"Rachel Lewis",26
"43",234,6438,42,"Devyn Flaherty",26
"44",189,10275,42,"Macy Johnson",26
"45",1068,14489,42,"Rebecca Murray",26
"46",363,16153,42,"Jaden Pone",26
"47",692,6422,42,"Mackenzie Fitzgerald",26
"48",370,16160,42,"Sydney Poole",26
"49",460,21028,42,"Tayler Vitola",26
"50",782,1025,50,"Addison Barnard",25
"51",703,18248,50,"Mia Scott",25
"52",446,6102,50,"Mia Ewell",25
"53",294,11913,50,"Rheanne Lewis",25
"54",697,22230,50,"Koko Wooley",25
"55",794,7317,50,"Tiffany Giese",25
"56",792,17045,50,"Paige Rivas",25
"57",236,16024,50,"Brianna Pinto",25
"58",314,19392,58,"Mari Stephens",24
"59",693,3883,58,"Emily Coltharp",24
"60",732,4989,58,"Haley Denning",24
"61",198,21321,58,"Kelly Warren",24
"62",742,17036,62,"Emma Ritter",23
"63",386,13227,62,"Miah Mcdonald",23
"64",587,17831,62,"Kyleigh Sand",23
"65",175,18189,62,"Emma Schutter",23
"66",116,13279,62,"Christie Mcgee-ross",23
"67",792,13090,62,"Macy Mccall",23
"68",352,1006,62,"Carley Barjaktarovich",23
"69",678,3652,62,"Brianna Clary",23
"70",254,13727,62,"Chloe Middlebrooks",23
"71",671,11163,71,"Stormy Kotzelnick",22
"72",202,13850,71,"Sammi Miller",22
"73",434,11403,71,"Jenna Laird",22
"74",509,18482,71,"Skyler Shellmyer",22
"75",731,12423,71,"Mazie Macfarlane",22
"76",606,9172,71,"Jordan Hinkle",22
"77",128,17521,71,"Johneisha Rowe",22
"78",792,20779,71,"Ashton Vanhouse",22
"79",488,8303,71,"Jazzmaine Hammond",22
"80",670,5644,71,"Hannah Earls",22
"81",254,2339,71,"Emily Brown",22
"82",47,17479,71,"Remington Ross",22
"83",504,5246,83,"Mya Dodge",21
"84",688,10058,83,"Angel Jasso",21
"85",37,15356,83,"Makayla Packer",21
"86",6,7993,83,"Lauryn Gross",21
"87",402,19833,83,"Kendall Talley",21
"88",521,266,83,"Chelsea Alexander",21
"89",1104,2620,83,"Hannah Burnett",21
"90",283,12630,83,"Chelsea Manto",21
"91",244,12367,83,"Ashlee Lykins",21
"92",10411,11602,83,"Denver Lauer",21
"93",603,14485,83,"Meisha Murray",21
"94",609,11172,94,"Gabbie Kowalik",20
"95",371,5666,94,"Madison Ebeling",20
"96",772,4764,94,"Taylor Davis",20
"97",48,13504,94,"Ashley Meckley",20
"98",87,758,94,"Bri Avery",20
"99",261,21553,94,"India Wells",20
"100",460,11061,94,"Anna Knox",20
"101",196,10052,94,"Faith Jarvis",20
"102",646,2123,94,"Mackenzie Brasher",20
"103",402,15806,94,"Toni Perrin",20
"104",550,4835,94,"Olivia Dean",20
"105",97,4829,94,"Antuanett Dean",20
"106",52,21583,94,"Grace Werner",20
"107",556,22,94,"Micaela Abbatine",20
"108",772,21489,94,"Tj Webster",20
