"","team_id","player_id","rank","player","avg"
"1",522,1274,1,"Jocelyn Alo","0.526"
"2",782,51175,2,"Sydney Mckinney","0.511"
"3",408,26226,3,"Madison Fry","0.505"
"4",30024,11925,4,"Madison Carr","0.453"
"5",14927,12666,5,"Cheyenne Cavanaugh","0.451"
"6",287,21925,6,"Shelby Echols","0.448"
"7",31,28131,7,"Danielle Gibson","0.445"
"8",522,14651,8,"Jayda Coleman","0.444"
"9",503,40442,9,"Katie Keller","0.443"
"10",366,67956,10,"Sierra Sacco","0.441"
"11",553,24342,11,"Biviana Figueroa","0.438"
"12",388,32481,12,"Aly Harrell","0.437"
"13",393,42676,12,"Tatum Kresley","0.437"
"14",51,84502,14,"Mckenzie Wilson","0.436"
"15",169,84462,14,"Kailey Wilson","0.436"
"16",756,41743,16,"Baylee Klingler","0.434"
"17",68,66790,17,"Kayla Roncin","0.431"
"18",28,267,18,"Yannira Acuna","0.429"
"19",559,4890,18,"Rachel Becker","0.429"
"20",513,27525,20,"Karina Gaskins","0.428"
"21",600,67919,21,"Mekenzie Saban","0.427"
"22",655,29328,22,"Cameron Goodman","0.426"
"23",26172,22163,22,"Pal Egan","0.426"
"24",620,22380,24,"Brooke Ellestad","0.425"
"25",28,68490,25,"Cydney Sanders","0.424"
"26",334,14424,26,"Erin Coffel","0.420"
"27",149,77425,27,"Makiya Thomas","0.419"
"28",671,23555,28,"Kayla Falterman","0.418"
"29",522,47310,29,"Grace Lyons","0.416"
"30",10411,39089,29,"Summer Johnson","0.416"
"31",175,69919,31,"Emma Schutter","0.414"
"32",363,61933,31,"Jaden Pone","0.414"
"33",257,54749,33,"Sara Mosley","0.413"
"34",414,73647,33,"Karli Spaid","0.413"
"35",7,19272,35,"Kindall Deramus","0.410"
"36",175,17621,35,"Emily Daniel","0.410"
"37",655,49366,35,"Aeriyl Mass","0.410"
"38",697,44651,35,"Haley Lee","0.410"
"39",43,58423,39,"Lexi Osowski-anderson","0.408"
"40",314,74919,39,"Lauren Stewart","0.408"
"41",334,42482,39,"Kayla Kowalik","0.408"
"42",77,86364,42,"Violet Zavodnik","0.407"
"43",77,2782,42,"Huntyr Ava","0.407"
"44",107,72923,44,"Makena Smith","0.406"
"45",110,84804,45,"Delanie Wisz","0.405"
"46",312,12162,45,"Nia Carter","0.405"
"47",97,18865,47,"Megan Delgadillo","0.404"
"48",248,17417,48,"Taylor Dadig","0.403"
"49",473,36407,48,"Andrea Howard","0.403"
"50",522,7328,50,"Rylie Boone","0.402"
"51",199,69206,51,"Madison Schaefer","0.401"
"52",497,14350,51,"Lexi Cobb","0.401"
"53",661,3040,51,"Katie Back","0.401"
"54",306,4341,54,"Cora Bassett","0.400"
"55",367,30207,54,"Carmyn Greenwood","0.400"
"56",539,45631,54,"Cassie Lindmark","0.400"
"57",603,38273,54,"London Jarrard","0.400"
"58",671,11211,58,"Jourdyn Campbell","0.399"
"59",703,38370,58,"Janae Jefferson","0.399"
"60",1395,11452,58,"Georgia Capell","0.399"
"61",587,68461,61,"Kyleigh Sand","0.398"
"62",782,3912,61,"Addison Barnard","0.398"
"63",77,84231,63,"Taylei Williams","0.397"
"64",90,14171,63,"Jessica Clements","0.397"
"65",772,18159,63,"Taylor Davis","0.397"
"66",1104,56530,63,"Gianna Nicoletti","0.397"
"67",47,34081,67,"Faith Hensley","0.396"
"68",305,60727,68,"Bella Peterson","0.395"
"69",626,3726,68,"Mac Barbara","0.395"
"70",695,26354,68,"Kaci Fuller","0.395"
"71",349,4113,71,"Cassidy Barrett","0.394"
"72",522,38506,71,"Tiare Jennings","0.394"
"73",631,78711,71,"Ashley Trierweiler","0.394"
"74",255,2852,74,"Patricia Awald","0.393"
"75",317,71322,74,"Hannah Shifflett","0.393"
"76",485,54010,74,"Imani Moore","0.393"
"77",742,65466,74,"Emma Ritter","0.393"
"78",66,31623,78,"Kelsey Hall","0.392"
"79",110,60325,78,"Briana Perez","0.392"
"80",193,25317,78,"Kristina Foreman","0.392"
"81",235,23497,78,"Kendra Falby","0.392"
"82",361,47219,78,"Camryn Lyman","0.392"
"83",404,54673,78,"Gracie Morton","0.392"
"84",487,8792,78,"Emma Broadfoot","0.392"
"85",692,9564,78,"Haeli Bryson","0.392"
"86",301,74602,86,"Avrey Steiner","0.391"
"87",782,46851,86,"Lauren Lucas","0.391"
"88",1004,32655,86,"Tremere Harris","0.391"
"89",31,71687,89,"Kb Sides","0.389"
"90",176,38803,89,"Brooke Johnson","0.389"
"91",513,42777,89,"Jane Kronenberger","0.389"
"92",649,11993,89,"Rozelyn Carrillo","0.389"
"93",661,23460,89,"Lexi Fair","0.389"
"94",229,5786,94,"Sara Berthiaume","0.388"
"95",465,54200,94,"Sofia Morales","0.388"
"96",68,26946,96,"Emily Gant","0.387"
"97",433,83518,96,"Tate Whitley","0.387"
"98",659,38221,96,"Jenny Jansen","0.387"
"99",116,36811,99,"Erin Hufford","0.386"
"100",235,81601,99,"Skylar Wallace","0.386"
