"","team_id","player_id","rank","player","hr"
"1",41,59156,1,"Mary Pardo",26
"2",1238,21822,2,"Sierra Easterwood",20
"3",13028,6866,2,"Kayson Boatner",20
"4",30138,74329,2,"Olivia Stansbury",20
"5",9004,75661,5,"Kaitlyn Stufft",19
"6",25,69356,6,"Paxton Scheurer",17
"7",598,78609,6,"Sydney Trees",17
"8",638,48840,6,"Hannah Marsteller",17
"9",728,16604,6,"Katie Crogan",17
"10",947,65322,6,"Tymber Riley",17
"11",11416,20095,6,"Ally Distler",17
"12",41,45489,12,"Abby Lien",16
"13",1085,67112,12,"Savana Rosson",16
"14",1097,84330,12,"Zoe Willis",16
"15",30051,52991,12,"Rikkelle Miller",16
"16",30177,24976,12,"Kasey Flores",16
"17",159,22539,17,"Morgan Elston",15
"18",734,14136,17,"Ally Clegg",15
"19",1116,70868,17,"Nicole Shano",15
"20",1170,45095,17,"Kylee Leonhardt",15
"21",1328,26735,17,"Maya Gallagher",15
"22",309,64227,22,"Lexy Rees",14
"23",696,58289,22,"Aaliyah Ortiz",14
"24",767,55456,22,"Diana Murtha",14
"25",1000,36886,22,"Macey Hughes",14
"26",1328,83627,22,"Calli Wibbenmeyer",14
"27",2814,26091,22,"Ashton Friend",14
"28",9630,65902,22,"Alli Robinson",14
"29",11403,52595,22,"Kenzie Middleton",14
"30",11416,8042,22,"Ashley Bradford",14
"31",30092,76827,22,"Kyleigh Taylor",14
"32",30128,79846,22,"Kaitlyn Van der zwaag",14
"33",30222,52550,22,"Selena Michko",14
"34",13,60877,34,"Sydney Pettus",13
"35",41,86032,34,"Delaney Young",13
"36",216,76838,34,"Lydia Taylor",13
"37",1156,29545,34,"Katie Gosker",13
"38",1314,30446,34,"Keelah Griffith",13
"39",1314,33312,34,"Paxtyn Hayes",13
"40",9223,51540,34,"Brianna Mcrae",13
"41",9754,8567,34,"Sawyer Brewster",13
"42",11403,57968,34,"Taylor Olsen",13
"43",11403,46990,34,"Piper Lujan",13
"44",11416,13581,34,"Nicole Christensen",13
"45",11416,31688,34,"Brandi Haller",13
"46",30051,79155,34,"Carly Turner",13
"47",30052,71954,34,"Madison Simmons",13
"48",30180,66470,34,"Abbey Rogers",13
"49",30180,82233,34,"Elexis Watson",13
"50",41,13719,50,"Torri Chute",12
"51",224,42372,50,"Paige Kortz",12
"52",507,56833,50,"Abby Nolte",12
"53",568,49062,50,"Allisha Martinez",12
"54",613,19452,50,"Jenna Devens",12
