"","team_id","player_id","rank","player","k_bb"
"1",391,12969,1,"Kya Matter","8.4"
"2",651,4102,2,"Georgina Corrick","7.9"
"3",454,10003,3,"Hannah James","7.3"
"4",391,4056,4,"Courtney Coppersmith","7.3"
"5",1356,14565,5,"Carley Nance","6.7"
"6",110,6159,6,"Megan Faraimo","6.1"
"7",454,20853,7,"Jenna Veber","6.1"
"8",116,7316,8,"Megan Giese","5.1"
"9",522,835,9,"Jordyn Bahl","5.0"
"10",626,913,10,"Maggie Balint","4.9"
"11",683,1808,11,"Dawn Bodrug","4.8"
"12",71,7697,12,"Payton Gottshall","4.7"
"13",8,6627,13,"Montana Fouts","4.7"
"14",742,17222,14,"Keely Rochard","4.6"
"15",147,20171,15,"Millie Thompson","4.5"
"16",539,15543,16,"Bailey Parshall","4.5"
"17",669,5129,17,"Steffany Dickerson","4.4"
"18",285,14667,18,"Kelly Nelson","4.4"
"19",742,11795,19,"Emma Lemley","4.3"
"20",14927,19674,21,"Emma Summers","4.3"
"21",77,19984,21,"Chloe Temples","4.3"
"22",646,8422,22,"Jenna Hardy","4.2"
"23",87,16944,23,"Karli Ricketts","4.1"
"24",37,15732,24,"Maddie Penta","4.1"
"25",739,16596,25,"Paige Rauch","4.1"
"26",671,18135,26,"Meghan Schorman","4.1"
"27",414,16247,27,"Brianna Pratt","4.0"
"28",111,9105,28,"Chrys Hildebrand","4.0"
"29",301,18599,29,"Sydney Sickels","4.0"
"30",352,14884,30,"Gabriella Nori","4.0"
"31",732,17867,31,"Sydney Sandez","4.0"
"32",112,3288,32,"Jada Cecil","4.0"
"33",418,19528,33,"Alex Storako","3.9"
"34",234,17837,34,"Kathryn Sandercock","3.9"
"35",774,6939,35,"Reily Galloway","3.9"
"36",10411,9512,36,"Hannah Houge","3.8"
"37",31,4919,37,"Chenise Delce","3.8"
"38",514,2877,38,"Sydney Campbell","3.8"
"39",521,13013,39,"Kelly Maxwell","3.8"
"40",2711,3660,40,"Morgan Clausen","3.7"
"41",10411,10685,41,"Alyssa Kelly","3.7"
"42",671,11422,42,"Kandra Lamb","3.7"
"43",115,18901,43,"Isabella Smith","3.7"
"44",528,13059,44,"Mariah Mazon","3.7"
"45",505,9076,45,"Lauryn Hicks","3.7"
"46",416,13786,46,"Ashley Miller","3.6"
"47",31,8180,47,"Mary Haff","3.6"
"48",485,17157,48,"Alexis Robinson","3.6"
"49",110,786,49,"Holly Azevedo","3.6"
"50",670,14399,50,"Jessica Mullins","3.6"
"51",147,2761,51,"Valerie Cagle","3.6"
"52",446,9732,52,"Anaya Hunte","3.5"
"53",646,11370,53,"Olivia Lackie","3.5"
"54",388,14696,54,"Sydney Nester","3.5"
"55",459,18249,55,"Morgan Scott","3.5"
"56",497,15843,56,"Ashley Peters","3.4"
"57",48,10506,57,"Annah Junge","3.4"
"58",772,14956,58,"Shelby Nunn","3.4"
"59",528,8179,59,"Sarah Haendiges","3.4"
"60",108,2361,60,"Kenedi Brown","3.4"
"61",771,2993,61,"Abby Carlin","3.3"
"62",164,19062,62,"Elise Sokolsky","3.3"
"63",51,1598,63,"Aliyah Binford","3.3"
"64",756,16064,64,"Gabbie Plain","3.2"
"65",371,15737,65,"Peyton Pepkowski","3.1"
"66",654,17414,66,"Rachel Rook","3.1"
"67",487,1610,67,"Maci Birdyshaw","3.0"
"68",249,11498,68,"Sierra Lange","3.0"
"69",68,759,69,"Lizzy Avery","3.0"
"70",518,8337,70,"Lexie Handley","3.0"
"71",1320,9031,71,"Morgan Hess","3.0"
"72",434,11219,72,"Laurin Krings","2.9"
"73",493,20802,73,"Paige Vargas","2.9"
"74",504,15353,74,"Kailyn Packard","2.9"
"75",2707,9531,75,"Mia Hoveland","2.9"
"76",458,21211,76,"Lindsey Walljasper","2.9"
"77",556,7938,77,"Tori Grifone","2.9"
"78",115,997,78,"Georgeanna Barefoot","2.9"
"79",61,7551,79,"Halyne Gonzales","2.9"
"80",464,13696,80,"Kamryn Meyer","2.8"
"81",596,15927,81,"Emily Phelan","2.8"
"82",28,12184,82,"Lindsay Lopez","2.8"
"83",1004,10246,83,"Jordan Johnson","2.8"
"84",102,1489,84,"Marissa Bertuccio","2.8"
"85",674,20844,85,"Alana Vawter","2.8"
"86",529,8382,86,"Stevie Hansen","2.8"
"87",460,22091,87,"Emily Winstead","2.8"
"88",368,21717,88,"Ryley White","2.8"
"89",649,11034,89,"Tori Kniesche","2.7"
"90",465,2181,90,"Jenny Bressler","2.7"
"91",222,17973,91,"Alayna Savaglio","2.7"
"92",509,21878,92,"Danielle Williams","2.7"
"93",655,22590,93,"Heather Zumo","2.6"
"94",1157,1412,94,"Melanie Bennett","2.6"
"95",193,22274,95,"Jala Wright","2.6"
"96",1004,1260,96,"Kayla Beaver","2.6"
"97",550,7900,97,"Olivia Grey","2.6"
"98",428,15669,98,"Autumn Pease","2.6"
"99",5,15894,99,"Lexie Petrof","2.6"
"100",68,1790,100,"Allison Boaz","2.6"
