"","team_id","player_id","rank","player","hr"
"1",782,1025,1,"Addison Barnard",33
"2",522,360,2,"Jocelyn Alo",32
"3",414,19148,3,"Karli Spaid",28
"4",522,10122,4,"Tiare Jennings",25
"5",756,10999,5,"Baylee Klingler",24
"6",458,20787,5,"Bailey Vannoy",24
"7",29,18758,5,"Allie Skaggs",24
"8",509,11910,8,"Rachel Lewis",23
"9",430,4664,9,"Mia Davidson",22
"10",522,12400,9,"Grace Lyons",22
"11",31,12559,9,"Linnie Malkin",22
"12",28,17846,12,"Cydney Sanders",21
"13",31,7289,13,"Danielle Gibson",20
"14",388,16383,13,"Saige Pye",20
"15",29,15393,13,"Sharlize Palacios",20
"16",37,5831,13,"Bri Ellis",20
"17",463,520,13,"Billie Andrews",20
"18",77,22521,18,"Violet Zavodnik",19
"19",504,21550,18,"Emmy Wells",19
"20",1157,3248,18,"Taylor Cates",19
"21",388,19429,18,"Mya Stevenson",19
"22",29,18266,18,"Carlie Scupin",19
"23",428,4983,18,"Natalie Denhartog",19
"24",487,19508,18,"Harley Stokes",19
"25",649,8265,18,"Cylie Halvorson",19
"26",459,7540,18,"Jordan Gontram",19
"27",473,9537,27,"Andrea Howard",18
"28",1395,2936,27,"Georgia Capell",18
"29",626,971,27,"Mac Barbara",18
"30",31,6966,27,"Hannah Gammill",18
"31",257,6369,27,"Lacey Fincher",18
"32",487,11449,27,"Georgia Land",18
"33",236,9594,27,"Rachel Hubertus",18
"34",47,8906,34,"Faith Hensley",17
"35",334,3754,34,"Erin Coffel",17
"36",257,14315,34,"Sara Mosley",17
"37",441,13313,34,"Maygen Mcgrath",17
"38",129,19370,34,"Shannon Stein",17
"39",472,12197,34,"Ramsay Lopez",17
"40",434,21589,34,"Kimberly Wert",17
"41",355,9609,34,"Caroline Hudson",17
"42",1320,9031,42,"Morgan Hess",16
"43",110,22116,42,"Delanie Wisz",16
"44",102,4795,42,"Lewa Day",16
"45",518,8168,42,"Sam Hackenbracht",16
"46",193,10612,42,"Jameson Kavel",16
"47",459,4423,42,"Delaney Cumbie",16
"48",497,6954,42,"Kailey Gamble",16
"49",28,20344,42,"Alynah Torres",16
"50",365,3613,42,"Georgia Clark",16
"51",683,821,42,"Corinne Badger",16
"52",102,21458,42,"Lexie Webb",16
"53",234,5698,42,"Michaela Edenfield",16
"54",539,11312,42,"Ally Kurland",16
"55",697,11718,55,"Haley Lee",15
"56",77,750,55,"Huntyr Ava",15
"57",317,18526,55,"Hannah Shifflett",15
"58",782,9003,55,"Neleigh Herring",15
"59",528,8310,55,"Frankie Hammoude",15
"60",465,21021,55,"April Visser",15
"61",257,10625,55,"Jayda Kearney",15
"62",128,3746,55,"Jada Cody",15
"63",782,13882,55,"Lauren Mills",15
"64",769,9717,55,"Bailey Huneycutt",15
"65",110,2088,55,"Maya Brady",15
"66",352,3460,55,"Jaelynn Chesson",15
