"","team_id","player_id","rank","player","h"
"1",200,85209,1,"Cassie Woods",74
"2",1179,61035,2,"Katie Phillips",70
"3",1400,48889,3,"Casey Martin",68
"4",60,18476,4,"Lexi Debace",66
"5",775,19660,4,"Dina Diblasio",66
"6",1064,311,4,"Aurora Adams",66
"7",549,81128,7,"Devin Waddell",65
"8",673,20827,7,"Mackenzie Doyle",65
"9",22626,14130,7,"Mackenzie Clee",65
"10",30197,29424,7,"Allie Gordon",65
"11",622,47400,11,"Abby Mace",64
"12",58,63113,12,"Carly Quint",63
"13",200,49668,12,"Brooke Matyasovsky",63
"14",22626,62840,12,"Jill Pulek",63
"15",278,8131,15,"Kat Brady",62
"16",570,14948,15,"Gabby Comeau",62
"17",750,73993,15,"Kaylie Springer",62
"18",804,42518,15,"Kaela Kraemer",62
"19",1062,83318,15,"Courtney White",62
"20",24317,18256,15,"Jordan Day",62
"21",30044,21311,15,"Susan Duncan",62
"22",30081,44804,15,"Madelyn Lehigh",62
"23",182,62207,23,"Claire Powell",61
"24",296,23747,23,"Megan Fast",61
"25",321,68448,23,"Rylea Sandel",61
"26",566,37685,23,"Dominque Irving",61
"27",717,74572,23,"Josie Steinberg",61
"28",793,49248,23,"Megan Maruna",61
"29",973,26249,23,"Morgan Frye",61
"30",973,37814,23,"Anna Jackson",61
"31",8567,15684,23,"Macy Cornelius",61
"32",30042,43642,23,"Gemma Landry",61
"33",21,25822,33,"Emma Fraser",60
"34",329,24389,33,"Eliza Filus",60
"35",442,7449,33,"Alyssa Borozan",60
"36",1050,65794,33,"Marissa Roberts",60
"37",1451,2651,33,"Brooke Atkins",60
"38",28749,85551,33,"Stella Wulker",60
"39",30038,54403,33,"Kaija Mork",60
"40",30038,41199,33,"Zoe Kinakin",60
"41",30044,71516,33,"Arizona Shreck",60
"42",30072,32871,33,"Ashleigh Hartwig",60
"43",30197,32178,33,"Haley Hanson",60
"44",139,121,44,"Caitlin Abernethy",59
"45",177,72745,44,"Grace Smith",59
"46",239,5102,44,"Jamie Belfer",59
"47",264,13676,44,"Samantha Chu",59
"48",297,82521,44,"Madisyn Webster",59
"49",424,18175,44,"Kj Davison",59
"50",565,43841,44,"Amanda Lanyon",59
"51",808,67700,44,"Sydney Russell",59
"52",973,37914,44,"Riley Jackson",59
"53",1050,36613,44,"Kalin Hubble",59
"54",2798,27767,44,"Ivy Geloso",59
"55",22626,37363,44,"Julia Huzi",59
"56",297,56368,56,"Emma Newton",58
"57",382,45493,56,"Giovanna Liggett",58
"58",597,9427,56,"Taylor Brunn",58
"59",759,16783,56,"Katie Croxall",58
"60",798,65448,56,"Hannah Ritter",58
"61",1064,57783,56,"Bailey Olaveson",58
"62",1064,8248,56,"Taylor Brandt",58
"63",1179,59680,56,"Baily Paul",58
"64",1297,25474,56,"Mari Foster",58
"65",1400,39689,56,"Kelly Jurden",58
"66",58,5177,66,"Megan Bell",57
"67",60,23792,66,"Allie Fauth",57
"68",114,21445,66,"Sydney Duong",57
"69",200,68611,66,"Julia Sangiovanni",57
"70",215,15220,66,"Olivia Conti",57
"71",344,41643,66,"Josie Klein",57
"72",452,33477,66,"Grace Heath",57
"73",515,54675,66,"Cat Moruzzi",57
"74",542,40685,66,"Ashlyn Kennedy",57
"75",570,78239,66,"Jessica Torch",57
"76",615,2589,66,"Shreya Ashok",57
"77",622,84590,66,"Lindsey Windsor",57
"78",745,55514,66,"Caitlin Myers",57
"79",973,83349,66,"Katie White",57
"80",8911,48951,66,"Lexi Martin",57
"81",21830,74542,66,"Rebekah Stegmayer",57
"82",30037,78706,66,"Ellie Trine",57
"83",30044,80926,66,"Peyton Vivian",57
"84",30081,64351,66,"Steph Reider",57
"85",30160,32959,66,"Hannah Haskell",57
"86",30197,39270,66,"Ellie Jones",57
"87",84,31182,87,"Carlee Guyett",56
"88",259,51947,87,"Mckenzie Melvin",56
"89",409,20852,87,"Alyssa Drake",56
"90",622,52455,87,"Lauren Meyers",56
"91",640,54974,87,"Allie Mulhern",56
"92",23260,48458,87,"Grayce Marcum",56
"93",30084,39063,87,"Sarah Johnson",56
"94",21,79381,94,"Haley Ullrich",55
"95",42,63898,94,"Lexi Rayborn",55
"96",114,6042,94,"Hannah Biddlecom",55
"97",126,38842,94,"Emma Johnson",55
"98",475,66740,94,"Jackie Rometo",55
"99",567,1105,94,"Collette Allen",55
"100",595,73782,94,"Gabby Spencer",55
"101",795,43916,94,"Kyra Lard",55
"102",1111,7903,94,"Mia Boyd",55
"103",1451,84707,94,"Ashley Wire",55
"104",8981,14997,94,"Raven Comtois",55
"105",30081,42579,94,"Maddie Krantz",55
