"","team_id","player_id","rank","player","avg"
"1",522,360,1,"Jocelyn Alo","0.526"
"2",782,13380,2,"Sydney Mckinney","0.511"
"3",30024,3045,3,"Madison Carr","0.453"
"4",14927,3261,4,"Cheyenne Cavanaugh","0.451"
"5",287,5683,5,"Shelby Echols","0.448"
"6",31,7289,6,"Danielle Gibson","0.445"
"7",522,3816,7,"Jayda Coleman","0.444"
"8",503,10666,8,"Katie Keller","0.443"
"9",366,17690,9,"Sierra Sacco","0.441"
"10",553,6340,10,"Biviana Figueroa","0.438"
"11",388,8470,11,"Aly Harrell","0.437"
"12",393,11212,11,"Tatum Kresley","0.437"
"13",169,22023,13,"Kailey Wilson","0.436"
"14",51,22036,13,"Mckenzie Wilson","0.436"
"15",756,10999,15,"Baylee Klingler","0.434"
"16",68,17405,16,"Kayla Roncin","0.431"
"17",28,71,17,"Yannira Acuna","0.429"
"18",559,1284,17,"Rachel Becker","0.429"
"19",513,7146,19,"Karina Gaskins","0.428"
"20",600,17681,20,"Mekenzie Saban","0.427"
"21",26172,5756,21,"Pal Egan","0.426"
"22",655,7626,21,"Cameron Goodman","0.426"
"23",620,5816,23,"Brooke Ellestad","0.425"
"24",28,17846,24,"Cydney Sanders","0.424"
"25",334,3754,25,"Erin Coffel","0.420"
"26",149,20102,26,"Makiya Thomas","0.419"
"27",671,6156,27,"Kayla Falterman","0.418"
"28",522,12400,28,"Grace Lyons","0.416"
"29",10411,10313,28,"Summer Johnson","0.416"
"30",175,18189,30,"Emma Schutter","0.414"
"31",363,16153,30,"Jaden Pone","0.414"
"32",414,19148,32,"Karli Spaid","0.413"
"33",257,14315,32,"Sara Mosley","0.413"
"34",697,11718,34,"Haley Lee","0.410"
"35",655,12904,34,"Aeriyl Mass","0.410"
"36",7,5018,34,"Kindall Deramus","0.410"
"37",175,4580,34,"Emily Daniel","0.410"
"38",43,15263,38,"Lexi Osowski-anderson","0.408"
"39",314,19450,38,"Lauren Stewart","0.408"
"40",334,11173,38,"Kayla Kowalik","0.408"
"41",77,22521,41,"Violet Zavodnik","0.407"
"42",77,750,41,"Huntyr Ava","0.407"
"43",107,18948,43,"Makena Smith","0.406"
"44",110,22116,44,"Delanie Wisz","0.405"
"45",312,3117,44,"Nia Carter","0.405"
"46",97,4928,46,"Megan Delgadillo","0.404"
"47",473,9537,47,"Andrea Howard","0.403"
"48",248,4537,47,"Taylor Dadig","0.403"
"49",522,1896,49,"Rylie Boone","0.402"
"50",497,3725,50,"Lexi Cobb","0.401"
"51",306,1140,51,"Cora Bassett","0.400"
"52",367,7858,51,"Carmyn Greenwood","0.400"
"53",539,11981,51,"Cassie Lindmark","0.400"
"54",603,10043,51,"London Jarrard","0.400"
"55",1395,2936,55,"Georgia Capell","0.399"
"56",671,2865,55,"Jourdyn Campbell","0.399"
"57",703,10072,55,"Janae Jefferson","0.399"
"58",782,1025,58,"Addison Barnard","0.398"
"59",587,17831,58,"Kyleigh Sand","0.398"
"60",77,21948,60,"Taylei Williams","0.397"
"61",1104,14793,60,"Gianna Nicoletti","0.397"
"62",90,3684,60,"Jessica Clements","0.397"
"63",772,4764,60,"Taylor Davis","0.397"
"64",47,8906,64,"Faith Hensley","0.396"
"65",626,971,65,"Mac Barbara","0.395"
"66",305,15865,65,"Bella Peterson","0.395"
"67",695,6825,65,"Kaci Fuller","0.395"
"68",522,10122,68,"Tiare Jennings","0.394"
"69",631,20452,68,"Ashley Trierweiler","0.394"
"70",255,768,70,"Patricia Awald","0.393"
"71",317,18526,70,"Hannah Shifflett","0.393"
"72",742,17036,70,"Emma Ritter","0.393"
"73",485,14123,70,"Imani Moore","0.393"
"74",66,8235,74,"Kelsey Hall","0.392"
"75",193,6587,74,"Kristina Foreman","0.392"
"76",110,15754,74,"Briana Perez","0.392"
"77",487,2246,74,"Emma Broadfoot","0.392"
"78",692,2467,74,"Haeli Bryson","0.392"
"79",404,14300,74,"Gracie Morton","0.392"
"80",235,6138,74,"Kendra Falby","0.392"
"81",361,12376,74,"Camryn Lyman","0.392"
"82",782,12288,82,"Lauren Lucas","0.391"
"83",1004,8533,82,"Tremere Harris","0.391"
"84",301,19377,82,"Avrey Steiner","0.391"
"85",176,10213,85,"Brooke Johnson","0.389"
"86",31,18601,85,"Kb Sides","0.389"
"87",649,3064,85,"Rozelyn Carrillo","0.389"
"88",513,11238,85,"Jane Kronenberger","0.389"
"89",229,1482,89,"Sara Berthiaume","0.388"
"90",465,14180,89,"Sofia Morales","0.388"
"91",659,10028,91,"Jenny Jansen","0.387"
"92",68,6979,91,"Emily Gant","0.387"
"93",433,21742,91,"Tate Whitley","0.387"
"94",235,21206,94,"Skylar Wallace","0.386"
"95",116,9643,94,"Erin Hufford","0.386"
"96",458,20787,96,"Bailey Vannoy","0.385"
"97",1157,3248,96,"Taylor Cates","0.385"
"98",2678,9954,96,"Samaria Jackson","0.385"
"99",31,12559,99,"Linnie Malkin","0.384"
"100",528,8310,99,"Frankie Hammoude","0.384"
"101",315,17156,99,"Addie Robinson","0.384"
