"","team_id","player_id","rank","player","sb"
"1",765,51959,1,"Madison Melvin",50
"2",30002,65971,2,"Lenna Robinson",48
"3",30050,13540,3,"Carly Chovanec",47
"4",25,45120,4,"Ashlyn Lerma",46
"5",696,40570,5,"Loren Kelly",45
"6",1245,15413,6,"Courtlynn Cooney",44
"7",422,75559,7,"Kirsten Stroud",41
"8",291,32621,8,"Micaela Harris",39
"9",70,14287,9,"Alyssa Cloutier",38
"10",437,15192,9,"Steph Conrade",38
"11",568,12295,11,"Jessi Case",37
"12",243,28324,12,"Laura Gilford",35
"13",2720,30350,12,"Isabel Griego",35
"14",24639,72623,12,"Alexis Smith",35
"15",1000,73298,15,"Leah Sohm",34
"16",12830,47593,15,"Mya Maddox",34
"17",1013,66940,17,"Hannah Rose",33
"18",358,49566,18,"Cassie Matlock",32
"19",628,79792,18,"Brylynn Vallejos",32
"20",1000,32552,18,"Emily Harris",32
"21",1460,54049,18,"Lexi Moore",32
"22",11740,36470,22,"Teala Howard",31
"23",230,83019,23,"Mikayla Wessel",30
"24",358,28398,23,"Kelsie Gilliam",30
"25",9680,38973,23,"Lia Johnson",30
"26",30154,13108,23,"Kenzie Chappell",30
"27",9004,51816,27,"Kiara Meikle",29
"28",24639,43324,27,"Sydney Lageyre",29
"29",30052,72190,27,"Olivia Sinquefield",29
"30",197,12733,30,"Sofia Cecchin",28
"31",638,53200,30,"Katelyn Minney",28
"32",1071,84144,30,"Lexi Williams",28
"33",24639,84237,30,"Tia Williams",28
"34",30119,71160,30,"Madison Shemwell",28
"35",30146,72973,30,"Olivia Smith",28
"36",10,7306,36,"Shelby Booker",27
"37",360,50256,36,"Riley Mcclellan",27
"38",422,64345,36,"Erielle Reid",27
"39",8956,53300,36,"Kristin Miscia",27
"40",13302,14982,36,"Aliyah Compton",27
"41",55,51434,41,"Taylor Mcneal",26
"42",636,4904,41,"Destiny Beckham",26
"43",1462,75563,41,"Sara Stroud",26
"44",15646,8199,41,"Savannah Branch",26
"45",30177,85665,41,"Savannah Wysocki",26
"46",30202,30175,41,"Sammie Greene",26
"47",55,45321,47,"Deyonce Lewis",25
"48",197,80626,47,"Reilly Vicendese",25
"49",422,14349,47,"Kiara Cobb",25
"50",591,27983,47,"Sarah Gersch",25
"51",767,67445,47,"Brittni Rufus",25
"52",996,22107,47,"Khmari Edwards",25
"53",1000,15585,47,"Natalie Corbin",25
"54",1314,43487,47,"Taylor Lambert",25
"55",3,71539,55,"Zee zee Shreter",24
"56",92,79707,55,"Claudia Valencia",24
"57",159,32592,55,"Laura Harris",24
"58",309,56463,55,"Megan Nichols",24
"59",995,41652,55,"Jessica Klein",24
"60",1059,60245,55,"Maddy Pepke",24
"61",1346,13593,55,"Bari Christian",24
"62",347,44710,62,"Raelynn Lee",23
"63",357,65039,62,"Irlynn Richardson",23
"64",584,78831,62,"Ashley Troutman",23
"65",598,79948,62,"Raven Vanden langenberg",23
"66",628,18849,62,"Lehua Deleon",23
"67",1071,81846,62,"Abbey Ward",23
"68",1257,85511,62,"Mallena Wright",23
"69",1433,80687,62,"Kim Vidlak",23
"70",1433,10014,62,"Kortney Buresh",23
"71",1460,74951,62,"Tristyn Stewart",23
"72",9012,80147,62,"Yazmin Vargas",23
"73",30063,50265,62,"Nichole Mcclendon",23
"74",30125,71634,62,"Kiera Shwaluk",23
"75",339,75077,75,"Brianna Stocklin",22
"76",407,16378,75,"Alexis Crawford",22
"77",701,9250,75,"Nya Brown",22
"78",1012,67160,75,"Aliyah Rothstein",22
"79",1057,77849,75,"Abby Tiemann",22
"80",1072,9164,75,"Kelci Brown",22
"81",1170,54119,75,"Savannah Moorefield",22
"82",1274,55053,75,"Emma Mulligan",22
"83",9004,66302,75,"Jadalyn Rodriguez",22
"84",9223,83927,75,"Lexis Wilkinson",22
"85",11276,19516,75,"Jena Dewalt",22
"86",30119,47573,75,"Allison Madden",22
"87",30125,57651,75,"Jamie Odlum",22
"88",13,2900,88,"Keyatta Ayers",21
"89",70,940,88,"Aseyah Alexander",21
"90",174,54199,88,"Sharon Morales",21
"91",197,51140,88,"Brooke Mckeown",21
"92",383,76520,88,"Ellie Tallman",21
"93",395,71364,88,"Taylor Shingler",21
"94",1238,375,88,"Kinley Adams",21
"95",1274,35937,88,"Ivy Hommel",21
"96",1438,48160,88,"Kayla Mancuso",21
"97",2814,51590,88,"Marrit Mead",21
"98",30125,40043,88,"Jazmin Karunungan",21
"99",30127,57712,88,"Alex Ogg",21
"100",30153,38500,88,"Morgan Jennings",21
"101",30153,81848,88,"Alyssa Ward",21
"102",30198,1589,88,"Nikki Andelin",21
