"","team_id","player_id","rank","player","so"
"1",651,15787,1,"Georgina Corrick",409
"2",71,29606,2,"Payton Gottshall",370
"3",742,66090,3,"Keely Rochard",326
"4",509,84048,4,"Danielle Williams",323
"5",418,75242,5,"Alex Storako",300
"6",521,49765,5,"Kelly Maxwell",300
"7",388,56175,7,"Sydney Nester",294
"8",10411,36324,8,"Hannah Houge",292
"9",464,52429,9,"Kamryn Meyer",287
"10",363,3053,9,"Sydney Backstrom",287
"11",459,70138,11,"Morgan Scott",286
"12",683,6941,12,"Dawn Bodrug",282
"13",110,23592,13,"Megan Faraimo",281
"14",8,25535,14,"Montana Fouts",275
"15",518,32014,15,"Lexie Handley",271
"16",37,60226,16,"Maddie Penta",269
"17",774,26813,17,"Reily Galloway",267
"18",626,3500,18,"Maggie Balint",266
"19",649,41879,19,"Tori Kniesche",255
"20",670,55071,20,"Jessica Mullins",247
"21",416,52801,21,"Ashley Miller",244
"22",716,38969,22,"Leanna Johnson",242
"23",676,83757,23,"Kassidy Wilbur",237
"24",454,38109,24,"Hannah James",234
"25",310,86379,25,"Kara Zazzaro",232
"26",285,56061,26,"Kelly Nelson",228
"27",817,9768,27,"Elle Buffenbarger",224
"28",108,9170,27,"Kenedi Brown",224
"29",249,43751,29,"Sierra Lange",223
"30",528,49940,30,"Mariah Mazon",221
"31",654,66812,30,"Rachel Rook",221
"32",391,15550,32,"Courtney Coppersmith",219
"33",112,12742,32,"Jada Cecil",219
"34",465,8515,34,"Jenny Bressler",216
"35",550,30333,35,"Olivia Grey",214
"36",255,55994,36,"Blake Neleman",212
"37",703,20333,36,"Hailey Dolcini",212
"38",539,59420,38,"Bailey Parshall",211
"39",148,35922,38,"Melissa Holzopfel",211
"40",756,61582,40,"Gabbie Plain",210
"41",742,44939,41,"Emma Lemley",209
"42",646,43227,42,"Olivia Lackie",208
"43",1320,30162,43,"Jenna Greene",201
"44",504,58735,44,"Kailyn Packard",198
"45",301,71664,44,"Sydney Sickels",198
"46",370,60352,46,"Jenna Perez",195
"47",111,34796,47,"Chrys Hildebrand",194
"48",68,2811,48,"Lizzy Avery",191
"49",522,3158,49,"Jordyn Bahl",189
"50",222,68995,50,"Alayna Savaglio",188
"51",31,18824,50,"Chenise Delce",188
"52",1004,38902,52,"Jordan Johnson",185
"53",434,42722,52,"Laurin Krings",185
"54",257,40862,54,"Madison Kerpics",184
"55",349,5429,55,"Laura Bennett",183
"56",671,69700,55,"Meghan Schorman",183
"57",30136,83172,57,"Amanda Weyh",182
"58",587,80642,58,"Jaden Vickers",181
"59",164,73316,59,"Elise Sokolsky",180
"60",219,80598,59,"Izzy Vetter",180
"61",199,44517,61,"Alyssa Leblanc",179
"62",149,4733,61,"Kaitlin Beasley-polko",179
"63",128,48145,63,"Gianna Mancha",178
"64",460,84701,64,"Emily Winstead",177
"65",391,49603,64,"Kya Matter",177
"66",116,28202,64,"Megan Giese",177
"67",625,56280,67,"Mckenzie Newcomb",175
"68",508,36051,67,"Sage Hoover",175
"69",147,10803,67,"Valerie Cagle",175
"70",193,74097,70,"Peyton St george",172
"71",669,19721,70,"Steffany Dickerson",172
"72",556,30462,70,"Tori Grifone",172
"73",1157,5441,73,"Melanie Bennett",171
"74",414,62369,74,"Brianna Pratt",170
"75",661,56335,74,"Josie Newman",170
"76",414,80709,76,"Courtney Vierstra",168
"77",102,5808,76,"Marissa Bertuccio",168
"78",739,63848,78,"Paige Rauch",167
"79",371,60247,79,"Peyton Pepkowski",166
"80",331,44507,80,"Jessica Lebeau",164
"81",514,11250,80,"Sydney Campbell",164
"82",2678,30137,80,"Sydney Green",164
"83",294,63356,83,"Haley Rainey",163
"84",674,80292,84,"Alana Vawter",162
"85",600,80571,84,"Grace Vesco",162
"86",505,34684,84,"Lauryn Hicks",162
"87",664,44870,87,"Morgan Leinstock",161
"88",115,72785,88,"Isabella Smith",159
"89",234,68475,88,"Kathryn Sandercock",159
"90",719,61699,90,"Samantha Pochop",158
"91",428,59932,91,"Autumn Pease",157
"92",2711,2242,91,"Halle Arends",157
"93",473,45742,93,"Amber Linton",156
"94",129,44835,93,"Grace Lehto",156
"95",1004,4788,93,"Kayla Beaver",156
"96",463,24181,93,"Olivia Ferrell",156
"97",497,60651,97,"Ashley Peters",155
"98",97,75989,98,"Myka Sutherlin",154
"99",87,65136,99,"Karli Ricketts",153
"100",671,43443,100,"Kandra Lamb",152
"101",2699,9525,100,"Madison Bryant",152
"102",31,31369,100,"Mary Haff",152
"103",493,80135,100,"Paige Vargas",152
