"","team_id","player_id","rank","player","hr"
"1",139,33021,1,"Kaitlyn Hasty",19
"2",622,47412,2,"Abby Mace",18
"3",200,49681,3,"Brooke Matyasovsky",17
"4",420,67604,4,"Noelle Ruschil",15
"5",1297,50911,4,"Erin Mcgrath",15
"6",22626,26858,4,"Kaelani Gamble",15
"7",21,79404,7,"Haley Ullrich",13
"8",139,65752,7,"Bailey Roberts",13
"9",168,10627,7,"Lizzy Byers",13
"10",973,26254,7,"Morgan Frye",13
"11",1036,62317,7,"Jess Pozezinski",13
"12",1094,68557,7,"Sydney Sandifer",13
"13",1094,25505,7,"Claire Fountain",13
"14",215,15223,14,"Olivia Conti",12
"15",567,1105,14,"Collette Allen",12
"16",601,41763,14,"Allie Klonowski",12
"17",750,45705,14,"Ella Link",12
"18",966,73447,14,"Megan Sooy",12
"19",75,84571,19,"Sarah Wimer",11
"20",263,71943,19,"Kassie Simmons",11
"21",467,67041,19,"Daelyn Ross",11
"22",565,4502,19,"Rilee Baughan",11
"23",1094,78153,19,"Sharon Tomei",11
"24",22626,31079,19,"Meaghan Gurska",11
"25",203,43849,25,"Sierra Lantz",10
"26",321,68468,25,"Rylea Sandel",10
"27",382,45505,25,"Giovanna Liggett",10
"28",549,8168,25,"Hannah Brajkovich",10
"29",745,72185,25,"Julia Sinnett",10
"30",973,37823,25,"Anna Jackson",10
"31",1094,43254,25,"Katie Ladd",10
"32",1094,62155,25,"Kamryn Potter",10
"33",24317,18260,25,"Jordan Day",10
"34",30064,28494,25,"Abbey Ginter",10
"35",30197,29430,25,"Allie Gordon",10
"36",122,77415,36,"Liv Thomas",9
"37",139,30037,36,"Brooke Greaver",9
"38",139,17155,36,"Katie Currin",9
"39",177,8320,36,"Drew Bratcher",9
"40",182,10905,36,"Annabelle Calderon",9
"41",300,58907,36,"Colleen Palczynski",9
"42",443,71796,36,"Emily Silberman",9
"43",789,41429,36,"Mara Kipnis",9
"44",1062,17016,36,"Tauryn Cummings",9
"45",1112,63885,36,"Caitlyn Ray",9
"46",1454,77421,36,"Maddy Thomas",9
"47",8404,60959,36,"Jocelyn Pfleiger",9
"48",8911,48964,36,"Lexi Martin",9
"49",8981,15000,36,"Raven Comtois",9
"50",22235,1755,36,"Riley Anderson",9
"51",22626,62856,36,"Jill Pulek",9
"52",27892,70976,36,"Lyndsey Shaw",9
"53",28593,2597,36,"Jada Askew",9
"54",30040,32151,36,"Jordan Hansen",9
"55",139,62673,55,"Sarah Proctor",8
"56",160,61256,55,"Becky Pieroni",8
"57",200,75119,55,"Carley Stoker",8
"58",227,29868,55,"Molly Grass",8
"59",259,86296,55,"Morgan Zane",8
"60",271,34534,55,"Karis Hessert",8
"61",296,23752,55,"Megan Fast",8
"62",300,40988,55,"Ava Khoury",8
"63",382,22973,55,"Amaya Esparza",8
"64",385,9140,55,"Jess Brown",8
"65",385,40216,55,"Rachel Kazmirski",8
"66",452,66923,55,"Alyssa Rose",8
"67",496,48038,55,"Alyssa Malicki",8
"68",526,70562,55,"Julia Serena",8
"69",622,84618,55,"Lindsey Windsor",8
"70",727,68949,55,"Karson Saunders",8
"71",750,37522,55,"Sydney Illg",8
"72",750,82598,55,"Tarah Wehde",8
"73",973,83375,55,"Katie White",8
"74",1036,79600,55,"Claudia Utz",8
"75",1050,36622,55,"Kalin Hubble",8
"76",1164,36207,55,"Hannah Hornsby",8
"77",17094,72699,55,"Candice Smith",8
"78",30111,40189,55,"Lauren Kay",8
"79",30197,39279,55,"Ellie Jones",8
"80",21,23517,80,"Hannah Falejczyk",7
"81",73,55758,80,"Haley Nash",7
"82",177,72766,80,"Grace Smith",7
"83",182,3568,80,"Maggie Ballentine",7
"84",192,9191,80,"Lauren Brown",7
"85",192,12663,80,"Cayla Cavanagh",7
"86",200,68631,80,"Julia Sangiovanni",7
"87",265,19835,80,"Hannah Dietz",7
"88",300,42946,80,"Jen Kuhn",7
"89",329,24394,80,"Eliza Filus",7
"90",341,55833,80,"Katheryn Navarro",7
"91",344,41654,80,"Josie Klein",7
"92",398,60170,80,"Katia Pendowski",7
"93",443,82603,80,"Brooke Wehr",7
"94",492,72797,80,"Jamie Smith",7
"95",542,52569,80,"Caiti Mickles",7
"96",581,56433,80,"Bailey Nicholoff",7
"97",614,62596,80,"Abby Primus",7
"98",733,59701,80,"Kaitlyn Paul",7
"99",793,49261,80,"Megan Maruna",7
"100",793,22855,80,"Sadie Erickson",7
"101",803,43030,80,"Lexy Kupczak",7
"102",807,45537,80,"Molly Likins",7
"103",1062,46779,80,"Delanie Loya",7
"104",1062,47597,80,"Tristen Maddox",7
"105",1064,8248,80,"Taylor Brandt",7
"106",1064,57798,80,"Bailey Olaveson",7
"107",1111,7903,80,"Mia Boyd",7
"108",1255,53156,80,"Abby Miner",7
"109",1451,44094,80,"Mackenzie Latess",7
"110",1454,27824,80,"Rylee Gentner",7
"111",1454,52111,80,"Heather Menzer",7
"112",1468,5338,80,"Samantha Bendig",7
"113",2798,74770,80,"Jess Stettinger",7
"114",2810,71937,80,"Jaelyn Simmons",7
"115",8404,4220,80,"Cailyn Barthlow",7
"116",8486,36086,80,"Katie Hopkins",7
"117",21830,76813,80,"Kara Taylor",7
"118",22235,8029,80,"Olivia Brackin",7
"119",22235,28306,80,"Samantha Gildersleeve",7
"120",22626,1549,80,"Caroline Amorelli",7
"121",30037,55244,80,"Taylor Murdock",7
"122",30044,71536,80,"Arizona Shreck",7
"123",30044,21315,80,"Susan Duncan",7
"124",30219,851,80,"Sari Albury",7
