"","team_id","player_id","rank","player","hr"
"1",782,3912,1,"Addison Barnard",33
"2",522,1274,2,"Jocelyn Alo",32
"3",414,73647,3,"Karli Spaid",28
"4",522,38506,4,"Tiare Jennings",25
"5",29,72285,5,"Allie Skaggs",24
"6",458,80055,5,"Bailey Vannoy",24
"7",756,41743,5,"Baylee Klingler",24
"8",509,45395,8,"Rachel Lewis",23
"9",31,48055,9,"Linnie Malkin",22
"10",430,17880,9,"Mia Davidson",22
"11",522,47310,9,"Grace Lyons",22
"12",28,68490,12,"Cydney Sanders",21
"13",29,58891,13,"Sharlize Palacios",20
"14",31,28131,13,"Danielle Gibson",20
"15",37,22440,13,"Bri Ellis",20
"16",388,62956,13,"Saige Pye",20
"17",463,1835,13,"Billie Andrews",20
"18",29,70197,18,"Carlie Scupin",19
"19",77,86364,18,"Violet Zavodnik",19
"20",388,74849,18,"Mya Stevenson",19
"21",428,19128,18,"Natalie Denhartog",19
"22",459,29048,18,"Jordan Gontram",19
"23",487,75131,18,"Harley Stokes",19
"24",504,82827,18,"Emmy Wells",19
"25",649,31746,18,"Cylie Halvorson",19
"26",1157,12611,18,"Taylor Cates",19
"27",31,26894,27,"Hannah Gammill",18
"28",236,36636,27,"Rachel Hubertus",18
"29",257,24420,27,"Lacey Fincher",18
"30",473,36407,27,"Andrea Howard",18
"31",487,43589,27,"Georgia Land",18
"32",626,3726,27,"Mac Barbara",18
"33",1395,11452,27,"Georgia Capell",18
"34",47,34081,34,"Faith Hensley",17
"35",129,74586,34,"Shannon Stein",17
"36",257,54749,34,"Sara Mosley",17
"37",334,14424,34,"Erin Coffel",17
"38",355,36696,34,"Caroline Hudson",17
"39",434,82986,34,"Kimberly Wert",17
"40",441,50915,34,"Maygen Mcgrath",17
"41",472,46452,34,"Ramsay Lopez",17
"42",28,78306,42,"Alynah Torres",16
"43",102,18269,42,"Lewa Day",16
"44",102,82456,42,"Lexie Webb",16
"45",110,84804,42,"Delanie Wisz",16
"46",193,40168,42,"Jameson Kavel",16
"47",234,21996,42,"Michaela Edenfield",16
"48",365,13937,42,"Georgia Clark",16
"49",459,16985,42,"Delaney Cumbie",16
"50",497,26859,42,"Kailey Gamble",16
"51",518,31320,42,"Sam Hackenbracht",16
"52",539,43043,42,"Ally Kurland",16
"53",683,3078,42,"Corinne Badger",16
"54",1320,34525,42,"Morgan Hess",16
"55",28,34871,55,"Jazmine Hill",15
"56",77,2782,55,"Huntyr Ava",15
"57",110,8138,55,"Maya Brady",15
"58",128,14409,55,"Jada Cody",15
"59",147,46131,55,"Alia Logoleo",15
"60",234,32291,55,"Kalei Harding",15
"61",257,40236,55,"Jayda Kearney",15
"62",317,71322,55,"Hannah Shifflett",15
"63",352,13361,55,"Jaelynn Chesson",15
"64",365,75943,55,"Shelbi Sunseri",15
"65",367,66065,55,"Taylor Roby",15
"66",414,17017,55,"Allie Cummins",15
"67",465,80923,55,"April Visser",15
"68",505,51137,55,"Kendyl Mckeough",15
"69",528,31934,55,"Frankie Hammoude",15
"70",529,11731,55,"Ariel Carlson",15
"71",697,44651,55,"Haley Lee",15
"72",731,38653,55,"Gabriella Jimenez",15
"73",756,37272,55,"Madison Huskey",15
"74",769,37053,55,"Bailey Huneycutt",15
"75",782,34428,55,"Neleigh Herring",15
"76",782,39458,55,"Zoe Jones",15
"77",782,53101,55,"Lauren Mills",15
"78",1356,55687,55,"Carley Nance",15
"79",10411,17750,55,"Peyton Darnell",15
"80",28,267,80,"Yannira Acuna",14
"81",31,22504,80,"Taylor Ellsworth",14
"82",193,25317,80,"Kristina Foreman",14
"83",257,42989,80,"Sydney Kuma",14
"84",311,63580,80,"Mikayla Ramos",14
"85",334,119,80,"Renee Abernathy",14
"86",367,30207,80,"Carmyn Greenwood",14
"87",430,23371,80,"Matalasi Faapito",14
"88",434,84359,80,"Brooke Wilmes",14
"89",490,54520,80,"Logan Morris",14
"90",522,22289,80,"Lynnsie Elam",14
"91",522,8750,80,"Alyssa Brito",14
"92",563,51353,80,"Cori Mcmillan",14
"93",648,62393,80,"Katie Prebble",14
"94",694,53071,80,"Kiki Milloy",14
"95",706,23063,80,"Marena Estell",14
"96",716,36190,80,"Kelly Horne",14
"97",1104,24331,80,"Kristin Fifield",14
"98",1104,13202,80,"Denae Chatman",14
"99",27,36378,99,"Kayt Houston",13
"100",28,66638,99,"Jazmyn Rollin",13
"101",31,71687,99,"Kb Sides",13
"102",43,58423,99,"Lexi Osowski-anderson",13
"103",66,31623,99,"Kelsey Hall",13
"104",66,43423,99,"Kelsey Lalor",13
"105",107,31501,99,"Sona Halajian",13
"106",107,72923,99,"Makena Smith",13
"107",147,10803,99,"Valerie Cagle",13
"108",176,38803,99,"Brooke Johnson",13
"109",199,44517,99,"Alyssa Leblanc",13
"110",201,16369,99,"Hannah Cravens",13
"111",277,40152,99,"Nawai Kaupe",13
"112",288,69818,99,"Becca Schulte",13
"113",306,4341,99,"Cora Bassett",13
"114",366,30115,99,"Madie Green",13
"115",388,32481,99,"Aly Harrell",13
"116",414,6671,99,"Holly Blaska",13
"117",434,17547,99,"Kara Daly",13
"118",466,38402,99,"Aaliyah Jenkins",13
"119",504,20255,99,"Mya Dodge",13
"120",513,27525,99,"Karina Gaskins",13
"121",522,38734,99,"Jana Johns",13
"122",600,48749,99,"Rachel Marsden",13
"123",649,49429,99,"Cheyanne Masterson",13
"124",661,23460,99,"Lexi Fair",13
"125",671,43753,99,"Alexa Langeliers",13
"126",671,33490,99,"Karly Heath",13
"127",676,33533,99,"Sydnee Hebert",13
"128",688,12271,99,"Neli Casares-maher",13
"129",693,61048,99,"Kaili Phillips",13
"130",694,62884,99,"Zaida Puni",13
"131",694,18021,99,"Ivy Davis",13
"132",697,17408,99,"Katie Dack",13
"133",28755,17967,99,"Cana Davis",13
