"","team_id","player_id","rank","player","slg"
"1",522,360,1,"Jocelyn Alo","1.227"
"2",782,1025,2,"Addison Barnard","1.036"
"3",28,17846,3,"Cydney Sanders","0.958"
"4",756,10999,4,"Baylee Klingler","0.948"
"5",414,19148,5,"Karli Spaid","0.931"
"6",522,10122,6,"Tiare Jennings","0.900"
"7",77,22521,6,"Violet Zavodnik","0.900"
"8",522,12400,8,"Grace Lyons","0.880"
"9",473,9537,9,"Andrea Howard","0.875"
"10",31,12559,10,"Linnie Malkin","0.870"
"11",28,71,11,"Yannira Acuna","0.857"
"12",458,20787,12,"Bailey Vannoy","0.854"
"13",31,7289,13,"Danielle Gibson","0.852"
"14",1157,3248,14,"Taylor Cates","0.851"
"15",1320,9031,15,"Morgan Hess","0.848"
"16",504,21550,16,"Emmy Wells","0.836"
"17",509,11910,17,"Rachel Lewis","0.832"
"18",782,13380,18,"Sydney Mckinney","0.830"
"19",430,4664,18,"Mia Davidson","0.830"
"20",1395,2936,20,"Georgia Capell","0.829"
"21",334,3754,21,"Erin Coffel","0.828"
"22",367,7858,22,"Carmyn Greenwood","0.823"
"23",169,22023,23,"Kailey Wilson","0.812"
"24",47,8906,23,"Faith Hensley","0.812"
"25",671,11499,25,"Alexa Langeliers","0.809"
"26",388,19429,26,"Mya Stevenson","0.806"
"27",626,971,27,"Mac Barbara","0.802"
"28",317,18526,28,"Hannah Shifflett","0.800"
"29",513,7146,29,"Karina Gaskins","0.797"
"30",29,18758,29,"Allie Skaggs","0.797"
"31",388,16383,31,"Saige Pye","0.795"
"32",26172,5756,32,"Pal Egan","0.794"
"33",388,8470,33,"Aly Harrell","0.789"
"34",794,15842,34,"Alicia Peters","0.783"
"35",66,8235,34,"Kelsey Hall","0.783"
"36",314,19450,36,"Lauren Stewart","0.782"
"37",31,6966,37,"Hannah Gammill","0.781"
"38",77,750,38,"Huntyr Ava","0.779"
"39",671,8760,38,"Karly Heath","0.779"
"40",43,15263,40,"Lexi Osowski-anderson","0.777"
"41",193,6587,41,"Kristina Foreman","0.776"
"42",129,19370,42,"Shannon Stein","0.775"
"43",306,1140,43,"Cora Bassett","0.774"
"44",28755,4692,44,"Cana Davis","0.772"
"45",528,13059,44,"Mariah Mazon","0.772"
"46",37,5831,44,"Bri Ellis","0.772"
"47",697,11718,47,"Haley Lee","0.771"
"48",110,22116,48,"Delanie Wisz","0.767"
"49",107,18948,49,"Makena Smith","0.766"
"50",257,6369,50,"Lacey Fincher","0.765"
"51",29,18266,50,"Carlie Scupin","0.765"
"52",503,10666,52,"Katie Keller","0.764"
"53",193,10612,53,"Jameson Kavel","0.762"
"54",257,14315,54,"Sara Mosley","0.760"
"55",441,13313,55,"Maygen Mcgrath","0.758"
"56",522,2234,55,"Alyssa Brito","0.758"
"57",518,8168,57,"Sam Hackenbracht","0.755"
"58",2678,9954,58,"Samaria Jackson","0.750"
"59",646,15240,58,"Victoria Ortiz","0.750"
"60",428,4983,60,"Natalie Denhartog","0.747"
"61",176,10213,61,"Brooke Johnson","0.745"
"62",315,17156,62,"Addie Robinson","0.744"
"63",563,13425,63,"Cori Mcmillan","0.736"
"64",528,8310,64,"Frankie Hammoude","0.735"
"65",716,9470,65,"Kelly Horne","0.729"
"66",110,15754,66,"Briana Perez","0.726"
"67",305,15865,67,"Bella Peterson","0.725"
"68",102,4795,68,"Lewa Day","0.724"
"69",66,11419,68,"Kelsey Lalor","0.724"
"70",782,9003,70,"Neleigh Herring","0.720"
"71",522,5781,71,"Lynnsie Elam","0.717"
"72",683,821,72,"Corinne Badger","0.716"
"73",463,520,73,"Billie Andrews","0.715"
"74",497,6954,74,"Kailey Gamble","0.714"
"75",758,8854,75,"Arissa Henderson","0.713"
"76",671,2865,75,"Jourdyn Campbell","0.713"
"77",28,20344,75,"Alynah Torres","0.713"
"78",487,19508,75,"Harley Stokes","0.713"
"79",257,10625,79,"Jayda Kearney","0.710"
"80",472,12197,79,"Ramsay Lopez","0.710"
"81",29,15393,81,"Sharlize Palacios","0.709"
"82",522,3816,82,"Jayda Coleman","0.707"
"83",31,18601,83,"Kb Sides","0.706"
"84",504,5246,83,"Mya Dodge","0.706"
"85",255,768,85,"Patricia Awald","0.703"
"86",465,21021,86,"April Visser","0.702"
"87",490,14261,87,"Logan Morris","0.701"
"88",699,19881,87,"Tevanae Tate","0.701"
"89",128,3746,89,"Jada Cody","0.700"
"90",782,13882,89,"Lauren Mills","0.700"
"91",693,641,91,"Reagan Armour","0.698"
"92",193,9970,92,"Caroline Jacobsen","0.697"
"93",697,4532,93,"Katie Dack","0.695"
"94",257,3353,94,"Sydney Chambley","0.694"
"95",465,12784,95,"Janyssa Martin","0.691"
"96",556,8484,96,"Jacque Harrington","0.690"
"97",782,12288,97,"Lauren Lucas","0.689"
"98",758,2834,98,"Chloe Camarero","0.688"
"99",731,15204,99,"Lexi Orozco","0.687"
"100",650,17719,100,"Aleesia Sainz","0.686"
