"","team_id","player_id","rank","player","sb"
"1",1400,39700,1,"Kelly Jurden",77
"2",804,42529,2,"Kaela Kraemer",71
"3",18,46978,3,"Ashley Lugo",48
"4",581,41146,4,"Ally Kim",46
"5",88,53289,5,"Ariana Mirenda",43
"6",750,74014,5,"Kaylie Springer",43
"7",60,23797,7,"Allie Fauth",42
"8",21830,74563,8,"Rebekah Stegmayer",41
"9",218,59842,9,"Raelyn Payne",39
"10",452,33485,9,"Grace Heath",39
"11",426,60567,11,"Molli Perry",38
"12",297,82546,12,"Madisyn Webster",36
"13",1400,63350,12,"Chassety Raines",36
"14",341,36582,14,"Haylee Hseih",35
"15",640,54988,14,"Allie Mulhern",35
"16",486,77154,16,"Madison Teta",34
"17",30084,39072,16,"Sarah Johnson",34
"18",30219,70205,16,"Miranda Seacord",34
"19",259,51960,19,"Mckenzie Melvin",33
"20",565,43852,19,"Amanda Lanyon",33
"21",30190,37234,19,"Maddie Hurst",33
"22",1400,48902,22,"Casey Martin",32
"23",28593,50961,22,"Morgan Mcguire",32
"24",122,65205,24,"Stevie Rieger",31
"25",1179,59695,24,"Baily Paul",31
"26",60,18480,26,"Lexi Debace",30
"27",278,8131,26,"Kat Brady",30
"28",564,53654,26,"Jaclyn Monaco",30
"29",745,66631,26,"Ariana Rolle",30
"30",750,26008,26,"Lauren Frerichs",30
"31",125,16179,31,"Mackenzie Cox",29
"32",389,75482,31,"Marybeth Strickler",29
"33",938,64430,31,"Sarah Reinert",29
"34",1179,53497,31,"Kamryn Mobley",29
"35",1400,18613,31,"Brandalyn Dee",29
"36",121,73941,36,"Bella Splitter",28
"37",85,12449,37,"Oriana Castello",27
"38",200,3363,37,"Maggie Baker",27
"39",396,9138,37,"Jenica Brown",27
"40",570,78262,37,"Jessica Torch",27
"41",582,77360,37,"Elizabeth Thomas",27
"42",1124,14555,37,"Avery Colclaser",27
"43",23260,61080,37,"Rylee Phillips",27
"44",139,62673,44,"Sarah Proctor",26
"45",200,85237,44,"Cassie Woods",26
"46",351,14967,44,"Morgan Comfort",26
"47",621,13394,44,"Sydney Chiasson",26
"48",30038,31503,44,"Katelyn Halbach",26
"49",88,30912,49,"Madison Gugel",25
"50",114,6042,49,"Hannah Biddlecom",25
"51",122,30647,49,"Kaili Gross",25
"52",177,27698,49,"Kate Geary",25
"53",679,31722,49,"Meg Halloran",25
"54",713,52664,49,"Taylor Mikolajczak",25
"55",804,42531,49,"Tayler Kraemer",25
"56",808,67720,49,"Sydney Russell",25
"57",17094,58236,49,"Dara Orr",25
"58",42,47337,58,"Josephine Lytton",24
"59",442,7449,58,"Alyssa Borozan",24
"60",565,67985,58,"Naomi Sadler",24
"61",681,76552,58,"Vanessa Tancini",24
"62",750,37522,58,"Sydney Illg",24
"63",30072,28979,58,"Bella Gomez",24
"64",126,10196,64,"Franie Burnett",23
"65",190,57264,64,"Molly O'brien",23
"66",467,26593,64,"Emily Gagne",23
"67",595,73803,64,"Gabby Spencer",23
"68",673,20831,64,"Mackenzie Doyle",23
"69",713,67705,64,"Michaela Russell",23
"70",808,71050,64,"Alex Sheehan",23
"71",30190,33834,64,"Olivia Hemstock",23
"72",20,78689,72,"Lily Trexler",22
"73",263,74308,72,"Caroline Stanley",22
"74",656,47933,72,"Leah Major",22
"75",730,8474,72,"Mackenzie Brennan",22
"76",2758,21441,72,"Bailey Dunphy",22
"77",22626,14133,72,"Mackenzie Clee",22
"78",23260,48470,72,"Grayce Marcum",22
"79",75,61357,79,"Avery Pinder",21
"80",79,84830,79,"Stella Witkowski",21
"81",279,60368,79,"Lizbeth Perez",21
"82",303,1991,79,"Bryele Anthony",21
"83",325,3710,79,"Cate Baran",21
"84",424,6551,79,"Rylee Blake",21
"85",622,84618,79,"Lindsey Windsor",21
"86",622,47412,79,"Abby Mace",21
"87",712,56233,79,"Kaci Neveling",21
"88",777,15623,79,"Lindsay Cordopatri",21
"89",785,47075,79,"Mia Lund",21
"90",785,47936,79,"Brianna Majors",21
"91",1130,65447,79,"Natalie Ritchey",21
"92",58,5177,92,"Megan Bell",20
"93",119,73423,92,"Emily Song",20
"94",126,3017,92,"Haley Bach",20
"95",168,58207,92,"Elaina Ornstein",20
"96",245,46529,92,"Kate Lorenzo",20
"97",292,60405,92,"Sophia Perez",20
"98",321,59345,92,"Summer Parks",20
"99",396,29322,92,"Amaya Goodloe",20
"100",733,39574,92,"Emily Joss",20
"101",803,31625,92,"Korin Hall",20
"102",807,76061,92,"Brooke Swain",20
"103",808,1487,92,"Lindsay Ambrosino",20
"104",12973,82919,92,"Alyssa Wenger",20
