"","team_id","player_id","rank","player","k_7"
"1",391,4056,1,"Courtney Coppersmith","13.2"
"2",521,13013,2,"Kelly Maxwell","11.6"
"3",683,1808,3,"Dawn Bodrug","11.5"
"4",742,17222,4,"Keely Rochard","11.3"
"5",649,11034,5,"Tori Kniesche","11.3"
"6",464,13696,6,"Kamryn Meyer","11.2"
"7",391,12969,7,"Kya Matter","11.2"
"8",742,11795,8,"Emma Lemley","10.7"
"9",651,4102,9,"Georgina Corrick","10.6"
"10",110,6159,10,"Megan Faraimo","10.5"
"11",418,19528,11,"Alex Storako","10.5"
"12",522,835,12,"Jordyn Bahl","10.4"
"13",71,7697,13,"Payton Gottshall","10.3"
"14",8,6627,14,"Montana Fouts","10.1"
"15",671,11422,15,"Kandra Lamb","10.1"
"16",626,913,16,"Maggie Balint","10.1"
"17",310,22524,17,"Kara Zazzaro"," 9.9"
"18",554,1714,18,"Ali Blanchard"," 9.9"
"19",10411,9512,19,"Hannah Houge"," 9.8"
"20",37,15732,20,"Maddie Penta"," 9.7"
"21",774,6939,21,"Reily Galloway"," 9.6"
"22",111,9105,22,"Chrys Hildebrand"," 9.6"
"23",509,21878,23,"Danielle Williams"," 9.4"
"24",301,18599,24,"Sydney Sickels"," 9.4"
"25",646,11370,25,"Olivia Lackie"," 9.3"
"26",556,7938,26,"Tori Grifone"," 9.3"
"27",460,22091,27,"Emily Winstead"," 9.3"
"28",671,18135,28,"Meghan Schorman"," 9.3"
"29",1320,7844,29,"Jenna Greene"," 9.2"
"30",508,9437,30,"Sage Hoover"," 9.1"
"31",66,3255,31,"Taylor Caudill"," 9.1"
"32",370,15763,32,"Jenna Perez"," 9.0"
"33",388,14696,33,"Sydney Nester"," 9.0"
"34",363,813,34,"Sydney Backstrom"," 8.9"
"35",112,3288,35,"Jada Cecil"," 8.9"
"36",416,13786,36,"Ashley Miller"," 8.8"
"37",554,11599,37,"Alexis Laudenslager"," 8.7"
"38",31,4919,38,"Chenise Delce"," 8.7"
"39",671,11470,39,"Sam Landry"," 8.6"
"40",654,17414,40,"Rachel Rook"," 8.6"
"41",716,10272,41,"Leanna Johnson"," 8.6"
"42",285,14667,42,"Kelly Nelson"," 8.6"
"43",639,17377,43,"Adriana Romano"," 8.5"
"44",77,19984,44,"Chloe Temples"," 8.5"
"45",518,8337,45,"Lexie Handley"," 8.4"
"46",454,10003,46,"Hannah James"," 8.4"
"47",222,17973,47,"Alayna Savaglio"," 8.4"
"48",504,15353,48,"Kailyn Packard"," 8.4"
"49",87,7758,49,"Alyssa Graves"," 8.3"
"50",255,14653,50,"Blake Neleman"," 8.3"
"51",528,13059,51,"Mariah Mazon"," 8.3"
"52",434,11219,52,"Laurin Krings"," 8.3"
"53",108,2361,53,"Kenedi Brown"," 8.2"
"54",355,10930,54,"Emily Kirby"," 8.2"
"55",2678,7833,55,"Sydney Green"," 8.2"
"56",51,1598,56,"Aliyah Binford"," 8.1"
"57",550,7900,57,"Olivia Grey"," 8.1"
"58",87,16944,58,"Karli Ricketts"," 8.1"
"59",756,16064,59,"Gabbie Plain"," 8.1"
"60",116,7316,60,"Megan Giese"," 8.1"
"61",758,16509,61,"Mariah Ramirez"," 8.1"
"62",505,9076,62,"Lauryn Hicks"," 8.0"
"63",459,18249,63,"Morgan Scott"," 8.0"
"64",110,786,64,"Holly Azevedo"," 8.0"
"65",2711,617,65,"Halle Arends"," 8.0"
"66",331,18000,66,"Andrea Scali"," 8.0"
"67",164,19062,67,"Elise Sokolsky"," 7.9"
"68",1004,10246,68,"Jordan Johnson"," 7.9"
"69",446,9732,69,"Anaya Hunte"," 7.9"
"70",676,21800,70,"Kassidy Wilbur"," 7.9"
"71",1320,9031,71,"Morgan Hess"," 7.9"
"72",697,9024,72,"Makinzy Herzog"," 7.9"
"73",147,2761,73,"Valerie Cagle"," 7.8"
"74",2699,2461,74,"Madison Bryant"," 7.8"
"75",817,2520,75,"Elle Buffenbarger"," 7.8"
"76",739,16596,76,"Paige Rauch"," 7.7"
"77",792,1958,77,"Sydney Boulware"," 7.7"
"78",219,20920,78,"Izzy Vetter"," 7.7"
"79",234,21388,79,"Danielle Watson"," 7.6"
"80",115,18901,80,"Isabella Smith"," 7.6"
"81",251,5560,81,"Kayla Dunn"," 7.6"
"82",68,759,82,"Lizzy Avery"," 7.6"
"83",545,5444,83,"Dani Drogemuller"," 7.6"
"84",490,21534,84,"Aisha Weixlmann"," 7.6"
"85",193,22274,85,"Jala Wright"," 7.5"
"86",418,1253,86,"Meghan Beaubien"," 7.5"
"87",368,21717,87,"Ryley White"," 7.5"
"88",414,16247,88,"Brianna Pratt"," 7.4"
"89",430,21976,89,"Annie Willis"," 7.4"
"90",235,4918,90,"Lexie Delbrey"," 7.4"
"91",31,8180,91,"Mary Haff"," 7.4"
"92",670,14399,92,"Jessica Mullins"," 7.4"
"93",610,5642,93,"Sofia Earle"," 7.3"
"94",600,20912,94,"Grace Vesco"," 7.3"
"95",317,9711,95,"Alissa Humphrey"," 7.3"
"96",703,5263,96,"Hailey Dolcini"," 7.3"
"97",716,887,97,"Libby Baker"," 7.3"
"98",587,20935,98,"Jaden Vickers"," 7.3"
"99",294,16466,99,"Haley Rainey"," 7.2"
"100",392,22321,100,"Courtney Wyche"," 7.2"
