"","home_team_logo","home_team_id","home_team","home_team_runs","away_team_logo","away_team_id","away_team","away_team_runs","game_id","season","game_date"
"1","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/361.gif",361,"LIU",4,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/410.gif",410,"Merrimack",2,"2435085",2023,"05/14/2023"
