"","team_id","player_id","rank","player","xbh"
"1",1062,73350,1,"Daniella Solis",14
"2",271,50365,2,"Mason Mccord",13
"3",622,44597,3,"Maddison Lednum",12
"4",30094,83352,3,"Emily White",12
"5",75,48949,5,"Katrina Martin",11
"6",161,58879,5,"Maria Pake",11
"7",573,41326,5,"Lauren King",11
"8",1297,25479,5,"Mari Foster",11
"9",1297,50911,5,"Erin Mcgrath",11
"10",225,23176,10,"Arielle Eure",10
"11",258,39468,10,"Sarahrose Jonik",10
"12",442,26802,10,"Kayla Gallo",10
"13",442,62286,10,"Amber Powers",10
"14",452,20411,10,"Margaret Dominick",10
"15",595,76295,10,"Jordyn Swoboda",10
"16",622,22103,10,"Kaleigh Edwards",10
"17",640,7567,10,"Christie Bott",10
"18",1094,62155,10,"Kamryn Potter",10
"19",8597,19141,10,"Brittany Denn",10
"20",30072,32878,10,"Ashleigh Hartwig",10
"21",21,79003,21,"Cassidy Tucker",9
"22",124,17309,21,"Makayla Czan",9
"23",132,2702,21,"Sarah Aubuchon",9
"24",139,57749,21,"Patty maye Ohanian",9
"25",300,21774,21,"Hayley Earl",9
"26",396,11253,21,"Taylor Campbell",9
"27",491,53473,21,"Meredith Mize",9
"28",542,52569,21,"Caiti Mickles",9
"29",622,25657,21,"Dakotah Fraley",9
"30",622,47412,21,"Abby Mace",9
"31",622,1115,21,"Emily Allen",9
"32",1050,29578,21,"Brooke Gostomsky",9
"33",1094,40156,21,"Aaliyah Kautz",9
"34",1179,2074,21,"Kamryn Apling",9
"35",1454,52111,21,"Heather Menzer",9
"36",1454,77421,21,"Maddy Thomas",9
"37",8530,24898,21,"Savannah Flinn",9
"38",8567,78995,21,"Alehia Tucker",9
"39",8746,15535,21,"Kaitlynn Copher",9
"40",11324,24668,21,"Kayleigh Fitzgerald",9
"41",11538,52608,21,"Hannah Miener",9
"42",12399,13886,21,"Amanda Clark",9
"43",30041,54666,21,"Brittany Morton",9
"44",30197,76441,21,"Elizabeth Taggard",9
"45",192,20442,45,"Lauren Donaire",8
"46",258,14772,45,"Emily Colline",8
"47",390,54901,45,"Maggie Mrowka",8
"48",396,83342,45,"Christina White",8
"49",426,11599,45,"Kendall Carder",8
"50",542,83107,45,"Kari Westerbeek",8
"51",549,18469,45,"Izzy Deatherage",8
"52",567,29469,45,"Tyesen Gordon",8
"53",622,39319,45,"Jillian Jones",8
"54",622,972,45,"Madeira Alexander",8
"55",781,31252,45,"Jannelle Ha",8
"56",973,25112,45,"Makenzie Flynt",8
"57",1094,80140,45,"Savannah Vargas",8
"58",1124,37091,45,"Jaydan Hunt",8
"59",1203,4345,45,"Korbyn Bassett",8
"60",8490,61965,45,"Callie Poore",8
"61",8746,70152,45,"Sydney Scott",8
"62",30197,29430,45,"Allie Gordon",8
"63",30197,6469,45,"Marlee Blackwell",8
"64",44,77560,64,"Hannah Thompson",7
"65",120,73797,64,"Claudia Spencer",7
"66",122,53004,64,"Sarah Miller",7
"67",124,70147,64,"Sabrina Scott",7
"68",125,11202,64,"Haley Campbell",7
"69",134,25139,64,"Michaela Foisy",7
"70",142,65001,64,"Lauren Richards",7
"71",211,23749,64,"Lindsey Fasolo",7
"72",217,67847,64,"Mattie Ryan",7
"73",225,17046,64,"Bailey Cunningham",7
"74",258,3385,64,"Shelby Baker",7
"75",271,34534,64,"Karis Hessert",7
"76",300,5627,64,"Sam Berghoff",7
"77",382,76600,64,"Abby Tanuma",7
"78",409,72687,64,"Bryce Smith",7
"79",426,5618,64,"Ty Bergeron",7
"80",426,86467,64,"Gia Zeringue",7
"81",491,8314,64,"Beth Braswell",7
"82",542,9274,64,"Sara Brown",7
"83",549,44832,64,"Taylor Lehner",7
"84",567,25010,64,"Tsianina Flores",7
"85",570,12580,64,"Cam Caswell",7
"86",578,34554,64,"Shanan Hester",7
"87",578,7530,64,"Meri Bostic",7
"88",595,28597,64,"Sheridan Glashan",7
"89",595,50065,64,"Olivia Mccabe",7
"90",686,28619,64,"Gwen Glatz",7
"91",722,4287,64,"Audrey Bartz",7
"92",722,40638,64,"Sarah Kemp",7
"93",750,45244,64,"Jenna Levine",7
"94",785,28595,64,"Jocelyn Glasgo",7
"95",785,47936,64,"Brianna Majors",7
"96",1044,1633,64,"Annabel Anderson",7
"97",1094,8347,64,"Roni Braun",7
"98",1112,9924,64,"Casey Bunting",7
"99",1115,22027,64,"Shelby Edington",7
"100",1179,14255,64,"Makenna Clizer",7
"101",1179,59695,64,"Baily Paul",7
"102",1355,76702,64,"Taci Tatum",7
"103",1400,73198,64,"Rebecca Snow",7
"104",8530,620,64,"Kelsey Ahart",7
"105",8597,35414,64,"Elena Hoffman",7
"106",28593,25542,64,"Alyssa Fowler",7
"107",30037,62354,64,"Amanda Prather",7
"108",30219,5308,64,"Gianna Bencivengo",7
