"","team_id","player_id","rank","player","k_7"
"1",30052,72880,1,"Kylee Smith","11.8"
"2",1462,64223,2,"Aubrey Reep","10.5"
"3",436,77862,3,"Andee Tiffee"," 9.9"
"4",593,60568,4,"Morgan Perry"," 9.8"
"5",383,81883,5,"Mackenzie Ward"," 9.8"
"6",1013,4476,6,"Danielle Bauer"," 9.6"
"7",30179,16337,7,"Kali Crandall"," 9.4"
"8",1448,40055,8,"Anna Kasner"," 9.3"
"9",30180,54148,9,"Andrea Morales"," 8.8"
"10",9680,37868,10,"Jayla Jackson"," 8.7"
"11",39,59334,11,"Kelsey Parks"," 8.7"
"12",13028,60251,12,"Kayla Pepper"," 8.6"
"13",11276,14397,13,"Caroline Cockrell"," 8.6"
"14",510,25751,14,"Shayna Frank"," 8.5"
"15",1085,22362,15,"Katelyn Ellard"," 8.5"
"16",30181,23559,16,"Mckenna Falwell"," 8.3"
"17",395,11000,17,"Alyssa Callans"," 8.0"
"18",1167,28953,18,"Liz Gollin"," 7.9"
"19",30093,28736,19,"Alanna Goble"," 7.8"
"20",9011,56101,20,"Michaelanne Nelson"," 7.7"
"21",1023,12232,21,"Christine Carver"," 7.6"
"22",608,54807,22,"Madi Mott"," 7.6"
"23",1170,63375,23,"Lauren Rakes"," 7.6"
"24",354,17836,24,"Katie David"," 7.6"
"25",2814,31877,25,"Raegen Hamm"," 7.5"
"26",159,15577,26,"Hannah rose Corbin"," 7.5"
"27",30013,80211,27,"Lulu Vasquez"," 7.5"
"28",11740,76158,28,"Kelsey Sweatt"," 7.4"
"29",30055,27535,29,"Cassie Gasper"," 7.4"
"30",1257,17508,30,"Selice Daley"," 7.3"
"31",584,71164,31,"Ali Shenefield"," 7.3"
"32",1072,36324,32,"Hannah Houge"," 7.2"
"33",333,33928,33,"Evyn Hendrickson"," 7.1"
"34",507,72983,34,"Rachel Smith"," 7.1"
"35",996,35045,35,"Bethany Hines"," 7.1"
"36",30055,23911,36,"Hayley Fein"," 7.0"
"37",92,83703,37,"Ashley Wies"," 7.0"
"38",30092,84758,38,"Madelyn Wise"," 6.8"
"39",1238,51351,39,"Mychael Mcmilan"," 6.8"
"40",1334,12167,40,"Reagan Carter"," 6.8"
"41",30220,2756,41,"Paige Austin"," 6.8"
"42",1390,80266,42,"Jodie Vaughn"," 6.7"
"43",689,53158,43,"Corynn Miner"," 6.7"
"44",9011,13084,44,"Hailey Chapman"," 6.6"
"45",1328,75270,45,"Lexie Storrer"," 6.5"
"46",584,85374,46,"Ashley Worrell"," 6.5"
"47",24639,25489,47,"Savannah Foster"," 6.4"
"48",1346,38741,48,"Staci Johns"," 6.3"
"49",230,80409,49,"Tina Velazquez"," 6.2"
"50",1376,81204,50,"Sydney Wader"," 6.2"
"51",11403,66730,51,"Jennifer Romero"," 6.1"
"52",1167,80882,52,"Ashley Vinson"," 6.0"
"53",30177,25715,53,"Taylor Franco"," 6.0"
"54",1433,15378,54,"Sloan Cooksey"," 6.0"
"55",8577,29143,55,"Belinda Gonzalez"," 6.0"
"56",12810,86041,56,"Gail Young"," 5.8"
"57",30202,46233,57,"Katie Long"," 5.7"
"58",1446,49823,58,"Maddie Mayer"," 5.7"
"59",696,12512,59,"Saidi Castillo"," 5.7"
"60",30180,34972,60,"M'kayla Hillman"," 5.7"
"61",30088,68181,61,"Marissa Salinas"," 5.6"
"62",30051,36857,62,"Emma Hughes"," 5.6"
"63",701,79148,63,"Bailey Turner"," 5.6"
"64",30092,28525,64,"Kyra Gipson"," 5.5"
"65",309,82160,65,"Hallie Waters"," 5.5"
"66",30153,18121,66,"Parker Davis"," 5.4"
"67",791,54559,67,"Anastasia Morrison"," 5.4"
"68",429,16463,68,"Hannah Creel"," 5.3"
"69",1009,65490,69,"Corrina Rivas"," 5.3"
"70",208,21576,70,"Kensley Durrance"," 5.2"
"71",130,60639,71,"Paige Petefish"," 5.2"
"72",1012,4103,72,"Deanna Barrera"," 5.2"
"73",413,50805,73,"Darby Mcghee"," 5.0"
"74",1009,47256,74,"Kylee Lynch"," 4.8"
"75",30045,10393,75,"Abbey Busby"," 4.7"
"76",2697,29210,76,"Leah Gonzalez"," 4.5"
"77",181,10272,77,"Olivia Burns"," 4.5"
"78",1314,10257,78,"Kaylee Burns"," 4.5"
"79",11416,49737,79,"Shea Mauser"," 4.5"
"80",24639,34503,80,"Emily Hess"," 4.4"
"81",1174,67766,81,"Caroline Ruth"," 4.4"
"82",9754,16481,82,"Braelyne Crenshaw"," 4.3"
"83",93,57330,83,"Kendra O'cull"," 4.3"
"84",643,71600,84,"Camie Shumaker"," 4.3"
"85",230,44285,85,"Jordan Lawlis"," 4.2"
"86",9013,35036,86,"Kaili Hinds"," 4.2"
"87",1289,52947,87,"Madison Miller"," 4.2"
"88",11740,28261,88,"Grace Gilbert"," 4.1"
"89",358,44398,89,"Kamree Lay"," 4.0"
"90",98,30220,90,"Abby Greer"," 3.9"
"91",1015,66952,91,"Mckenna Rose"," 3.9"
"92",1071,65277,92,"Sydney Righi"," 3.8"
"93",20794,38149,93,"Allyson Jameston"," 3.7"
"94",30119,46257,94,"Sydney Long"," 3.6"
"95",632,24175,95,"Alisyn Ferrell"," 3.6"
"96",429,3983,96,"Avery Barnett"," 3.5"
"97",628,53230,97,"Natalie Minteer"," 3.5"
"98",1123,8558,98,"Mallory Brewer"," 3.5"
"99",233,4623,99,"Kristen Beacham"," 3.4"
"100",30177,82604,100,"Jordan Wehr"," 3.2"
