"","team_id","player_id","rank","player","k_bb"
"1",110,23575,1,"Megan Faraimo","16.6"
"2",83,27712,2,"Raeanne Geffert"," 6.7"
"3",742,66040,3,"Keely Rochard"," 6.3"
"4",539,59379,4,"Bailey Parshall"," 6.1"
"5",202,59691,5,"Mollie Paulick"," 6.0"
"6",671,22492,6,"Summer Ellyson"," 5.3"
"7",51,66146,7,"Gia Rodoni"," 5.1"
"8",253,26983,8,"Aaliyah Garcia"," 5.1"
"9",164,57976,9,"Marybeth Olson"," 4.9"
"10",528,49905,10,"Mariah Mazon"," 4.6"
"11",703,22323,11,"Miranda Elish"," 4.6"
"12",756,61538,12,"Gabbie Plain"," 4.5"
"13",508,36479,13,"Jensen Howell"," 4.4"
"14",312,20532,14,"Allison Doocy"," 4.4"
"15",31,75208,15,"Autumn Storms"," 4.4"
"16",147,10798,16,"Valerie Cagle"," 4.3"
"17",514,11245,17,"Sydney Campbell"," 4.3"
"18",87,29883,18,"Alyssa Graves"," 4.3"
"19",299,18261,19,"Morgan Day"," 4.2"
"20",659,32398,20,"Sarah Harness"," 4.2"
"21",28,52439,21,"Cielo Meza"," 4.1"
"22",301,71611,22,"Sydney Sickels"," 4.1"
"23",716,38942,23,"Leanna Johnson"," 4.0"
"24",316,6167,24,"Alyssa Bilodeau"," 4.0"
"25",700,22037,25,"Erin Edmoundson"," 3.9"
"26",559,4409,26,"Sydney Bates"," 3.8"
"27",312,70919,27,"Lauren Shaw"," 3.8"
"28",28755,44356,28,"Sarah Lawton"," 3.8"
"29",630,31320,29,"Shannon Haddad"," 3.8"
"30",418,75185,30,"Alex Storako"," 3.7"
"31",1356,72963,31,"Shi Smith"," 3.6"
"32",29,46399,32,"Mariah Lopez"," 3.6"
"33",153,53282,33,"Bailey Misken"," 3.5"
"34",87,65087,34,"Karli Ricketts"," 3.5"
"35",772,672,35,"Kelsey Aikey"," 3.5"
"36",529,85668,36,"Brooke Yanez"," 3.5"
"37",193,74041,37,"Peyton St george"," 3.5"
"38",314,58589,38,"Kayla Owens"," 3.5"
"39",306,29293,39,"Emily Goodin"," 3.5"
"40",651,15775,40,"Georgina Corrick"," 3.4"
"41",459,70085,41,"Morgan Scott"," 3.4"
"42",30095,10045,42,"Carissa Burgess"," 3.4"
"43",428,24532,43,"Amber Fiser"," 3.4"
"44",102,5804,44,"Marissa Bertuccio"," 3.4"
"45",418,4756,45,"Meghan Beaubien"," 3.3"
"46",676,42679,46,"Ashley Kriesel"," 3.3"
"47",509,83980,47,"Danielle Williams"," 3.3"
"48",771,11696,48,"Abby Carlin"," 3.2"
"49",732,68498,49,"Sydney Sandez"," 3.2"
"50",77,53496,50,"Autumn Moffat-korth"," 3.1"
"51",414,80644,52,"Courtney Vierstra"," 3.1"
"52",796,52073,52,"Kaitlyn Menz"," 3.1"
"53",68,21027,53,"Ali Dubois"," 3.1"
"54",518,10008,54,"Payton Buresch"," 3.1"
"55",497,78495,55,"Hope Trautwein"," 3.0"
"56",460,59503,56,"Rylee Pate"," 2.9"
"57",661,45061,57,"Jennifer Leonhardt"," 2.9"
"58",71,29586,58,"Payton Gottshall"," 2.8"
"59",27,46227,59,"Kenzie Longanecker"," 2.8"
"60",671,41646,60,"Megan Kleist"," 2.8"
"61",257,2792,61,"Mary wilson Avant"," 2.8"
"62",739,63802,62,"Paige Rauch"," 2.8"
"63",235,46948,63,"Natalie Lugo"," 2.8"
"64",255,55955,64,"Blake Neleman"," 2.8"
"65",28600,29971,65,"Megan Gray"," 2.7"
"66",678,76934,66,"Chloe Temples"," 2.7"
"67",352,7902,67,"Parker Boyd"," 2.7"
"68",649,28572,68,"Grace Glanzer"," 2.6"
"69",99,83312,69,"Kellie White"," 2.6"
"70",115,3814,70,"Georgeanna Barefoot"," 2.6"
"71",112,81742,71,"Robyn Wampler"," 2.6"
"72",627,33728,72,"Delaney Heller"," 2.6"
"73",128,83246,73,"Alea White"," 2.5"
"74",30135,80835,74,"Kerisa Viramontes"," 2.4"
"75",522,67983,75,"Shannon Saile"," 2.4"
"76",709,37059,76,"Erin Hunt"," 2.4"
"77",416,43225,77,"Sarah Ladd"," 2.4"
"78",1092,60498,78,"Brooke Perry"," 2.4"
"79",90,1223,79,"Krystyna Allman"," 2.4"
"80",465,8510,80,"Jenny Bressler"," 2.3"
"81",48,39658,81,"Annah Junge"," 2.3"
"82",433,37979,82,"Molly Jacobsen"," 2.3"
"83",128,48111,83,"Gianna Mancha"," 2.2"
"84",513,35726,84,"Alexis Holloway"," 2.2"
"85",483,53891,85,"Jordan Moon"," 2.2"
"86",29,19109,87,"Alyssa Denham"," 2.2"
"87",441,190,87,"Tristin Achenbach"," 2.2"
"88",490,56136,88,"Sydney Nester"," 2.2"
"89",96,20318,89,"Hailey Dolcini"," 2.1"
"90",201,53796,90,"Jade Montgomery"," 2.1"
"91",1395,84753,91,"Jordan Withrow"," 2.1"
"92",792,82194,93,"Madyson Watson"," 2.1"
"93",28755,52258,93,"Marissa Mesiemore"," 2.1"
"94",1320,30142,94,"Jenna Greene"," 2.1"
"95",363,3050,95,"Sydney Backstrom"," 2.1"
"96",626,3497,96,"Maggie Balint"," 2.0"
"97",9,85126,99,"Amy Woodham"," 2.0"
"98",693,36674,99,"Celie Hudson"," 2.0"
"99",67,1773,99,"Susannah Anderson"," 2.0"
"100",355,40303,100,"Karlie Keeney"," 2.0"
