"","team_id","player_id","rank","player","sb"
"1",696,40570,1,"Loren Kelly",24
"2",628,79792,2,"Brylynn Vallejos",23
"3",30152,65987,3,"Peyton Robinson",22
"4",24639,43324,4,"Sydney Lageyre",20
"5",1071,74483,5,"Hannah Steeby",19
"6",1156,45498,6,"Carlee Liesch",18
"7",11740,36470,6,"Teala Howard",18
"8",30013,46607,6,"Kayla Louie",18
"9",30050,19280,6,"Bree Derhake",18
"10",30050,81301,6,"Lakyn Wagoner",18
"11",30177,34403,6,"Skylar Herrera",18
"12",30093,52789,12,"Allison Miller",17
"13",30179,21319,12,"Brie Dunckel",17
"14",598,7800,14,"Brooke Bowlin",16
"15",636,4904,14,"Destiny Beckham",16
"16",996,10394,14,"Brenna Busby",16
"17",1371,71464,14,"Symphoni Shomo",16
"18",8411,74243,14,"Katelynn Stamper",16
"19",30013,33043,14,"Lily Hatcher",16
"20",25,4029,20,"Courtney Barnhill",15
"21",291,32621,20,"Micaela Harris",15
"22",9680,70128,20,"Maggie Scott",15
"23",30177,85665,20,"Savannah Wysocki",15
"24",49,13477,24,"Courtney Chisolm",14
"25",230,56029,24,"Cheyenne Nelson",14
"26",429,53223,24,"Rayne Minor",14
"27",628,12568,24,"Michelle Castro",14
"28",1097,55240,24,"Allyson Murdock",14
"29",1334,48729,24,"Genisa Marrero-carter",14
"30",8411,18517,24,"Kara Debruin",14
"31",216,78101,31,"Leanna Toler",13
"32",395,71364,31,"Taylor Shingler",13
"33",422,82188,31,"Davis Watkins",13
"34",593,55334,31,"Maggie Murphy",13
"35",1071,81846,31,"Abbey Ward",13
"36",1116,39296,31,"Hanna Jones",13
"37",1167,30511,31,"Sydney Grimes",13
"38",1167,24348,31,"Jenelle Figueroa",13
"39",2696,17131,31,"Cieana Curran",13
"40",9680,38973,31,"Lia Johnson",13
"41",24639,72222,31,"Sam Sisco",13
"42",130,18627,42,"Lauryn Deer",12
"43",383,53585,42,"Kayla Moky",12
"44",537,83154,42,"Rendi Wetherington",12
"45",1116,78514,42,"Kendall Tramel",12
"46",1462,12351,42,"Haley Cashwell",12
"47",20794,10529,42,"Lexi Butler",12
"48",30093,2883,42,"Olivia Aycock",12
"49",30118,69897,42,"Mckenzie Schumacher",12
"50",30120,28719,42,"Lindsay Glynn",12
"51",92,2694,51,"Chenoa Au",11
"52",230,83019,51,"Mikayla Wessel",11
"53",262,13823,51,"Joanna Cirrincione",11
"54",422,29127,51,"Alexus Gonzalez",11
"55",422,46315,51,"Kristie Looney",11
"56",435,41645,51,"Abby Klein",11
"57",584,78831,51,"Ashley Troutman",11
"58",593,14897,51,"Shannon Colson",11
"59",632,73026,51,"Stacie Smith",11
"60",791,41444,51,"Kamryn Kirby",11
"61",1098,49043,51,"Mackenzie Martinelli",11
"62",11276,62244,51,"Katelyn Powell",11
"63",30093,32972,51,"Lauren Haskins",11
"64",30125,18700,51,"Lauryn Deguzman",11
"65",49,13284,65,"Taylor Checkley",10
"66",224,63436,65,"Kodi Ramierez",10
"67",413,17588,65,"Olivia Dampier",10
"68",598,40255,65,"Maya Keating",10
"69",598,25679,65,"Cassie Francesconi",10
"70",767,50052,65,"Shanna Mcbroom",10
"71",1000,73298,65,"Leah Sohm",10
"72",1009,62812,65,"Hazel Puempel",10
"73",1012,74620,65,"Bailey Steinke",10
"74",1071,9342,65,"Maddy Broxterman",10
"75",1071,6219,65,"Gabby Biondo",10
"76",1123,57493,65,"Kaitlyn O'quinn",10
"77",9081,33710,65,"Clara Heislen",10
"78",9754,68754,65,"Brianna Santos",10
"79",11276,58864,65,"Katie Painter",10
"80",24639,47593,65,"Mya Maddox",10
"81",30054,42956,65,"Lauren Kuhrt",10
"82",30179,38884,65,"Jaiden Johnson",10
"83",30221,58904,65,"Gabby Palazzolo",10
"84",10,7306,84,"Shelby Booker",9
"85",49,74383,84,"Savannah Starling",9
"86",95,85372,84,"Kristin Worley",9
"87",174,53068,84,"Kelsie Millner",9
"88",568,12295,84,"Jessi Case",9
"89",591,61988,84,"Jackie Popko",9
"90",591,27983,84,"Sarah Gersch",9
"91",598,15195,84,"Megan Conrads",9
"92",636,73507,84,"Karla Sosa",9
"93",645,18040,84,"Julie Davis",9
"94",1072,9164,84,"Kelci Brown",9
"95",1072,55929,84,"Allison Neeley",9
"96",1097,72151,84,"Kimmy Singer",9
"97",1257,81216,84,"Morgan Wagaman",9
"98",1328,70821,84,"Allison Shakiba",9
"99",8411,27514,84,"Sierra Gasca",9
"100",8744,54262,84,"Amanda Moreno",9
"101",9081,51032,84,"Kris Mcintyre",9
"102",20794,61980,84,"Olivia Pope",9
"103",24639,84237,84,"Tia Williams",9
"104",30002,57656,84,"Makray Odom",9
"105",30052,72190,84,"Olivia Sinquefield",9
"106",30075,40457,84,"Rebekkah Keller",9
"107",30125,71634,84,"Kiera Shwaluk",9
