"","team_id","player_id","rank","player","xbh"
"1",47,59857,1,"Stacy Payton",22
"2",463,22146,2,"Tristen Edwards",21
"3",458,80055,3,"Bailey Vannoy",20
"4",28,31317,4,"Maddi Hackbarth",19
"5",697,34486,4,"Makinzy Herzog",19
"6",739,63848,4,"Paige Rauch",19
"7",28,31316,7,"Kindra Hackbarth",18
"8",108,66591,7,"Alyse Rojas",18
"9",299,45058,7,"Mack Leonard",18
"10",334,48857,7,"Alex Martens",18
"11",388,36744,7,"Sierra Huerta",18
"12",703,10106,7,"Lauren Burke",18
"13",101,74822,13,"Megan Stevens",17
"14",257,9473,13,"Ciara Bryan",17
"15",317,29447,13,"Kate Gordon",17
"16",430,44861,13,"Ulufa Leilua",17
"17",473,57380,13,"Cameryn O'grady",17
"18",28,34871,18,"Jazmine Hill",16
"19",28,78306,18,"Alynah Torres",16
"20",43,58423,18,"Lexi Osowski-anderson",16
"21",108,45027,18,"Isabella Leon",16
"22",147,30966,18,"Marissa Guimbarda",16
"23",294,7387,18,"Emma Bordenkecher",16
"24",311,84206,18,"Sami Williams",16
"25",334,60912,18,"Mallory Peyton",16
"26",370,30756,18,"Molly Grumbo",16
"27",388,74849,18,"Mya Stevenson",16
"28",521,23849,18,"Alysen Febrey",16
"29",635,4080,18,"Janae Barracato",16
"30",1092,58591,18,"Autumn Owen",16
"31",29,59000,31,"Alyssa Palomino",15
"32",110,39472,31,"Aaliyah Jordan",15
"33",147,10803,31,"Valerie Cagle",15
"34",299,83677,31,"Alyssa Wiebel",15
"35",328,27667,31,"Shelby Gayre",15
"36",388,62956,31,"Saige Pye",15
"37",404,54673,31,"Gracie Morton",15
"38",630,8971,31,"Suzy Brookshire",15
"39",676,29645,31,"Shaylon Govan",15
"40",697,11211,31,"Jourdyn Campbell",15
"41",782,60508,31,"Madison Perrigan",15
"42",1092,60540,31,"Brooke Perry",15
"43",1395,16818,31,"Destiny Crumpley",15
"44",9,25877,44,"Sierra Frazier",14
"45",96,9019,44,"Schuylar Broussard",14
"46",257,54749,44,"Sara Mosley",14
"47",315,25418,44,"Megan Fortner",14
"48",464,83364,44,"Jamie White",14
"49",502,86087,44,"Mady Young",14
"50",559,82473,44,"Skye Webb",14
"51",635,1190,44,"Baylee Allender",14
"52",694,70362,44,"Chelsea Seggern",14
"53",704,68765,44,"Ilena Santos",14
"54",706,46597,44,"Celeste Loughman",14
"55",782,34428,44,"Neleigh Herring",14
"56",5,20899,56,"Bailey Drapola",13
"57",29,32447,56,"Jessie Harper",13
"58",77,38544,56,"Rylee Jensen",13
"59",180,52037,56,"Brittney Mendoza",13
"60",193,38001,56,"Caroline Jacobsen",13
"61",196,50312,56,"Rachel Mccollum",13
"62",219,23898,56,"Jessica Fehr",13
"63",235,21921,56,"Charla Echols",13
"64",251,25376,56,"Mae Forshey",13
"65",253,71412,56,"Faith Shirley",13
"66",299,57989,56,"Emme Olson",13
"67",388,32481,56,"Aly Harrell",13
"68",430,17880,56,"Mia Davidson",13
"69",434,66638,56,"Jazmyn Rollin",13
"70",472,10537,56,"Nikki Butler",13
"71",522,1274,56,"Jocelyn Alo",13
"72",550,9444,56,"Marissa Bruno",13
"73",664,75887,56,"Lacey Sumerlin",13
"74",671,36674,56,"Sarah Hudek",13
"75",674,16126,56,"Teaghan Cowles",13
"76",678,71561,56,"Lizzie Shubert",13
"77",742,5426,56,"Kelsey Bennett",13
"78",756,47252,56,"Kelley Lynch",13
"79",756,41743,56,"Baylee Klingler",13
"80",1092,1265,56,"Weslyn Almond",13
"81",1092,47291,56,"Andrea Lyon",13
"82",1157,12611,56,"Taylor Cates",13
"83",30095,36826,56,"Hannah Hughbanks",13
"84",96,66571,84,"Miranda Rohleder",12
"85",104,73843,84,"Devan Sperry",12
"86",115,25884,84,"Kayla Fredendall",12
"87",156,26868,84,"Corina Gamboa",12
"88",164,48424,84,"Briana Marcelino",12
"89",175,22203,84,"Abby Ehrenborg",12
"90",180,26746,84,"Chayanna Gallardo",12
"91",202,53267,84,"Ariyana Miranda",12
"92",251,39433,84,"Savannah Jones",12
"93",257,42989,84,"Sydney Kuma",12
"94",288,63011,84,"Sarah Queen",12
"95",290,55826,84,"Camille Navarro",12
"96",316,65778,84,"Hannah Roberts",12
"97",317,39642,84,"Sara Jubas",12
"98",334,42482,84,"Kayla Kowalik",12
"99",355,6296,84,"Amber Bishop",12
"100",419,17232,84,"Lexi Cushing",12
"101",428,59446,84,"Makenna Partain",12
"102",428,19128,84,"Natalie Denhartog",12
"103",434,40910,84,"Cayla Kessinger",12
"104",454,28454,84,"Sierra Gilmore",12
"105",458,85508,84,"Madelyn Wright",12
"106",472,23371,84,"Matalasi Faapito",12
"107",472,46452,84,"Ramsay Lopez",12
"108",487,75131,84,"Harley Stokes",12
"109",498,54829,84,"Jayden Mount",12
"110",504,9888,84,"Sammey Bunch",12
"111",519,86175,84,"Katie Yun",12
"112",521,55701,84,"Kiley Naomi",12
"113",521,60211,84,"Sydney Pennington",12
"114",522,47310,84,"Grace Lyons",12
"115",529,50904,84,"Terra Mcgowan",12
"116",625,71624,84,"Timberlyn Shurbutt",12
"117",648,38734,84,"Jana Johns",12
"118",664,63955,84,"Madison Rayner",12
"119",670,5127,84,"Arieann Bell",12
"120",697,44651,84,"Haley Lee",12
"121",706,30760,84,"Riley Grunberg",12
"122",725,20909,84,"Taylor Drayton",12
"123",742,3204,84,"Jayme Bailey",12
"124",772,75849,84,"Kennedy Sullivan",12
"125",796,42270,84,"Kayla Konwent",12
"126",1157,68149,84,"Cheyanne Sales",12
"127",11504,50493,84,"Mckenzie Mccullen",12
