"","team_id","player_id","rank","player","h"
"1",9754,68754,1,"Brianna Santos",40
"2",1346,38735,2,"Jayme Johns",39
"3",1376,23803,2,"Elisa Favela",39
"4",11740,36470,2,"Teala Howard",39
"5",383,23050,5,"Carly Esselman",36
"6",1376,75762,5,"Laina Suesue",36
"7",9680,70128,5,"Maggie Scott",36
"8",30154,32552,5,"Emily Harris",36
"9",1009,28254,9,"Brighton Gilbert",34
"10",1156,45498,9,"Carlee Liesch",34
"11",1462,12351,9,"Haley Cashwell",34
"12",24639,72222,9,"Sam Sisco",34
"13",30152,65987,9,"Peyton Robinson",34
"14",11276,62244,14,"Katelyn Powell",33
"15",11403,22131,14,"Sami Edwards",33
"16",11416,82565,14,"Lauren Wedman",33
"17",507,17793,17,"Olivia Daugherty",32
"18",1085,59598,17,"Ashtyn Patterson",32
"19",1167,30511,17,"Sydney Grimes",32
"20",24639,43324,17,"Sydney Lageyre",32
"21",230,56029,21,"Cheyenne Nelson",31
"22",354,76780,21,"Cierra Taylor",31
"23",1257,4017,21,"Mckenzie Barneycastle",31
"24",1433,10014,21,"Kortney Buresh",31
"25",9013,33217,21,"Sydni Hawkins",31
"26",11403,18281,21,"Stephanie Day",31
"27",49,13477,27,"Courtney Chisolm",30
"28",598,23115,27,"Jasmin Estrada",30
"29",1071,74483,27,"Hannah Steeby",30
"30",1170,54119,27,"Savannah Moorefield",30
"31",1170,43228,27,"Talon Laclair",30
"32",1328,74171,27,"Payton Staggs",30
"33",9011,485,27,"Katie Adler",30
"34",30054,14918,27,"Lacey Colvin",30
"35",30154,17118,27,"Morgan Curley",30
"36",30220,54410,27,"Jennifer Morinishi",30
"37",628,79792,37,"Brylynn Vallejos",29
"38",1167,82262,37,"Morgan Watson",29
"39",1314,29580,37,"Makenzie Goswick",29
"40",1390,11312,37,"Annika Canaba",29
"41",1446,16427,37,"Tyler Creach",29
"42",2814,34070,37,"Winter Henry",29
"43",8744,54262,37,"Amanda Moreno",29
"44",11416,20722,37,"Brooke Doumer",29
"45",30054,42956,37,"Lauren Kuhrt",29
"46",30152,23977,37,"Hailie Fellers",29
"47",30177,85665,37,"Savannah Wysocki",29
"48",30180,7832,37,"Makayla Bowman",29
"49",49,13284,49,"Taylor Checkley",28
"50",507,82683,49,"Kaitlin Weis",28
"51",628,12568,49,"Michelle Castro",28
"52",689,26678,49,"Mariah Galhouse",28
"53",1071,6219,49,"Gabby Biondo",28
"54",1176,36661,49,"Sierra Hucklebee",28
"55",1257,7170,49,"Julia Bomhardt",28
"56",1334,48729,49,"Genisa Marrero-carter",28
"57",1433,34230,49,"Ashley Hernandez",28
"58",1462,64223,49,"Aubrey Reep",28
"59",2720,54274,49,"Gabby Moreno",28
"60",9013,35368,49,"Taylor Hoelscher",28
"61",30119,31327,49,"Carson Hackerd",28
"62",30177,34403,49,"Skylar Herrera",28
"63",130,15291,63,"Ashlyn Cook",27
"64",174,35860,63,"Honesty Holt",27
"65",593,55334,63,"Maggie Murphy",27
"66",598,40255,63,"Maya Keating",27
"67",1156,74055,63,"Nicole Spykstra",27
"68",1257,72021,63,"Haley Simonds",27
"69",1371,71464,63,"Symphoni Shomo",27
"70",1433,80687,63,"Kim Vidlak",27
"71",1462,16227,63,"Mary claire Coyne",27
"72",30093,14353,63,"Molly Cobb",27
"73",30154,6205,63,"Michalyn Bingham",27
"74",30202,40175,63,"Kylie Kawama",27
"75",155,44013,75,"Clara Larson",26
"76",206,66275,75,"Elysa Rodriguez",26
"77",262,35784,75,"Nikoma Holmen",26
"78",309,57305,75,"Emily O'connor",26
"79",413,29108,75,"Rebecca Gonzales",26
"80",429,53223,75,"Rayne Minor",26
"81",507,40331,75,"Erin Keeney",26
"82",591,27983,75,"Sarah Gersch",26
"83",608,40557,75,"Kacie Kelly",26
"84",689,53158,75,"Corynn Miner",26
"85",996,10394,75,"Brenna Busby",26
"86",1009,62812,75,"Hazel Puempel",26
"87",1012,74620,75,"Bailey Steinke",26
"88",1071,40155,75,"Rachel Kauss",26
"89",1167,2028,75,"Shannon Antonini",26
"90",1346,913,75,"Victoria Aldridge",26
"91",1346,29054,75,"Amber Gonzales",26
"92",2697,45591,75,"Kiarra Lincoln",26
"93",2720,30350,75,"Isabel Griego",26
"94",9630,72766,75,"Grace Smith",26
"95",23121,72013,75,"Matee Simon",26
"96",27854,62852,75,"Malia Pula",26
"97",30202,48761,75,"Katelyn Marsh",26
"98",230,80409,98,"Tina Velazquez",25
"99",230,83019,98,"Mikayla Wessel",25
"100",233,30106,98,"Kensie Green",25
"101",262,13823,98,"Joanna Cirrincione",25
"102",309,27384,98,"Lucy Garrett",25
"103",383,25374,98,"Hailey Forshee",25
"104",413,17588,98,"Olivia Dampier",25
"105",608,59764,98,"Sarah Pauscher",25
"106",1009,20223,98,"Lexy Dobson",25
"107",1176,28875,98,"Ty-kella Goins",25
"108",1176,82442,98,"Emma Webb",25
"109",1328,13934,98,"Emily Clark",25
"110",1328,48622,98,"Lauren Marks",25
"111",1334,15122,98,"Kathryn Connelly",25
"112",1376,12373,98,"Alese Casper",25
"113",2696,17131,98,"Cieana Curran",25
"114",9011,10947,98,"Terran Caldwell",25
"115",9013,6651,98,"Brea Blanton",25
"116",9630,65902,98,"Alli Robinson",25
"117",9680,38973,98,"Lia Johnson",25
"118",9680,20908,98,"Reanne Drayton",25
"119",11403,50133,98,"Caitlin Mccarthy",25
"120",11740,28261,98,"Grace Gilbert",25
"121",12810,22297,98,"Addison Elbon",25
"122",23121,1488,98,"Ashley Ambrosy",25
"123",30152,17115,98,"Caitllyn Curlee",25
"124",30152,38112,98,"Jacey James",25
"125",30154,65285,98,"Carly Rigsbee",25
"126",30179,38884,98,"Jaiden Johnson",25
