"","team_id","player_id","rank","player","sb"
"1",655,16514,1,"Jaquelyn Ramon",63
"2",671,13864,2,"Keeli Milligan",58
"3",8,2338,3,"Eliisa Brown",48
"4",229,15409,3,"Madisyn Palmer",48
"5",365,518,5,"Aliyah Andrews",47
"6",234,8560,6,"Cali Harrod",42
"7",1004,4386,7,"Kayla Crutchmer",39
"8",96,22036,8,"Mckenzie Wilson",38
"9",116,15454,8,"Kara Paradowski",38
"10",302,21416,10,"Lexi Watts",37
"11",402,13182,10,"Cori Mccrary",37
"12",367,13584,12,"Sidney Melton",35
"13",371,18521,12,"Jessica Shields",35
"14",433,1280,14,"Kylan Becker",34
"15",695,3637,14,"Paige Clark",34
"16",305,18711,14,"Leslie Sims",34
"17",1320,15888,14,"Jonnie Petree",34
"18",651,2435,18,"Anamarie Bruni",33
"19",402,13123,18,"Justyce Mcclain",33
"20",283,8250,18,"Kristin Hallam",33
"21",10411,8846,18,"Makenna Helton",33
"22",490,17628,22,"Sam Russ",32
"23",446,22421,23,"Damali Young",31
"24",28600,21274,23,"Peyton Ward",31
"25",87,6585,23,"Jenna Foreman",31
"26",489,1759,23,"Nadia Blevins",31
"27",107,17412,27,"Lindsay Rood",30
"28",632,18982,27,"Stacie Smith",30
"29",363,21673,27,"Chelsea Whitcomb",30
"30",485,8303,27,"Jazzmaine Hammond",30
"31",367,6844,31,"Celene Funke",29
"32",71,19111,31,"Alex Sorgi",29
"33",655,18857,31,"Bobbi Smith",29
"34",655,5360,31,"Mima Doucet",29
"35",270,9123,31,"Dasha Hill",29
"36",366,707,36,"Kimmie Atienza",28
"37",748,16300,36,"Karen Prihoda",28
"38",10411,16286,36,"Sarah Price",28
"39",366,20557,39,"Morgan Turkoly",27
"40",493,18572,39,"Katie Shoultz",27
"41",180,6987,39,"Hanna Garber",27
"42",655,17072,39,"Lindsey Rizzo",27
"43",678,17641,39,"Riley Russell",27
"44",498,13351,44,"Sydney Mckay",26
"45",201,2669,44,"Megan Burton",26
"46",66,21089,46,"Kora Wade",25
"47",670,13241,46,"Christiana Mcdowell",25
"48",249,6812,46,"Marta Fuentes",25
"49",457,14481,46,"Leah Murray",25
"50",346,10972,46,"Shannon Klaus",25
"51",312,1820,46,"Aralee Bogar",25
"52",664,2334,52,"Destini Brown",24
"53",513,21625,52,"Ali Wester",24
"54",189,17660,52,"Libby Ryan",24
"55",193,4703,52,"Deja Davis",24
"56",654,491,56,"Rachel Anderson",23
"57",587,9664,56,"Jess Hughes",23
"58",110,7462,56,"Kelli Godin",23
"59",189,10275,56,"Macy Johnson",23
"60",465,20609,56,"Lauren Tycksen",23
"61",671,7889,56,"Kara Gremillion",23
"62",695,18564,56,"Haylee Short",23
"63",433,9484,56,"Kaylee Horton",23
"64",352,16403,64,"Ashley Quidolit rabago",22
"65",485,5038,64,"Shelby Deschamps",22
"66",1092,1900,64,"Andria Booth",22
"67",67,5150,64,"Lexi Diemmanuele",22
"68",8,18601,64,"Kb Sides",22
"69",1157,5130,64,"Brea Dickey",22
"70",1004,18743,64,"Oakley Sisemore",22
"71",97,21860,71,"Ariana Williams",21
"72",110,15754,71,"Briana Perez",21
"73",306,11430,71,"Taylor Lambert",21
"74",1157,20124,71,"Hannah Thomason",21
"75",596,9389,71,"Mckenna Holtz",21
"76",306,10089,71,"Gabbi Jenkins",21
"77",306,8568,71,"Tete Hart",21
"78",694,11671,78,"Aubrey Leach",20
"79",366,4356,78,"Jazlyn Crowder",20
"80",457,16540,78,"Kiani Ramsey",20
"81",363,3619,78,"Jordan Clark",20
"82",2707,21980,78,"Faith Willis",20
"83",702,17562,78,"Krista Rude",20
"84",700,2664,78,"Heaven Burton",20
"85",1356,20954,78,"Olivia Viggiano",20
"86",404,18878,78,"Delaney Smith",20
"87",43,18067,78,"Natalie Schilling",20
"88",10411,3160,88,"Brittany Case",19
"89",603,2002,88,"Gretchen Bowie",19
"90",772,16078,88,"Shannon Plese",19
"91",655,1679,88,"Madisen Blackford",19
"92",758,17764,88,"Takesha Saltern",19
"93",202,13850,88,"Sammi Miller",19
"94",688,8373,88,"Alicia Hansen",19
"95",355,20923,88,"Madison Via",19
"96",175,4662,88,"Kyle Davidson",19
"97",8,18142,88,"Merris Schroder",19
"98",624,20180,88,"Tiffany Thompson",19
"99",28755,10701,88,"Kate Kelly",19
"100",388,7258,88,"Hannah Giammarino",19
"101",5,9392,88,"Jessie Holzman",19
"102",28600,7409,88,"Graysen Gladden",19
"103",391,4543,88,"Maddie Daigneau",19
"104",626,22284,88,"Kiera Wright",19
"105",439,8485,88,"Katie Harrington",19
"106",219,13267,88,"Mackenzie Mcferon",19
"107",306,6299,88,"Makayla Ferrari",19
