"","team_id","player_id","rank","player","hr"
"1",29,8460,1,"Jessie Harper",28
"2",8,8848,2,"Bailey Hemphill",26
"3",430,4664,2,"Mia Davidson",26
"4",257,5118,4,"Alyssa Dicarlo",23
"5",317,7660,4,"Kate Gordon",23
"6",756,6511,4,"Morganne Flores",23
"7",10411,15035,7,"Alyssa Oakes",22
"8",191,17619,7,"Linda Rush",22
"9",29,14381,7,"Dejah Mulipola",22
"10",430,11779,7,"Ulufa Leilua",22
"11",513,2278,11,"Cait Brooks",20
"12",249,3917,11,"Jenna Cone",20
"13",37,20850,11,"Kendall Veach",20
"14",334,3440,14,"Abbey Cheek",19
"15",29,15418,14,"Alyssa Palomino",19
"16",519,7209,14,"Morgan Geno",19
"17",522,17397,14,"Sydney Romero",19
"18",388,19429,14,"Mya Stevenson",19
"19",521,18573,14,"Samantha Show",19
"20",742,14865,14,"Caitlyn Nolan",19
"21",434,21589,14,"Kimberly Wert",19
"22",739,16596,22,"Paige Rauch",18
"23",191,5177,22,"Kristi Dimeo",18
"24",43,11944,22,"Danielle Liermann",18
"25",587,22077,22,"Katie Wingert",18
"26",28,8165,22,"Maddi Hackbarth",18
"27",522,3696,27,"Caleigh Clifton",17
"28",683,16457,27,"Melissa Rahrich",17
"29",365,19682,27,"Shelbi Sunseri",17
"30",244,8075,27,"Marissa Guimbarda",17
"31",110,14791,27,"Bubba Nickles",17
"32",428,2105,27,"Hope Brandner",17
"33",522,7815,27,"Grace Green",17
"34",365,17829,27,"Shemiah Sanchez",17
"35",504,2552,35,"Sammey Bunch",16
"36",311,21934,35,"Sami Williams",16
"37",522,360,35,"Jocelyn Alo",16
"38",428,4983,35,"Natalie Denhartog",16
"39",649,8923,35,"Ali Herdliska",16
"40",317,7611,35,"Megan Good",16
"41",600,14905,35,"Hayley Norton",16
"42",459,18557,35,"Marisa Sholtes",16
"43",490,14878,35,"Brigette Nordberg",16
"44",654,5830,35,"Ashley Ellis",16
"45",236,17084,35,"Molly Roark",16
"46",796,11120,46,"Kayla Konwent",15
"47",302,21494,46,"Kayla Wedl",15
"48",28,8164,46,"Kindra Hackbarth",15
"49",277,8794,46,"Callee Heen",15
"50",463,5751,46,"Tristen Edwards",15
"51",746,18937,46,"Lacy Smith",15
"52",234,18512,46,"Sydney Sherrill",15
"53",711,19489,46,"Nicole Stockinger",15
"54",648,10181,46,"Jana Johns",15
"55",234,8560,46,"Cali Harrod",15
"56",66,6356,46,"Bradie Fillmore",15
"57",235,11978,46,"Kendyl Lindaman",15
"58",234,7657,46,"Carsyn Gordon",15
"59",202,12066,46,"Destinee Lizzmore",15
"60",694,1235,46,"Haley Bearden",15
"61",37,19029,46,"Tannon Snow",15
"62",625,9184,46,"Whitney Hinton",15
"63",419,4489,46,"Lexi Cushing",15
"64",156,18402,64,"Tara Shadowen",14
"65",700,5750,64,"Trenity Edwards",14
"66",315,1494,64,"Taylor Beshears",14
"67",742,1406,64,"Kelsey Bennett",14
"68",519,22464,64,"Katie Yun",14
"69",234,14216,64,"Dani Morgan",14
"70",115,6704,64,"Kayla Fredendall",14
"71",458,12624,64,"Katie Manring",14
"72",600,13358,64,"Sierra Mckee",14
"73",315,3493,64,"Anna Chisolm",14
"74",149,18922,64,"Kassidy Smith",14
"75",472,9485,64,"Kelsey Horton",14
"76",317,277,64,"Odicci Alexander",14
"77",29,12857,64,"Malia Martinez",14
"78",509,11910,64,"Rachel Lewis",14
"79",704,18873,64,"Cortney Smith",14
"80",101,19420,80,"Megan Stevens",13
"81",388,8470,80,"Aly Harrell",13
"82",1092,15309,80,"Autumn Owen",13
"83",72,22340,80,"Kealia Wysocki",13
"84",676,4094,80,"Margarita Corona",13
"85",742,19601,80,"Emma Strouth",13
"86",559,1306,80,"Jenny Behan",13
"87",102,722,80,"Krystal Aubert",13
"88",731,15204,80,"Lexi Orozco",13
"89",175,5764,80,"Abby Ehrenborg",13
"90",367,8908,80,"Megan Hensley",13
"91",430,14131,80,"Kat Moore",13
"92",149,4833,80,"Courtney Dean",13
"93",1356,20138,80,"Bailey Thompson",13
"94",539,1640,80,"Chelsea Bisi",13
"95",355,1621,80,"Amber Bishop",13
"96",202,3614,80,"Hannah Clark",13
"97",539,16126,80,"Toni Polk",13
"98",255,19297,80,"Cameron Stanford",13
"99",334,12767,80,"Alex Martens",13
"100",521,16931,80,"Michaela Richbourg",13
"101",563,14412,80,"Hunter Mundy",13
"102",334,15914,80,"Mallory Peyton",13
"103",8,10086,80,"Claire Jenkins",13
"104",8,18142,80,"Merris Schroder",13
