"","team_id","player_id","rank","player","era"
"1",487,7118,1,"Megan Garst",0.842
"2",110,7044,2,"Rachel Garcia",0.978
"3",108,22356,3,"Brooke Yanez",1.032
"4",671,5851,4,"Summer Ellyson",1.082
"5",10411,1573,5,"Christina Biggerstaff",1.094
"6",189,14732,6,"Nicole Newman",1.109
"7",651,4102,7,"Georgina Corrick",1.143
"8",28755,16562,8,"Riley Randolph",1.156
"9",110,6159,9,"Megan Faraimo",1.243
"10",522,12192,10,"Mariah Lopez",1.249
"11",428,6394,11,"Amber Fiser",1.272
"12",756,16064,12,"Gabbie Plain",1.276
"13",522,10492,13,"Giselle Juarez",1.282
"14",386,15950,14,"Calista Phippen",1.315
"15",68,5458,15,"Ali Dubois",1.319
"16",8,6627,16,"Montana Fouts",1.387
"17",310,22524,17,"Kara Zazzaro",1.389
"18",355,3178,18,"Chase Cassady",1.39
"19",439,9879,19,"Alyssa Irons",1.414
"20",234,10895,20,"Meghan King",1.48
"21",288,1343,21,"Presley Bell",1.517
"22",756,401,22,"Taran Alvelo",1.549
"23",483,11468,23,"Megan Landry",1.607
"24",509,21878,24,"Danielle Williams",1.611
"25",128,21677,25,"Alea White",1.613
"26",317,7611,26,"Megan Good",1.621
"27",31,19534,27,"Autumn Storms",1.631
"28",719,4919,27,"Chenise Delce",1.631
"29",703,5801,29,"Miranda Elish",1.642
"30",402,6514,30,"Saleen Flores",1.643
"31",235,1059,31,"Kelly Barnhill",1.65
"32",277,9196,32,"Brittany Hitchcock",1.663
"33",288,8793,33,"Savannah Heebner",1.664
"34",29,4980,34,"Alyssa Denham",1.672
"35",28755,13665,35,"Marissa Mesiemore",1.693
"36",68,6979,36,"Emily Gant",1.699
"37",654,20059,37,"Haley Thogmartin",1.706
"38",128,20817,38,"Breanna Vasquez",1.717
"39",315,18706,39,"Faith Sims",1.74
"40",317,277,40,"Odicci Alexander",1.762
"41",630,20631,41,"Jenessa Ullegue",1.772
"42",306,20402,42,"Tara Trainer",1.792
"43",676,21800,43,"Kassidy Wilbur",1.798
"44",742,17222,44,"Keely Rochard",1.807
"45",694,17326,45,"Ashley Rogers",1.817
"46",742,5668,46,"Carrie Eberle",1.843
"47",418,1253,47,"Meghan Beaubien",1.876
"48",31,8180,48,"Mary Haff",1.877
"49",43,16435,49,"Morgan Rackel",1.88
"50",414,20950,50,"Courtney Vierstra",1.884
"51",472,5110,51,"Samaria Diaz",1.954
"52",391,4056,52,"Courtney Coppersmith",1.967
"53",664,20396,53,"Abby Trahan",1.988
"54",1356,14565,54,"Carley Nance",1.991
"55",796,13625,55,"Kaitlyn Menz",2.015
"56",457,15963,56,"Brittany Pickett",2.047
"57",418,19528,57,"Alex Storako",2.059
"58",433,9972,58,"Molly Jacobsen",2.066
"59",518,16611,59,"Morgan Ray",2.077
"60",361,20715,60,"Elena Valenzuela",2.082
"61",101,10005,61,"Jillian James",2.097
"62",102,4100,62,"Savanna Corr",2.103
"63",683,16457,63,"Melissa Rahrich",2.111
"64",331,18000,63,"Andrea Scali",2.111
"65",465,2181,65,"Jenny Bressler",2.115
"66",28600,10462,66,"Mandy Jordan",2.119
"67",772,184,67,"Kelsey Aikey",2.153
"68",1104,4981,68,"Ryan Denhart",2.154
"69",27,9323,69,"Sydney Holland",2.16
"70",164,15154,70,"Marybeth Olson",2.184
"71",716,10272,71,"Leanna Johnson",2.19
"72",556,387,72,"Daniela Alvarez",2.201
"73",10411,9126,73,"Erin Hill",2.204
"74",96,5263,74,"Hailey Dolcini",2.211
"75",505,7388,75,"Taylor Ginther",2.214
"76",497,20413,76,"Hope Trautwein",2.218
"77",624,5565,77,"Regan Dunn",2.221
"78",184,13005,78,"Ashley Mauser",2.227
"79",518,16872,79,"Lauren Rice",2.243
"80",370,12629,80,"Samantha Manti",2.245
"81",370,943,81,"Hannah Bandimere",2.264
"82",694,656,82,"Caylan Arnold",2.265
"83",699,16806,83,"Naomi Reyes",2.267
"84",400,15122,84,"Kiara Oliver",2.268
"85",572,17327,85,"Becca Rogers",2.276
"86",97,12827,86,"Dani Martinez",2.287
"87",693,9610,87,"Celie Hudson",2.292
"88",346,17586,88,"Aaliyah Ruiz",2.297
"89",27,12144,89,"Kenzie Longanecker",2.301
"90",83,7196,90,"Raeanne Geffert",2.313
"91",107,5546,91,"Kamalani Dung",2.318
"92",285,14667,92,"Kelly Nelson",2.333
"93",365,19682,93,"Shelbi Sunseri",2.339
"94",513,20222,94,"Payton Tidd",2.342
"95",659,10352,95,"Brianna Jones",2.346
"96",1356,11556,95,"Andie Larkins",2.346
"97",725,14716,97,"Macey Newbary",2.348
"98",521,18573,98,"Samantha Show",2.353
"99",294,15669,99,"Autumn Pease",2.359
"100",669,5129,100,"Steffany Dickerson",2.367
