"","team_id","player_id","rank","player","k_bb"
"1",189,56343,1,"Nicole Newman","6.9"
"2",522,39629,2,"Giselle Juarez","6.3"
"3",771,37655,3,"Emily Ira","6.1"
"4",43,63227,4,"Morgan Rackel","5.5"
"5",671,22508,5,"Summer Ellyson","5.5"
"6",522,46433,6,"Mariah Lopez","5.5"
"7",624,51291,7,"Lindsey Mcleod","5.2"
"8",756,1411,8,"Taran Alvelo","5.0"
"9",756,61582,9,"Gabbie Plain","4.8"
"10",620,1783,10,"Kierstin Anderson-glass","4.8"
"11",164,58016,11,"Marybeth Olson","4.7"
"12",110,23592,12,"Megan Faraimo","4.7"
"13",386,61098,13,"Calista Phippen","4.6"
"14",110,27172,14,"Rachel Garcia","4.4"
"15",509,84048,15,"Danielle Williams","4.4"
"16",694,66480,16,"Ashley Rogers","4.3"
"17",414,80709,17,"Courtney Vierstra","4.2"
"18",31,75265,18,"Autumn Storms","4.2"
"19",433,38005,19,"Molly Jacobsen","4.1"
"20",28755,63673,20,"Riley Randolph","4.1"
"21",355,19965,21,"Julia Dimartino","4.1"
"22",661,45093,22,"Jennifer Leonhardt","4.0"
"23",234,41339,23,"Meghan King","4.0"
"24",10411,6095,24,"Christina Biggerstaff","3.9"
"25",483,43657,25,"Megan Landry","3.9"
"26",703,22339,26,"Miranda Elish","3.8"
"27",716,38969,27,"Leanna Johnson","3.7"
"28",68,26946,28,"Emily Gant","3.7"
"29",466,68844,29,"Kali Sargent","3.7"
"30",37,32541,30,"Chardonnay Harris","3.7"
"31",459,9554,31,"Stephanie Bryden","3.6"
"32",487,27421,32,"Megan Garst","3.6"
"33",694,54770,33,"Matty Moss","3.6"
"34",285,33732,34,"Alexandra Held","3.6"
"35",428,24549,35,"Amber Fiser","3.6"
"36",651,15787,36,"Georgina Corrick","3.5"
"37",683,63333,37,"Melissa Rahrich","3.5"
"38",433,24492,38,"Brittany Finney","3.5"
"39",418,4759,39,"Meghan Beaubien","3.5"
"40",68,21042,40,"Ali Dubois","3.5"
"41",317,980,41,"Odicci Alexander","3.5"
"42",29,51535,42,"Taylor Mcquillin","3.4"
"43",539,59420,43,"Bailey Parshall","3.4"
"44",813,38569,44,"Terra Jerpbak","3.4"
"45",248,80935,45,"Marina Vitalich","3.3"
"46",331,69108,46,"Andrea Scali","3.3"
"47",108,85739,47,"Brooke Yanez","3.3"
"48",441,20957,48,"Colleen Driscoll","3.3"
"49",454,38109,49,"Hannah James","3.2"
"50",654,77296,50,"Haley Thogmartin","3.2"
"51",439,37678,51,"Alyssa Irons","3.2"
"52",83,27730,52,"Raeanne Geffert","3.2"
"53",8,25535,53,"Montana Fouts","3.2"
"54",817,38294,54,"Addy Jarvis","3.2"
"55",235,4031,55,"Kelly Barnhill","3.1"
"56",391,15550,56,"Courtney Coppersmith","3.1"
"57",285,56061,57,"Kelly Nelson","3.1"
"58",277,35174,58,"Brittany Hitchcock","3.1"
"59",742,66090,59,"Keely Rochard","3.0"
"60",249,43751,60,"Sierra Lange","3.0"
"61",31,31369,61,"Mary Haff","3.0"
"62",355,12383,62,"Chase Cassady","2.9"
"63",310,86379,63,"Kara Zazzaro","2.9"
"64",288,33588,64,"Savannah Heebner","2.9"
"65",682,63954,65,"Katherine Rayner","2.9"
"66",312,20547,66,"Allison Doocy","2.9"
"67",29,19123,67,"Alyssa Denham","2.8"
"68",457,61164,68,"Brittany Pickett","2.8"
"69",556,1380,69,"Daniela Alvarez","2.7"
"70",202,59732,70,"Mollie Paulick","2.7"
"71",669,19721,71,"Steffany Dickerson","2.7"
"72",28600,39511,72,"Mandy Jordan","2.7"
"73",236,2711,73,"Madie Aughinbaugh","2.7"
"74",370,3630,74,"Hannah Bandimere","2.7"
"75",418,75242,75,"Alex Storako","2.7"
"76",97,49101,76,"Dani Martinez","2.6"
"77",30095,33395,77,"Cambrie Hazel","2.6"
"78",1157,1846,78,"Hailey Andrews","2.5"
"79",472,19641,79,"Samaria Diaz","2.5"
"80",316,6171,80,"Alyssa Bilodeau","2.5"
"81",248,1980,81,"Bekah Ansbro","2.5"
"82",96,20333,82,"Hailey Dolcini","2.5"
"83",14927,80436,83,"Alicia Veltri","2.5"
"84",664,78497,84,"Abby Trahan","2.5"
"85",676,42711,85,"Ashley Kriesel","2.5"
"86",792,47927,86,"Kiley Majette","2.4"
"87",627,33750,87,"Delaney Heller","2.4"
"88",699,64691,88,"Naomi Reyes","2.4"
"89",742,21882,89,"Carrie Eberle","2.4"
"90",27,46261,90,"Kenzie Longanecker","2.4"
"91",112,81809,91,"Robyn Wampler","2.4"
"92",414,62369,92,"Brianna Pratt","2.4"
"93",2699,46852,93,"Lexi Lucas","2.4"
"94",810,21565,94,"Makenna Durieux","2.4"
"95",294,59932,95,"Autumn Pease","2.4"
"96",493,44582,96,"Kk Leddy","2.3"
"97",352,56894,97,"Gabriella Nori","2.3"
"98",87,65136,98,"Karli Ricketts","2.3"
"99",725,21449,99,"Jolie Duong","2.3"
"100",719,61699,100,"Samantha Pochop","2.3"
