"","team_id","player_id","rank","player","rc"
"1",191,17619,1,"Linda Rush"," 86.15"
"2",317,7660,2,"Kate Gordon"," 83.61"
"3",8,8848,3,"Bailey Hemphill"," 83.04"
"4",654,491,4,"Rachel Anderson"," 80.50"
"5",334,3440,5,"Abbey Cheek"," 80.14"
"6",796,11120,6,"Kayla Konwent"," 79.67"
"7",257,5118,7,"Alyssa Dicarlo"," 79.29"
"8",739,16596,8,"Paige Rauch"," 77.92"
"9",522,17397,9,"Sydney Romero"," 77.88"
"10",235,12208,10,"Amanda Lorenz"," 75.20"
"11",311,21934,11,"Sami Williams"," 74.81"
"12",29,15418,12,"Alyssa Palomino"," 74.43"
"13",522,3696,13,"Caleigh Clifton"," 73.79"
"14",513,2278,14,"Cait Brooks"," 70.86"
"15",191,5177,15,"Kristi Dimeo"," 70.79"
"16",368,3172,16,"Courtney Cashman"," 70.62"
"17",302,21494,17,"Kayla Wedl"," 70.50"
"18",10411,15035,18,"Alyssa Oakes"," 69.75"
"19",234,18512,19,"Sydney Sherrill"," 68.50"
"20",101,19420,20,"Megan Stevens"," 68.41"
"21",249,3917,21,"Jenna Cone"," 67.69"
"22",430,4664,22,"Mia Davidson"," 66.74"
"23",28,8164,23,"Kindra Hackbarth"," 66.46"
"24",110,14791,24,"Bubba Nickles"," 66.43"
"25",29,8460,25,"Jessie Harper"," 62.94"
"26",302,10013,26,"Skylee James"," 61.28"
"27",522,360,27,"Jocelyn Alo"," 61.07"
"28",234,8560,28,"Cali Harrod"," 61.03"
"29",28,9561,29,"Morgan Howe"," 61.02"
"30",504,2552,30,"Sammey Bunch"," 60.75"
"31",756,6511,31,"Morganne Flores"," 60.52"
"32",518,16029,32,"Lilli Piper"," 60.23"
"33",519,22464,33,"Katie Yun"," 59.60"
"34",600,14905,34,"Hayley Norton"," 59.35"
"35",746,18937,35,"Lacy Smith"," 59.22"
"36",683,16457,36,"Melissa Rahrich"," 58.78"
"37",317,10495,37,"Sara Jubas"," 58.50"
"38",676,4094,38,"Margarita Corona"," 58.16"
"39",742,19601,39,"Emma Strouth"," 57.98"
"40",519,7209,40,"Morgan Geno"," 57.70"
"41",700,8286,41,"Karli Hamilton"," 57.00"
"42",639,4124,42,"Madysen Cossack"," 56.95"
"43",317,7611,43,"Megan Good"," 56.84"
"44",550,11990,44,"Darian Lindsey"," 56.28"
"45",559,1306,45,"Jenny Behan"," 55.72"
"46",29,14381,46,"Dejah Mulipola"," 55.71"
"47",110,10451,46,"Aaliyah Jordan"," 55.71"
"48",521,18573,48,"Samantha Show"," 55.64"
"49",365,19682,49,"Shelbi Sunseri"," 55.25"
"50",249,12010,50,"Jessica Linquist"," 54.95"
"51",649,8923,51,"Ali Herdliska"," 54.89"
"52",428,2105,52,"Hope Brandner"," 54.87"
"53",371,9904,53,"Allyson Ivey"," 54.58"
"54",428,4983,54,"Natalie Denhartog"," 54.57"
"55",702,21247,55,"Whitney Walton"," 54.53"
"56",77,10137,56,"Rylee Jensen"," 54.49"
"57",518,3611,57,"Emily Clark"," 54.41"
"58",430,11779,58,"Ulufa Leilua"," 54.29"
"59",43,11944,59,"Danielle Liermann"," 54.28"
"60",463,5751,60,"Tristen Edwards"," 54.11"
"61",235,11978,61,"Kendyl Lindaman"," 53.83"
"62",156,14654,62,"Amber Nelson"," 53.63"
"63",1092,15309,63,"Autumn Owen"," 53.53"
"64",315,1494,64,"Taylor Beshears"," 53.49"
"65",388,8470,65,"Aly Harrell"," 53.47"
"66",234,7657,66,"Carsyn Gordon"," 53.23"
"67",381,16042,67,"Lauren Pitney"," 52.89"
"68",428,15552,68,"Makenna Partain"," 52.75"
"69",302,21416,69,"Lexi Watts"," 52.69"
"70",418,1698,70,"Lexie Blair"," 52.20"
"71",522,7815,71,"Grace Green"," 51.83"
"72",234,14216,72,"Dani Morgan"," 51.73"
"73",433,1280,73,"Kylan Becker"," 51.52"
"74",249,11498,74,"Sierra Lange"," 51.46"
"75",746,2671,75,"Hayley Busby"," 51.43"
"76",648,10181,76,"Jana Johns"," 51.33"
"77",742,1406,77,"Kelsey Bennett"," 51.27"
"78",439,1064,78,"Lindsey Baron"," 51.22"
"79",107,17412,79,"Lindsay Rood"," 51.01"
"80",711,19489,80,"Nicole Stockinger"," 50.98"
"81",742,20508,81,"Darby Trull"," 50.74"
"82",600,13358,82,"Sierra Mckee"," 50.58"
"83",301,12272,83,"Bella Loya"," 50.46"
"84",609,22109,84,"Sadie Wise"," 50.22"
"85",600,17681,85,"Mekenzie Saban"," 50.13"
"86",8,20379,86,"Kaylee Tow"," 50.06"
"87",603,17071,87,"Marissa Rizzi"," 50.00"
"88",648,3623,88,"Kennedy Clark"," 49.92"
"89",388,19429,89,"Mya Stevenson"," 49.87"
"90",648,1816,90,"Mackenzie Boesel"," 49.64"
"91",418,2911,91,"Faith Canfield"," 49.55"
"92",472,6235,92,"Mya Felder"," 49.53"
"93",355,1621,93,"Amber Bishop"," 49.33"
"94",110,15754,94,"Briana Perez"," 49.08"
"95",782,15804,95,"Madison Perrigan"," 48.83"
"96",301,20074,96,"Carly Thomas"," 48.78"
"97",365,17794,97,"Amanda Sanchez"," 48.76"
"98",719,9334,98,"Julia Hollingsworth"," 48.74"
"99",244,8075,99,"Marissa Guimbarda"," 48.57"
"100",366,20557,100,"Morgan Turkoly"," 48.54"
