"","team_id","player_id","rank","player","h"
"1",522,17397,1,"Sydney Romero",87
"2",702,4473,2,"Laura Curry",86
"3",402,13123,2,"Justyce Mcclain",86
"4",513,21625,4,"Ali Wester",85
"5",249,11498,5,"Sierra Lange",83
"6",433,1280,6,"Kylan Becker",82
"7",563,6408,6,"Sydney Fisher",82
"8",654,491,8,"Rachel Anderson",81
"9",311,21934,8,"Sami Williams",81
"10",302,21416,8,"Lexi Watts",81
"11",191,17619,11,"Linda Rush",80
"12",317,7660,11,"Kate Gordon",80
"13",110,14791,11,"Bubba Nickles",80
"14",191,5177,14,"Kristi Dimeo",79
"15",600,17681,14,"Mekenzie Saban",79
"16",110,15754,14,"Briana Perez",79
"17",519,22464,17,"Katie Yun",78
"18",107,17412,17,"Lindsay Rood",78
"19",703,10072,17,"Janae Jefferson",78
"20",235,12208,20,"Amanda Lorenz",77
"21",302,21494,21,"Kayla Wedl",76
"22",29,15418,21,"Alyssa Palomino",76
"23",700,8286,21,"Karli Hamilton",76
"24",702,21247,21,"Whitney Walton",76
"25",756,1164,21,"Sis Bates",76
"26",302,10013,26,"Skylee James",75
"27",418,1698,26,"Lexie Blair",75
"28",1356,3500,26,"Ally Choate",75
"29",796,11120,29,"Kayla Konwent",74
"30",234,18512,29,"Sydney Sherrill",74
"31",742,19601,29,"Emma Strouth",74
"32",29,3050,29,"Reyna Carranco",74
"33",31,13255,33,"Hannah Mcewen",73
"34",365,518,33,"Aliyah Andrews",73
"35",8,8848,35,"Bailey Hemphill",72
"36",600,14905,35,"Hayley Norton",72
"37",694,11671,35,"Aubrey Leach",72
"38",651,2435,35,"Anamarie Bruni",72
"39",305,18711,35,"Leslie Sims",72
"40",249,3917,40,"Jenna Cone",71
"41",719,9334,40,"Julia Hollingsworth",71
"42",355,1621,40,"Amber Bishop",71
"43",590,5048,40,"Hailey Desrosiers",71
"44",255,17426,40,"Bre Roper",71
"45",96,22036,40,"Mckenzie Wilson",71
"46",189,17323,40,"Mandi Roemmich",71
"47",518,16029,47,"Lilli Piper",70
"48",418,2911,47,"Faith Canfield",70
"49",1104,18975,47,"Shea Smith",70
"50",66,21089,47,"Kora Wade",70
"51",428,15552,51,"Makenna Partain",69
"52",441,18334,51,"Cami Sellers",69
"53",14927,3986,51,"Baylee Cook",69
"54",301,18508,51,"Kiana Sherlund",69
"55",366,4356,51,"Jazlyn Crowder",69
"56",43,66,51,"Kacy Acree",69
"57",28,8164,57,"Kindra Hackbarth",68
"58",234,14216,57,"Dani Morgan",68
"59",609,22109,57,"Sadie Wise",68
"60",249,12010,57,"Jessica Linquist",68
"61",654,614,57,"Mykaela Arellanes",68
"62",466,13068,57,"Sadaria Mcalister",68
"63",115,2451,57,"Bri Bryant",68
"64",700,2664,57,"Heaven Burton",68
"65",419,2587,57,"Summer Burgess",68
"66",739,16596,66,"Paige Rauch",67
"67",683,16457,66,"Melissa Rahrich",67
"68",746,18937,66,"Lacy Smith",67
"69",550,11990,66,"Darian Lindsey",67
"70",676,4094,66,"Margarita Corona",67
"71",77,10137,66,"Rylee Jensen",67
"72",742,20508,66,"Darby Trull",67
"73",272,17224,66,"Danielle Rocheleau",67
"74",301,20074,66,"Carly Thomas",67
"75",650,9372,66,"Jamie Holscher",67
"76",434,21995,66,"Brooke Wilmes",67
"77",301,6455,66,"Annie Fleming",67
"78",498,13351,66,"Sydney Mckay",67
"79",367,6844,66,"Celene Funke",67
"80",368,3172,80,"Courtney Cashman",66
"81",29,8460,80,"Jessie Harper",66
"82",315,1494,80,"Taylor Beshears",66
"83",110,10451,80,"Aaliyah Jordan",66
"84",746,2671,80,"Hayley Busby",66
"85",2707,7052,80,"Sydney Garcia",66
"86",466,13575,80,"Sierra Mello",66
"87",367,13584,80,"Sidney Melton",66
"88",27,21701,80,"Keri White",66
"89",8,18601,80,"Kb Sides",66
"90",28,9561,90,"Morgan Howe",65
"91",522,360,90,"Jocelyn Alo",65
"92",43,11944,90,"Danielle Liermann",65
"93",235,11978,90,"Kendyl Lindaman",65
"94",366,20557,90,"Morgan Turkoly",65
"95",671,4553,90,"Alissa Dalton",65
"96",674,4199,90,"Teaghan Cowles",65
"97",10411,3160,90,"Brittany Case",65
"98",556,11714,90,"Emma Lee",65
"99",37,13180,90,"Casey Mccrackin",65
"100",370,8026,90,"Molly Grumbo",65
"101",334,16675,90,"Katie Reed",65
"102",202,13850,90,"Sammi Miller",65
"103",650,5594,90,"Dustie Durham",65
"104",386,969,90,"Caroline Baratta",65
"105",8,2338,90,"Eliisa Brown",65
