"","team_id","player_id","rank","player","sb"
"1",499,64461,1,"Christa Reisinger",60
"2",1460,10376,1,"Rosa'lynn Burton",60
"3",197,33404,3,"Kaylee Hazewski",51
"4",30002,57656,4,"Makray Odom",50
"5",11740,36470,5,"Teala Howard",49
"6",9081,32755,6,"Carlie Hart",47
"7",339,40337,7,"Sara Keeny",42
"8",1371,71464,8,"Symphoni Shomo",41
"9",11403,23643,8,"Hanna Farmer",41
"10",23121,45924,8,"Melissa Livermore",41
"11",30093,2883,8,"Olivia Aycock",41
"12",383,58686,12,"Mckenzie Paap",40
"13",584,18037,12,"Jordan Davis",40
"14",30013,46607,12,"Kayla Louie",40
"15",10,7306,15,"Shelby Booker",39
"16",422,82188,15,"Davis Watkins",39
"17",598,7800,17,"Brooke Bowlin",36
"18",9004,6411,17,"Malaya Black",36
"19",1116,53110,19,"Peyton Mills",35
"20",1123,46432,19,"Marcela Lopez",35
"21",230,22578,21,"Xiarysse Emerenciana",34
"22",9004,36849,21,"Caitlin Hughes",34
"23",696,40570,23,"Loren Kelly",33
"24",1116,61473,23,"Kyndal Pirtle",33
"25",8956,7712,23,"Rajene Bowe",33
"26",422,82480,26,"Zakierra Webb",32
"27",1460,8844,26,"Kiana Broderson-jones",32
"28",30058,77317,26,"Ashley Thomas",32
"29",30192,14798,26,"Emma Collins",32
"30",41,15710,30,"Kendall Cornick",31
"31",243,25294,30,"Olivia Ford",31
"32",632,73026,32,"Stacie Smith",30
"33",30093,61385,32,"Parker Pinholster",30
"34",30124,24299,32,"Danae Fields",30
"35",30058,44681,35,"Lakaylin Lee",29
"36",130,18627,36,"Lauryn Deer",28
"37",429,22535,36,"Ashley Elsensohn",28
"38",537,83154,36,"Rendi Wetherington",28
"39",1071,6219,36,"Gabby Biondo",28
"40",2814,74214,36,"Samantha Stallbaumer",28
"41",11403,85790,36,"Kendall Yasui",28
"42",30013,33043,36,"Lily Hatcher",28
"43",197,12733,43,"Sofia Cecchin",27
"44",209,33629,43,"Danna Heh",27
"45",628,79792,43,"Brylynn Vallejos",27
"46",645,41522,43,"Cameron Kirtlan",27
"47",1071,74483,43,"Hannah Steeby",27
"48",10870,42258,43,"Kaitlyn Konopka",27
"49",30054,42956,43,"Lauren Kuhrt",27
"50",30146,9011,43,"Cayla Broussard",27
"51",291,35649,51,"Hanna Holland",26
"52",357,67658,51,"Tierra Russaw",26
"53",598,40255,51,"Maya Keating",26
"54",643,9228,51,"Megan Brown",26
"55",658,10402,51,"Sara Buscetto",26
"56",996,22107,51,"Khmari Edwards",26
"57",1245,77536,51,"Charlene Thompson",26
"58",93,63823,58,"Morgan Ratliff",25
"59",95,85372,58,"Kristin Worley",25
"60",216,78101,58,"Leanna Toler",25
"61",1116,4605,58,"Lauren Bazan",25
"62",1238,74632,58,"Brianna Stella",25
"63",10,48093,63,"Reagan Malone",24
"64",36,55278,63,"Brooke Murphy",24
"65",395,78118,63,"Hannah Tolley",24
"66",435,41645,63,"Abby Klein",24
"67",628,12568,63,"Michelle Castro",24
"68",734,27563,63,"Jordenne Gaten",24
"69",1116,60607,63,"Kiley Persons",24
"70",1439,77588,63,"Kayleigh Thompson",24
"71",30118,69897,63,"Mckenzie Schumacher",24
"72",30153,81848,63,"Alyssa Ward",24
"73",568,56068,73,"Kynra Nelson",23
"74",598,15195,73,"Megan Conrads",23
"75",799,24034,73,"Kellie Fenza",23
"76",1010,22166,73,"Savannah Egbert",23
"77",9081,51032,73,"Kris Mcintyre",23
"78",30002,65971,73,"Lenna Robinson",23
"79",30045,5790,73,"Maddie Bertisch",23
"80",30075,40457,73,"Rebekkah Keller",23
"81",25,4029,81,"Courtney Barnhill",22
"82",41,59156,81,"Mary Pardo",22
"83",55,17725,81,"Erika Dargan",22
"84",130,15291,81,"Ashlyn Cook",22
"85",216,1670,81,"Erin Anderson",22
"86",593,14897,81,"Shannon Colson",22
"87",598,79948,81,"Raven Vanden langenberg",22
"88",996,10394,81,"Brenna Busby",22
"89",1439,70185,81,"Paige Scruggs",22
"90",9004,6412,81,"Malia Black",22
"91",422,46315,91,"Kristie Looney",21
"92",499,81350,91,"Emma Walbert",21
"93",591,15567,91,"Becky Corbett",21
"94",608,21054,91,"Shyanne Dubois",21
"95",929,50623,91,"Samantha Mcdonald",21
"96",1403,70662,91,"Jamie Sevenish",21
"97",30045,83060,91,"Magnolia West",21
"98",30120,28719,91,"Lindsay Glynn",21
"99",55,15272,99,"Tandreanna Conyers",20
"100",55,66537,99,"Miyah Rogers",20
"101",645,18040,99,"Julie Davis",20
"102",1015,21683,99,"Ashley Dyer",20
"103",1096,15980,99,"Sarah Couch",20
"104",1446,36808,99,"Ryanne Huffman",20
"105",30124,46505,99,"Heather Lord",20
