"","team_id","player_id","rank","player","slg"
"1",10411,15035,1,"Alyssa Oakes","0.977"
"2",739,16596,2,"Paige Rauch","0.928"
"3",334,3440,3,"Abbey Cheek","0.905"
"4",257,5118,4,"Alyssa Dicarlo","0.899"
"5",101,19420,5,"Megan Stevens","0.889"
"6",317,7660,5,"Kate Gordon","0.889"
"7",430,4664,7,"Mia Davidson","0.882"
"8",191,17619,8,"Linda Rush","0.878"
"9",368,3172,9,"Courtney Cashman","0.876"
"10",796,11120,9,"Kayla Konwent","0.876"
"11",522,3696,11,"Caleigh Clifton","0.875"
"12",513,2278,12,"Cait Brooks","0.868"
"13",654,491,13,"Rachel Anderson","0.837"
"14",8,8848,13,"Bailey Hemphill","0.837"
"15",302,21494,15,"Kayla Wedl","0.829"
"16",522,17397,16,"Sydney Romero","0.828"
"17",504,2552,17,"Sammey Bunch","0.817"
"18",683,16457,18,"Melissa Rahrich","0.811"
"19",28,8164,19,"Kindra Hackbarth","0.808"
"20",29,8460,20,"Jessie Harper","0.805"
"21",29,15418,21,"Alyssa Palomino","0.799"
"22",311,21934,22,"Sami Williams","0.790"
"23",277,8794,23,"Callee Heen","0.789"
"24",72,22340,23,"Kealia Wysocki","0.789"
"25",172,18143,25,"Micah Schroder","0.786"
"26",249,3917,25,"Jenna Cone","0.786"
"27",428,4983,25,"Natalie Denhartog","0.786"
"28",746,18937,28,"Lacy Smith","0.784"
"29",756,6511,29,"Morganne Flores","0.783"
"30",191,5177,30,"Kristi Dimeo","0.776"
"31",711,19489,30,"Nicole Stockinger","0.776"
"32",1092,15309,32,"Autumn Owen","0.774"
"33",519,7209,33,"Morgan Geno","0.773"
"34",28,9561,34,"Morgan Howe","0.770"
"35",156,18402,34,"Tara Shadowen","0.770"
"36",603,17071,36,"Marissa Rizzi","0.765"
"37",463,5751,37,"Tristen Edwards","0.762"
"38",244,8075,38,"Marissa Guimbarda","0.761"
"39",388,19429,38,"Mya Stevenson","0.761"
"40",317,10495,40,"Sara Jubas","0.760"
"41",639,4124,41,"Madysen Cossack","0.759"
"42",522,360,41,"Jocelyn Alo","0.759"
"43",430,11779,43,"Ulufa Leilua","0.757"
"44",234,18512,44,"Sydney Sherrill","0.753"
"45",29,14381,45,"Dejah Mulipola","0.752"
"46",5,10055,46,"Sydney Jascoe","0.750"
"47",365,19682,47,"Shelbi Sunseri","0.748"
"48",381,16042,48,"Lauren Pitney","0.744"
"49",261,13845,49,"Rikkelle Miller","0.739"
"50",371,9904,50,"Allyson Ivey","0.737"
"51",700,5750,50,"Trenity Edwards","0.737"
"52",6,11752,50,"Tamia Lee-barbadillo","0.737"
"53",315,1494,53,"Taylor Beshears","0.736"
"54",156,14654,54,"Amber Nelson","0.734"
"55",472,6235,55,"Mya Felder","0.733"
"56",169,13881,56,"Kiara Mills","0.732"
"57",156,17589,56,"Ashley Ruiz","0.732"
"58",43,11944,58,"Danielle Liermann","0.731"
"59",235,12208,59,"Amanda Lorenz","0.725"
"60",742,1406,59,"Kelsey Bennett","0.725"
"61",439,1064,59,"Lindsey Baron","0.725"
"62",518,3611,62,"Emily Clark","0.723"
"63",519,22464,63,"Katie Yun","0.722"
"64",459,18557,64,"Marisa Sholtes","0.720"
"65",742,14865,64,"Caitlyn Nolan","0.720"
"66",302,10013,66,"Skylee James","0.719"
"67",521,18573,67,"Samantha Show","0.717"
"68",428,2105,68,"Hope Brandner","0.715"
"69",110,14791,69,"Bubba Nickles","0.714"
"70",649,8923,70,"Ali Herdliska","0.713"
"71",522,7815,71,"Grace Green","0.712"
"72",37,20850,71,"Kendall Veach","0.712"
"73",317,7611,73,"Megan Good","0.709"
"74",587,22077,73,"Katie Wingert","0.709"
"75",648,10181,75,"Jana Johns","0.708"
"76",746,2671,76,"Hayley Busby","0.706"
"77",742,19601,77,"Emma Strouth","0.705"
"78",66,3305,78,"Rebekah Cervantes","0.703"
"79",102,722,79,"Krystal Aubert","0.702"
"80",731,15204,79,"Lexi Orozco","0.702"
"81",77,10137,81,"Rylee Jensen","0.700"
"82",234,14216,81,"Dani Morgan","0.700"
"83",315,3493,81,"Anna Chisolm","0.700"
"84",518,16029,84,"Lilli Piper","0.698"
"85",290,4996,85,"Kalita Dennis","0.697"
"86",388,8470,86,"Aly Harrell","0.693"
"87",72,575,87,"Allison Apke","0.691"
"88",110,10451,87,"Aaliyah Jordan","0.691"
"89",600,14905,87,"Hayley Norton","0.691"
"90",317,14744,90,"Logan Newton","0.687"
"91",158,8033,90,"Sommer Grzybek","0.687"
"92",115,6704,90,"Kayla Fredendall","0.687"
"93",7,9998,93,"Amira James","0.686"
"94",416,11377,93,"Caitie Ladd","0.686"
"95",458,12624,95,"Katie Manring","0.683"
"96",503,10666,96,"Katie Keller","0.682"
"97",66,6356,97,"Bradie Fillmore","0.679"
"98",234,8560,98,"Cali Harrod","0.678"
"99",676,4094,98,"Margarita Corona","0.678"
"100",283,7390,98,"Meghan Giordano","0.678"
