"","team_id","player_id","rank","player","slg"
"1",10411,57528,1,"Alyssa Oakes","0.977"
"2",739,63831,2,"Paige Rauch","0.928"
"3",334,13284,3,"Abbey Cheek","0.905"
"4",257,19666,4,"Alyssa Dicarlo","0.899"
"5",101,74801,5,"Megan Stevens","0.889"
"6",317,29441,5,"Kate Gordon","0.889"
"7",430,17876,7,"Mia Davidson","0.882"
"8",191,67599,8,"Linda Rush","0.878"
"9",368,12344,9,"Courtney Cashman","0.876"
"10",796,42259,9,"Kayla Konwent","0.876"
"11",522,14222,11,"Caleigh Clifton","0.875"
"12",513,8913,12,"Cait Brooks","0.868"
"13",1395,11452,13,"Georgia Capell","0.867"
"14",8,33821,14,"Bailey Hemphill","0.837"
"15",654,1751,14,"Rachel Anderson","0.837"
"16",302,82539,16,"Kayla Wedl","0.829"
"17",522,66733,17,"Sydney Romero","0.828"
"18",504,9888,18,"Sammey Bunch","0.817"
"19",683,63316,19,"Melissa Rahrich","0.811"
"20",28,31310,20,"Kindra Hackbarth","0.808"
"21",29,32440,21,"Jessie Harper","0.805"
"22",29,58985,22,"Alyssa Palomino","0.799"
"23",311,84180,23,"Sami Williams","0.790"
"24",72,85635,24,"Kealia Wysocki","0.789"
"25",277,33582,24,"Callee Heen","0.789"
"26",172,69732,26,"Micah Schroder","0.786"
"27",249,15039,26,"Jenna Cone","0.786"
"28",428,19124,26,"Natalie Denhartog","0.786"
"29",746,72864,29,"Lacy Smith","0.784"
"30",756,24992,30,"Morganne Flores","0.783"
"31",191,19970,31,"Kristi Dimeo","0.776"
"32",711,75052,31,"Nicole Stockinger","0.776"
"33",1092,58576,33,"Autumn Owen","0.774"
"34",519,27805,34,"Morgan Geno","0.773"
"35",28,36477,35,"Morgan Howe","0.770"
"36",156,70745,35,"Tara Shadowen","0.770"
"37",603,65605,37,"Marissa Rizzi","0.765"
"38",463,22141,38,"Tristen Edwards","0.762"
"39",244,30960,39,"Marissa Guimbarda","0.761"
"40",388,74828,39,"Mya Stevenson","0.761"
"41",317,39632,41,"Sara Jubas","0.760"
"42",522,1274,42,"Jocelyn Alo","0.759"
"43",639,15872,42,"Madysen Cossack","0.759"
"44",430,44850,44,"Ulufa Leilua","0.757"
"45",30136,59709,45,"Austine Pauley","0.756"
"46",234,71237,46,"Sydney Sherrill","0.753"
"47",29,54983,47,"Dejah Mulipola","0.752"
"48",5,38301,48,"Sydney Jascoe","0.750"
"49",365,75922,49,"Shelbi Sunseri","0.748"
"50",381,61492,50,"Lauren Pitney","0.744"
"51",261,52977,51,"Rikkelle Miller","0.739"
"52",6,44725,52,"Tamia Lee-barbadillo","0.737"
"53",371,37769,52,"Allyson Ivey","0.737"
"54",700,22140,52,"Trenity Edwards","0.737"
"55",199,72076,55,"Bri Sims","0.736"
"56",315,5827,55,"Taylor Beshears","0.736"
"57",1395,36920,57,"Tanna Huie","0.735"
"58",156,55995,58,"Amber Nelson","0.734"
"59",472,23928,59,"Mya Felder","0.733"
"60",156,67458,60,"Ashley Ruiz","0.732"
"61",169,53084,60,"Kiara Mills","0.732"
"62",43,45485,62,"Danielle Liermann","0.731"
"63",235,46507,63,"Amanda Lorenz","0.725"
"64",439,4046,63,"Lindsey Baron","0.725"
"65",742,5426,63,"Kelsey Bennett","0.725"
"66",518,13931,66,"Emily Clark","0.723"
"67",519,86147,67,"Katie Yun","0.722"
"68",459,71441,68,"Marisa Sholtes","0.720"
"69",742,56781,68,"Caitlyn Nolan","0.720"
"70",302,38134,70,"Skylee James","0.719"
"71",521,71506,71,"Samantha Show","0.717"
"72",428,8224,72,"Hope Brandner","0.715"
"73",110,56507,73,"Bubba Nickles","0.714"
"74",649,34152,74,"Ali Herdliska","0.713"
"75",37,80291,75,"Kendall Veach","0.712"
"76",522,30080,75,"Grace Green","0.712"
"77",317,29278,77,"Megan Good","0.709"
"78",587,84620,77,"Katie Wingert","0.709"
"79",648,38725,79,"Jana Johns","0.708"
"80",746,10396,80,"Hayley Busby","0.706"
"81",742,75550,81,"Emma Strouth","0.705"
"82",66,12834,82,"Rebekah Cervantes","0.703"
"83",102,2699,83,"Krystal Aubert","0.702"
"84",731,58210,83,"Lexi Orozco","0.702"
"85",77,38535,85,"Rylee Jensen","0.700"
"86",234,54319,85,"Dani Morgan","0.700"
"87",315,13473,85,"Anna Chisolm","0.700"
"88",518,61434,88,"Lilli Piper","0.698"
"89",620,3943,88,"Elise Barnes","0.698"
"90",290,19164,90,"Kalita Dennis","0.697"
"91",1395,34437,90,"Karli Herron","0.697"
"92",388,32474,92,"Aly Harrell","0.693"
"93",72,2072,93,"Allison Apke","0.691"
"94",110,39462,93,"Aaliyah Jordan","0.691"
"95",600,56977,93,"Hayley Norton","0.691"
"96",115,25879,96,"Kayla Fredendall","0.687"
"97",158,30773,96,"Sommer Grzybek","0.687"
"98",317,56374,96,"Logan Newton","0.687"
"99",7,38086,99,"Amira James","0.686"
"100",416,43241,99,"Caitie Ladd","0.686"
