"","team_id","player_id","rank","player","opp_avg"
"1",300,83682,1,"Ally Wiegand",0.127
"2",745,36961,2,"Hanna Hull",0.13
"3",615,29716,3,"Julie Graf",0.131
"4",805,49641,4,"Bella Matthias",0.154
"5",259,70861,5,"Lauren Shannon",0.158
"6",259,18609,6,"Jesse Dedomenico",0.165
"7",121,30821,6,"Stefanie Guercio",0.165
"8",712,55683,8,"Alanna Namit",0.168
"9",1062,43901,9,"Beatriz Lara",0.169
"10",717,79881,9,"Kristi Van meter",0.169
"11",1064,69231,11,"Elisabeth Schaffer",0.172
"12",745,31587,12,"Carla Hall",0.173
"13",185,52693,12,"Madison Milaszewski",0.173
"14",396,72849,14,"Katlyn Smith",0.174
"15",8746,46294,15,"Lindsey Longuet",0.176
"16",30044,67313,16,"Jess Rozick",0.179
"17",200,7092,16,"Morgan Bolduk",0.179
"18",46,11082,16,"Nikki Camarati",0.179
"19",150,57976,19,"Alyssa Olson",0.183
"20",1036,25173,20,"Gina Followell",0.184
"21",8567,53004,21,"Sarah Miller",0.187
"22",313,24817,22,"Beth Fleming",0.188
"23",398,55778,22,"Ravenne Nasser",0.188
"24",28593,16819,24,"Haley Crumpton",0.189
"25",966,70003,25,"Kylee Schwind",0.191
"26",247,40880,26,"Ashlyn Kersch",0.192
"27",789,21310,27,"Rebecca Duncan",0.194
"28",24,79385,28,"Lorena Ukanwa",0.196
"29",372,8327,29,"Samantha Bratland",0.197
"30",45,75057,30,"Brooke Stock",0.198
"31",398,11190,30,"Colleen Campbell",0.198
"32",168,81800,32,"Cady Walts",0.199
"33",807,39037,33,"Olivia Johnson",0.2
"34",1062,16190,33,"Preslye Cox",0.2
"35",467,3784,33,"Taylor Barbour",0.2
"36",276,45255,33,"Temma Levis",0.2
"37",30044,53030,33,"Val Miller",0.2
"38",1400,57877,38,"Kayla Oliveira",0.202
"39",50,60079,39,"Kirsten Pelletier",0.203
"40",679,11496,39,"Marissa Cappello",0.203
"41",139,4383,41,"Aubrey Bates",0.205
"42",30190,34177,41,"Morgan Heritage",0.205
"43",595,35204,43,"Ally Hjort",0.206
"44",120,58446,43,"Amanda Osterhus",0.206
"45",623,56010,43,"Andi Nelson",0.206
"46",565,83580,46,"Candace Whittemore",0.207
"47",44,77560,46,"Hannah Thompson",0.207
"48",1133,39316,46,"Jen Jones",0.207
"49",28749,7806,46,"Kameron Bowling",0.207
"50",177,34027,50,"Cami Henry",0.208
"51",329,65305,50,"Jacqueline Riley",0.208
"52",673,1177,50,"Shelby Allen",0.208
"53",491,8314,53,"Beth Braswell",0.21
"54",8981,58122,53,"Maggie Oram",0.21
"55",20220,83699,55,"Emily Wierderholt",0.211
"56",815,45329,56,"Ginger Lewis",0.212
"57",42,78146,56,"Hannah Tomasko",0.212
"58",73,78065,58,"Scottie Todd",0.213
"59",382,32788,59,"Aarin Hartenstein",0.214
"60",297,35985,59,"Sydney Hood",0.214
"61",114,7462,61,"Ellie Borst",0.215
"62",1159,79317,61,"Whitney Tyler",0.215
"63",484,24195,63,"Alexis Ferris",0.216
"64",1099,12590,63,"Caitlin Catalanotto",0.216
"65",564,24705,63,"Erin Fitzsimmons",0.216
"66",267,32863,66,"Morgan Hartranft",0.217
"67",30037,68966,67,"Katie Saupe",0.218
"68",30037,39892,68,"Hannah Kampmann",0.219
"69",30064,41845,69,"Celia Knappenberger",0.22
"70",30038,47925,70,"Bria Majeski",0.221
"71",16142,54884,70,"Brooke Moyle",0.221
"72",73,28912,70,"Sydney Goldman",0.221
"73",633,76176,73,"Jennifer Sweeney",0.222
"74",1255,5846,73,"Sydnee Bessler",0.222
"75",166,32392,75,"Haley Harmon",0.223
"76",119,50797,75,"Scotty Mcgee",0.223
"77",1203,64167,77,"Kathryn Reed",0.224
"78",238,31019,77,"Kelsi Gunarathne",0.224
"79",453,8602,79,"Cora Bridgers",0.225
"80",329,19864,79,"Taryn Digiacomo",0.225
"81",542,53118,81,"Kiana Millsaps",0.227
"82",12973,62161,81,"Megan Potter",0.227
"83",382,23882,83,"Alycia Feeney",0.228
"84",789,55328,83,"Mackenzie Murphy",0.228
"85",268,53636,85,"Alex Molloy",0.229
"86",263,16150,86,"Cheyanne Cox",0.23
"87",38,1761,86,"Sam Anderson",0.23
"88",1454,69927,88,"Drea Schwaier-wolf",0.231
"89",973,35662,88,"Meredith Holland",0.231
"90",548,52827,90,"Caitlyn Miller",0.232
"91",549,66134,90,"Liz Rodarte",0.232
"92",146,86634,90,"Olivia Zoeller",0.232
"93",475,25587,93,"Emily Fox",0.233
"94",18,83775,94,"Jessica Wilcox",0.234
"95",492,15561,95,"Gianna Corban",0.235
"96",808,61062,95,"Mackenzie Phillips",0.235
"97",577,64254,97,"Lexi Reetz",0.236
"98",168,79849,97,"Sam Van dorn",0.236
"99",215,41049,99,"Megan Kieselback",0.237
"100",793,60044,99,"Sarah Peka",0.237
