"","team_id","player_id","rank","player","rc"
"1",499,64461,1,"Christa Reisinger"," 89.47"
"2",41,39760,2,"Maggie Kadrlik"," 75.87"
"3",790,79906,3,"Lani Van zyl"," 75.12"
"4",11416,78310,4,"Annmarie Torres"," 72.60"
"5",30002,57656,5,"Makray Odom"," 70.00"
"6",767,54046,6,"Kylee Moore"," 69.55"
"7",339,40337,7,"Sara Keeny"," 66.90"
"8",30153,40482,8,"Kaitlyn Kelley"," 66.67"
"9",757,50282,9,"Hannah Mcclounie"," 66.03"
"10",790,57071,10,"Alison Nowak"," 65.72"
"11",1009,33489,11,"Jobi Heath"," 62.16"
"12",8965,32059,12,"Sable Hankins"," 62.08"
"13",30002,14835,13,"Mary Collins"," 62.00"
"14",41,59156,14,"Mary Pardo"," 60.57"
"15",1448,5487,15,"Emily Benson"," 59.74"
"16",9004,64399,16,"Samantha Reilly"," 59.58"
"17",1460,10376,17,"Rosa'lynn Burton"," 59.45"
"18",1402,18611,18,"Alix Dedreu"," 59.39"
"19",262,28737,19,"Lydia Goble"," 58.96"
"20",30137,10620,20,"Bailey Byers"," 57.96"
"21",1009,62812,21,"Hazel Puempel"," 57.95"
"22",11403,18281,22,"Stephanie Day"," 57.53"
"23",1083,22324,23,"Angelique Elemen"," 57.42"
"24",628,79792,24,"Brylynn Vallejos"," 57.41"
"25",1402,26605,25,"Andrea Gahan"," 57.35"
"26",309,37446,26,"Gianni Iannantone"," 56.88"
"27",765,49300,27,"Emily Maseth"," 56.32"
"28",209,38207,28,"Olivia Jankowski"," 56.11"
"29",8744,54262,29,"Amanda Moreno"," 55.74"
"30",11416,54900,30,"Kellie Mrofcza"," 55.66"
"31",1028,84845,31,"Jenna Witt"," 55.50"
"32",155,44013,32,"Clara Larson"," 55.02"
"33",41,15710,33,"Kendall Cornick"," 55.00"
"34",675,65087,34,"Patricia Riches"," 54.88"
"35",262,35784,35,"Nikoma Holmen"," 54.80"
"36",25,4029,36,"Courtney Barnhill"," 54.76"
"37",55,17638,37,"Starkeira Daniel"," 54.43"
"38",41,60712,38,"Shannon Petersen"," 54.22"
"39",1116,53110,39,"Peyton Mills"," 54.03"
"40",1402,57657,40,"Mary beth Odom"," 53.79"
"41",765,50309,41,"Heidi Mccollister"," 53.54"
"42",1438,20546,42,"Kat Donzella"," 53.42"
"43",996,10394,43,"Brenna Busby"," 52.84"
"44",1012,35350,44,"Haleigh Hoefs"," 52.72"
"45",35,19144,45,"Dayna Denner"," 52.65"
"46",598,23115,46,"Jasmin Estrada"," 52.53"
"47",1013,13655,47,"Haleigh Christopher"," 52.50"
"48",645,3416,48,"Alee Balanon"," 52.00"
"49",30058,12626,49,"Kayla Cato"," 51.97"
"50",41,22273,50,"Samantha Eisenreich"," 51.79"
"51",24639,79865,51,"Suka Van gurp"," 51.64"
"52",696,44837,52,"Anastasia Leibas"," 51.20"
"53",791,12949,53,"Daijah Chambers"," 51.00"
"54",9081,32755,54,"Carlie Hart"," 50.75"
"55",30154,78341,55,"Jill Torres"," 50.71"
"56",1371,82233,56,"Elexis Watson"," 50.62"
"57",11276,62513,57,"Hannah Price"," 50.52"
"58",468,27211,58,"Erin Garczynski"," 49.99"
"59",1376,23803,59,"Elisa Favela"," 49.79"
"60",1274,83995,60,"Anna Williams"," 49.64"
"61",1071,74483,61,"Hannah Steeby"," 49.61"
"62",11740,68889,62,"Rhiannon Sassman"," 49.48"
"63",947,15748,63,"Sarah Coronado"," 49.44"
"64",11740,36470,63,"Teala Howard"," 49.44"
"65",30051,8872,65,"Kay Brokering"," 48.97"
"66",30180,18250,66,"Danelle Day"," 48.68"
"67",1156,45498,67,"Carlee Liesch"," 48.57"
"68",30152,68929,68,"Mahina Sauer"," 48.43"
"69",1314,35601,69,"Kala Holder"," 48.42"
"70",216,80158,70,"Kendall Varner"," 48.40"
"71",30153,4010,71,"Haley Barnette"," 48.05"
"72",436,49094,72,"Chelsea Martinez"," 47.98"
"73",30093,81464,73,"Jaycie Walker"," 47.82"
"74",11416,20722,74,"Brooke Doumer"," 47.53"
"75",3,83527,75,"Emily Whitman"," 47.39"
"76",13,79018,76,"Lavette Tucker"," 47.30"
"77",9013,26210,77,"Morgan Frost"," 47.15"
"78",767,68267,78,"Ruby Salzman"," 47.05"
"79",947,29355,79,"Megan Goodnight"," 47.02"
"80",9754,28706,80,"Rayle Glover"," 46.75"
"81",996,22107,81,"Khmari Edwards"," 46.54"
"82",1028,77599,81,"Laura Thompson"," 46.54"
"83",638,16206,83,"Courtney Coy"," 46.37"
"84",1176,28875,84,"Ty-kella Goins"," 46.26"
"85",243,40325,85,"Amber Keene"," 46.18"
"86",93,63823,86,"Morgan Ratliff"," 46.06"
"87",995,15267,86,"Nora Conway"," 46.06"
"88",339,38504,88,"Tamara Jennings"," 45.87"
"89",10,7306,89,"Shelby Booker"," 45.70"
"90",1446,2181,90,"Ayanna Arceneaux"," 45.63"
"91",54,10186,91,"Jessica Burlingame"," 45.61"
"92",947,46515,92,"Paty Loredo"," 45.26"
"93",9754,49041,93,"Melissa Martinek"," 45.24"
"94",561,33558,94,"Morgan Heckman"," 45.20"
"95",696,69686,95,"Victoria Schooanard-saborio"," 45.15"
"96",947,65322,96,"Tymber Riley"," 45.01"
"97",1438,4968,97,"Katie Beeman"," 44.85"
"98",74,47191,98,"Allison Luzzi"," 44.83"
"99",1057,79433,99,"Jacy Ummel"," 44.80"
"100",1000,24325,100,"Abby Fiessinger"," 44.77"
