"","team_id","player_id","rank","player","xbh"
"1",311,21934,1,"Sami Williams",43
"2",191,17619,2,"Linda Rush",41
"3",317,7660,3,"Kate Gordon",40
"4",522,17397,3,"Sydney Romero",40
"5",257,5118,5,"Alyssa Dicarlo",39
"6",29,15418,5,"Alyssa Palomino",39
"7",29,8460,7,"Jessie Harper",38
"8",796,11120,8,"Kayla Konwent",36
"9",101,19420,8,"Megan Stevens",36
"10",522,3696,8,"Caleigh Clifton",36
"11",191,5177,8,"Kristi Dimeo",36
"12",439,1064,8,"Lindsey Baron",36
"13",8,8848,13,"Bailey Hemphill",35
"14",28,8164,13,"Kindra Hackbarth",35
"15",428,4983,13,"Natalie Denhartog",35
"16",654,491,16,"Rachel Anderson",34
"17",430,4664,16,"Mia Davidson",34
"18",249,3917,16,"Jenna Cone",34
"19",739,16596,19,"Paige Rauch",33
"20",234,18512,19,"Sydney Sherrill",33
"21",519,22464,19,"Katie Yun",33
"22",334,3440,22,"Abbey Cheek",32
"23",10411,15035,23,"Alyssa Oakes",31
"24",302,21494,23,"Kayla Wedl",31
"25",28,9561,23,"Morgan Howe",31
"26",365,19682,23,"Shelbi Sunseri",31
"27",388,19429,23,"Mya Stevenson",31
"28",110,10451,23,"Aaliyah Jordan",31
"29",521,18573,23,"Samantha Show",31
"30",301,20074,23,"Carly Thomas",31
"31",746,18937,31,"Lacy Smith",30
"32",756,6511,31,"Morganne Flores",30
"33",110,14791,31,"Bubba Nickles",30
"34",746,2671,31,"Hayley Busby",30
"35",742,14865,31,"Caitlyn Nolan",30
"36",28600,5061,31,"Hannah Devault",30
"37",441,18334,31,"Cami Sellers",30
"38",148,9819,31,"Kelly Hysong",30
"39",504,2552,39,"Sammey Bunch",29
"40",235,12208,39,"Amanda Lorenz",29
"41",317,10495,39,"Sara Jubas",29
"42",522,360,39,"Jocelyn Alo",29
"43",711,19489,39,"Nicole Stockinger",29
"44",29,14381,39,"Dejah Mulipola",29
"45",156,14654,39,"Amber Nelson",29
"46",472,6235,39,"Mya Felder",29
"47",550,11990,39,"Darian Lindsey",29
"48",430,11779,39,"Ulufa Leilua",29
"49",648,1816,39,"Mackenzie Boesel",29
"50",355,1621,39,"Amber Bishop",29
"51",176,4137,39,"Jessica Cothern",29
"52",600,17681,39,"Mekenzie Saban",29
"53",513,2278,53,"Cait Brooks",28
"54",683,16457,53,"Melissa Rahrich",28
"55",1092,15309,53,"Autumn Owen",28
"56",302,10013,53,"Skylee James",28
"57",518,3611,53,"Emily Clark",28
"58",317,7611,53,"Megan Good",28
"59",742,19601,53,"Emma Strouth",28
"60",600,14905,53,"Hayley Norton",28
"61",234,14216,53,"Dani Morgan",28
"62",782,15804,53,"Madison Perrigan",28
"63",249,12010,53,"Jessica Linquist",28
"64",234,12894,53,"Elizabeth Mason",28
"65",66,3305,53,"Rebekah Cervantes",28
"66",255,768,53,"Patricia Awald",28
"67",416,11377,53,"Caitie Ladd",28
"68",202,12066,53,"Destinee Lizzmore",28
"69",96,8977,53,"Vanessa Hernandez",28
"70",463,5751,70,"Tristen Edwards",27
"71",742,1406,70,"Kelsey Bennett",27
"72",43,11944,70,"Danielle Liermann",27
"73",77,10137,70,"Rylee Jensen",27
"74",648,3623,70,"Kennedy Clark",27
"75",559,1306,70,"Jenny Behan",27
"76",37,20850,70,"Kendall Veach",27
"77",609,22109,70,"Sadie Wise",27
"78",600,13358,70,"Sierra Mckee",27
"79",600,13355,70,"Cheyenne Mckee",27
"80",624,12552,70,"Brooke Malia",27
"81",368,3172,81,"Courtney Cashman",26
"82",648,10181,81,"Jana Johns",26
"83",234,8560,81,"Cali Harrod",26
"84",315,1494,81,"Taylor Beshears",26
"85",428,2105,81,"Hope Brandner",26
"86",503,10666,81,"Katie Keller",26
"87",459,18557,81,"Marisa Sholtes",26
"88",587,22077,81,"Katie Wingert",26
"89",386,13751,81,"Ali Milam",26
"90",587,9844,81,"Anyssa Iliopoulos",26
"91",367,8908,81,"Megan Hensley",26
"92",418,1698,81,"Lexie Blair",26
"93",587,9664,81,"Jess Hughes",26
"94",654,5830,81,"Ashley Ellis",26
"95",1356,3249,81,"Madison Cathcart",26
"96",37,19029,81,"Tannon Snow",26
"97",706,907,81,"Bailee Baldwin",26
"98",711,18993,81,"Ju Smith-harrington",26
"99",334,18034,81,"Jenny Schaper",26
"100",635,1070,81,"Janae Barracato",26
"101",83,22145,81,"Taylor Wolfgang",26
"102",102,2297,81,"Suzy Brookshire",26
"103",434,21589,81,"Kimberly Wert",26
"104",201,2669,81,"Megan Burton",26
