"","team_id","player_id","rank","player","h"
"1",24317,18260,1,"Jordan Day",78
"2",42,81442,2,"Elaine Walker",74
"3",1196,25574,3,"Ally Fox",71
"4",150,39294,4,"Haley Jones",69
"5",259,1651,5,"Carly Anderson",68
"6",633,86605,5,"Megan Zinn",68
"7",30047,45983,5,"Shannon Lloyd",68
"8",272,66099,8,"Danielle Rocheleau",67
"9",808,85094,8,"Caraline Wood",67
"10",139,57749,10,"Patty maye Ohanian",66
"11",218,71563,10,"Sydney Shubert",66
"12",455,36879,10,"Krissy Hughes",66
"13",781,47717,10,"Brianna Magee",66
"14",1179,74480,10,"Darian Stedman",66
"15",46,7093,15,"Alexis Boledovic",65
"16",217,84454,15,"Jenna Wilson",65
"17",329,86441,15,"Olivia Zengel",65
"18",542,60189,15,"Makenzie Pennell",65
"19",8687,70887,15,"Amaria Sharon",65
"20",192,23842,20,"Kaylin Featheringill",64
"21",217,3002,20,"Cassie Baca",64
"22",329,63829,20,"Caroline Ratti",64
"23",442,62286,20,"Amber Powers",64
"24",595,19056,20,"Kate Deming",64
"25",781,83552,20,"Kacey Whitney",64
"26",938,64430,20,"Sarah Reinert",64
"27",966,6177,20,"Jackie Bilotti",64
"28",264,49588,28,"Madelyn Matsubara",63
"29",374,13488,28,"Mackenzie Chitwood",63
"30",542,71258,28,"Vada blue Sherrill",63
"31",20220,48326,28,"Amanda Manssen",63
"32",20220,74527,28,"Lauren Stefanczyk",63
"33",21830,40784,28,"Mariann Kennison",63
"34",707,85406,34,"Leah Woytek",62
"35",707,40478,34,"Jessica Kelley",62
"36",1255,803,34,"Avery Alberghini",62
"37",382,32788,37,"Aarin Hartenstein",61
"38",382,78328,37,"Evonne Torres",61
"39",538,33119,37,"Carson Hauser",61
"40",565,85154,37,"Savannah Wood",61
"41",795,44873,37,"Kendra Leis",61
"42",60,23797,42,"Allie Fauth",60
"43",142,60520,42,"Megan Perron",60
"44",259,86296,42,"Morgan Zane",60
"45",374,36819,42,"Kayla Hugate",60
"46",374,47367,42,"Taylor Mabry",60
"47",442,68791,42,"Blake Saperstein",60
"48",526,18761,42,"Dana Del genio",60
"49",8981,19054,42,"Gina Demilt",60
"50",217,23975,50,"Sami Feller",59
"51",247,22511,50,"Hannah Elmer",59
"52",376,11887,50,"Julia Carpenter",59
"53",745,72185,50,"Julia Sinnett",59
"54",973,70359,50,"Katlin Seger",59
"55",20220,73189,50,"Emily Snow",59
"56",30036,18641,50,"Lydia Defazio",59
"57",30044,72679,50,"Bri Smith",59
"58",30047,53586,50,"Paige Mokychic",59
"59",44,77560,59,"Hannah Thompson",58
"60",329,63193,59,"Julie Raba",58
"61",443,6045,59,"Maddisen Bieber",58
"62",1112,15186,59,"Natalie Conrad",58
"63",1179,61051,59,"Katie Phillips",58
"64",1400,39700,59,"Kelly Jurden",58
"65",2751,49195,59,"Nicole Martinez",58
"66",30031,47637,59,"Kayla Madison",58
"67",146,21410,67,"Raeanna Dunn",57
"68",247,55715,67,"Danni Napoli",57
"69",396,11253,67,"Taylor Campbell",57
"70",397,22775,67,"Kaitlyn Epler",57
"71",570,19403,67,"Veronica Destefano",57
"72",750,57252,67,"Kailee O'brien",57
"73",938,45555,67,"Joannah Lim",57
"74",1297,33075,67,"Kathryn Hatlen",57
"75",16,85875,75,"Brooke Yerger",56
"76",114,6042,75,"Hannah Biddlecom",56
"77",118,44185,75,"Anna Lauko",56
"78",139,83792,75,"Grace Wild",56
"79",142,1459,75,"Chloe Amarilla",56
"80",455,33152,75,"Haley Hawk",56
"81",597,22190,75,"Alex Ehde",56
"82",640,18772,75,"Lauren Del vacchio",56
"83",712,15200,75,"Lauren Conroy",56
"84",778,77726,75,"Kelly Thornton",56
"85",1112,16412,75,"Makayla Crawford",56
"86",1400,48902,75,"Casey Martin",56
"87",28593,73790,75,"Abby Spencer",56
"88",30041,3873,75,"Miranda Barker",56
"89",150,57236,89,"Allie O'brien",55
"90",238,68190,89,"Lauren Salisbury",55
"91",247,60594,89,"Alyssa Persich",55
"92",517,46598,89,"Hailee Loughman",55
"93",601,62599,89,"Ashley Prince",55
"94",623,65292,89,"Amanda Riley",55
"95",707,23498,89,"Vanessa Falce",55
"96",751,39050,89,"Rachel Johnson",55
"97",938,62779,89,"Morgan Psiuk",55
"98",973,16251,89,"Samantha Crabtree",55
"99",1064,14173,89,"Lauren Clements",55
"100",1159,31896,89,"Jessie Hammers",55
"101",30114,1810,89,"Stephanie Andreoli",55
