logo,team_name,record,rpi_rank,nfca_rank,offensive_rank,defensive_rank,overall_rank,team_id
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/223.gif,Fayetteville St.,0-7-0,243,NA,229,217,229,223
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/9630.gif,West Va. Wesleyan,0-8-0,242,NA,238,206,230,9630
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30151.gif,Shorter,3-10-0,235,NA,215,230,231,30151
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1028.gif,Concord,2-5-0,189,NA,146,240,232,1028
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30088.gif,Tex. Permian Basin,0-10-0,236,NA,240,214,233,30088
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/144.gif,Clark Atlanta,4-12-0,233,NA,235,218,235,144
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/561.gif,Quincy,2-12-0,229,NA,231,229,236,561
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/2755.gif,Southwest Baptist,1-9-0,210,NA,195,239,237,2755
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/347.gif,Lane,0-5-0,230,NA,234,232,238,347
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/929.gif,Adams St.,2-15-0,225,NA,189,242,239,929
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/333.gif,Ky. Wesleyan,0-11-0,240,NA,237,235,240,333
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30075.gif,Mary,3-9-0,245,NA,210,241,242,30075
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30058.gif,Claflin,3-9-0,232,NA,244,236,243,30058
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/744.gif,Virginia Union,1-7-0,220,NA,228,244,244,744
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/984.gif,Bloomfield,0-8-0,140,NA,242,245,245,984
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/2746.gif,Lake Erie,0-10-0,217,NA,239,246,246,2746
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30240.gif,Allen,0-5-0,246,NA,245,247,247,30240
