logo,team_name,record,rpi_rank,nfca_rank,offensive_rank,defensive_rank,overall_rank,team_id
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/597.gif,St. Catherine,18-23-0,179,NA,204,246,234,597
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/276.gif,Haverford,16-20-0,209,NA,178,257,235,276
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/118.gif,Carleton,14-26-0,231,NA,281,202,236,118
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/25719.gif,Penn St.-Altoona,22-15-0,264,NA,321,175,237,25719
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/707.gif,Thiel,16-17-0,207,NA,272,207,238,707
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/389.gif,Mary Baldwin,21-18-0,242,NA,182,262,240,389
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30064.gif,Saint Vincent,17-17-0,228,NA,179,265,241,30064
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/751.gif,Wash. & Jeff.,13-18-0,233,NA,163,272,242,751
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/330.gif,Keene St.,16-22-0,250,NA,279,213,243,330
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/633.gif,Scranton,17-17-0,175,NA,245,234,244,633
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/580.gif,RIT,10-24-0,259,NA,116,292,245,580
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/325.gif,Juniata,14-24-0,258,NA,255,227,246,325
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/397.gif,Marywood,18-18-0,327,NA,174,277,247,397
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/320.gif,John Carroll,12-18-0,261,NA,353,140,248,320
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/778.gif,Wheaton (IL),18-22-0,304,NA,252,238,249,778
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/773.gif,McDaniel,17-19-1,180,NA,212,261,250,773
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/538.gif,Penn St.-Behrend,16-21-0,262,NA,100,315,251,538
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/8404.gif,Hood,21-18-0,215,NA,258,239,252,8404
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/239.gif,Franklin & Marshall,9-19-0,225,NA,289,222,253,239
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/215.gif,Emmanuel (MA),15-23-0,282,NA,249,248,254,215
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/170.gif,Curry,17-21-0,248,NA,354,161,256,170
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/11538.gif,Fontbonne,9-15-0,307,NA,308,220,257,11538
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/225.gif,Ferrum,14-24-0,216,NA,318,210,258,225
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30036.gif,Mount Aloysius,16-15-0,296,NA,339,188,259,30036
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/621.gif,Salem St.,18-20-0,275,NA,259,253,260,621
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/8600.gif,Notre Dame (MD),9-14-0,363,NA,195,280,261,8600
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/2758.gif,Thomas (ME),17-20-0,319,NA,344,183,262,2758
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/753.gif,Washington Col.,12-25-0,210,NA,202,281,263,753
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/58.gif,Baruch,13-24-0,361,NA,331,209,264,58
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/787.gif,Wm. Paterson,16-18-0,190,NA,257,258,265,787
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/379.gif,Me.-Farmington,14-18-0,340,NA,203,283,266,379
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/479.gif,NYU,10-28-0,238,NA,284,244,267,479
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30042.gif,Mitchell,14-19-1,329,NA,253,266,268,30042
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/145.gif,Clark (MA),15-23-0,256,NA,313,230,269,145
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/637.gif,Shenandoah,18-22-0,234,NA,248,267,270,637
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/73.gif,Brandeis,8-30-1,266,NA,239,275,271,73
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/185.gif,Dickinson,13-21-0,243,NA,292,245,272,185
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/640.gif,Simmons,20-22-0,246,NA,304,237,273,640
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1115.gif,Hanover,13-19-0,218,NA,193,293,275,1115
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/11839.gif,Pitt.-Greensburg,21-19-0,236,NA,312,241,276,11839
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/292.gif,Hunter,15-25-0,349,NA,196,294,277,292
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30114.gif,Penn St.-Abington,15-24-0,341,NA,268,268,278,30114
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/623.gif,Salve Regina,11-23-0,277,NA,295,259,279,623
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30253.gif,Carlow,13-24-0,272,NA,280,270,280,30253
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/394.gif,Marymount (VA),19-26-0,274,NA,189,308,281,394
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/319.gif,New Jersey City,14-20-0,265,NA,130,339,282,319
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1124.gif,Hendrix,13-18-0,317,NA,307,254,283,1124
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30035.gif,Crown (MN),17-20-0,343,NA,184,310,284,30035
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1066.gif,Edgewood,14-25-0,279,NA,235,289,285,1066
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/348.gif,Lawrence,19-21-0,306,NA,267,279,286,348
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/496.gif,North Park,14-22-0,200,NA,226,297,287,496
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/552.gif,SUNY Potsdam,14-21-1,323,NA,247,290,288,552
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/303.gif,Immaculata,16-23-0,302,NA,221,300,289,303
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/64.gif,Blackburn,18-22-0,338,NA,345,221,290,64
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/22989.gif,Lyon,11-17-0,354,NA,319,255,291,22989
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/166.gif,Cornell College,16-18-0,278,NA,173,333,292,166
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/14795.gif,Cedar Crest,17-19-0,318,NA,269,287,293,14795
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/547.gif,Plattsburgh St.,10-26-0,332,NA,324,263,294,547
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/530.gif,Oswego St.,13-23-0,337,NA,365,206,295,530
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/939.gif,Anderson (IN),11-21-0,287,NA,205,327,296,939
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/412.gif,Methodist,14-26-0,292,NA,327,264,297,412
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30170.gif,Alfred St.,9-19-0,348,NA,132,353,298,30170
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/390.gif,Mary Washington,11-30-0,217,NA,231,316,299,390
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/78.gif,SUNY Brockport,14-22-0,303,NA,260,303,300,78
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1226.gif,Minn.-Morris,15-23-0,281,NA,277,298,301,1226
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/966.gif,Arcadia,13-23-0,221,NA,286,296,302,966
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/520.gif,Ohio Wesleyan,11-27-0,268,NA,265,309,303,520
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1112.gif,Guilford,16-24-0,239,NA,264,312,304,1112
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/264.gif,Grinnell,14-30-0,314,NA,238,329,305,264
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/212.gif,Elmhurst,6-24-0,254,NA,317,285,306,212
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/652.gif,Sewanee,10-27-0,356,NA,322,282,307,652
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/713.gif,Trinity (CT),11-23-0,230,NA,129,360,308,713
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/783.gif,Widener,13-26-0,288,NA,228,338,309,783
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/12399.gif,Gwynedd Mercy,11-25-0,336,NA,287,304,310,12399
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/211.gif,Elizabethtown,10-27-0,290,NA,278,313,311,211
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1099.gif,Gordon,12-25-0,291,NA,291,305,312,1099
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/687.gif,Sweet Briar,16-24-0,311,NA,262,326,313,687
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/117.gif,Capital,12-21-0,232,NA,276,319,314,117
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/467.gif,New England Col.,14-23-0,316,NA,336,278,315,467
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/642.gif,Skidmore,13-23-0,251,NA,168,357,316,642
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/8911.gif,Wis. Lutheran,9-29-0,328,NA,296,311,317,8911
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1450.gif,Westminster (MO),11-22-0,334,NA,310,306,318,1450
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/557.gif,Puget Sound,5-28-0,313,NA,350,271,319,557
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/213.gif,Elmira,12-24-1,298,NA,285,323,320,213
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/399.gif,Mass. Maritime,14-20-0,322,NA,274,336,321,399
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/203.gif,East. Mennonite,12-24-1,289,NA,301,322,322,203
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/38.gif,Augsburg,15-25-0,299,NA,270,343,323,38
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/727.gif,Union (NY),12-19-0,263,NA,315,318,324,727
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/588.gif,Rutgers-Camden,5-30-0,315,NA,329,314,325,588
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/569.gif,Regis (MA),14-22-0,324,NA,302,337,326,569
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/8746.gif,Southwestern (TX),14-26-0,252,NA,290,344,328,8746
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/614.gif,St. Norbert,9-30-0,310,NA,314,334,329,614
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/618.gif,St. Scholastica,10-30-0,283,NA,358,284,330,618
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1255.gif,U New England,11-29-0,284,NA,330,321,331,1255
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/8398.gif,Hilbert,11-19-0,358,NA,340,307,332,8398
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/644.gif,Smith,7-29-0,295,NA,323,332,333,644
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/987.gif,Bluffton,15-23-0,276,NA,219,362,334,987
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/8486.gif,Lasell,9-24-0,347,NA,316,340,335,8486
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30029.gif,Purchase,11-17-0,351,NA,230,361,336,30029
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/516.gif,Occidental,10-27-0,249,NA,251,358,337,516
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/566.gif,Randolph,7-30-0,331,NA,333,328,338,566
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/2751.gif,Pacific (OR),8-22-0,267,NA,368,286,339,2751
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/759.gif,Webster,9-20-0,346,NA,334,331,340,759
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/486.gif,MCLA,12-19-0,305,NA,200,369,341,486
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/577.gif,Ripon,14-24-0,345,NA,351,317,342,577
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1254.gif,Neumann,11-32-0,335,NA,335,341,343,1254
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/79.gif,Brooklyn,15-23-0,362,NA,364,299,344,79
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/10972.gif,Chatham,12-26-0,321,NA,348,325,345,10972
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1163.gif,La Roche,11-23-0,330,NA,309,356,346,1163
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30225.gif,SUNY Delhi,13-20-0,377,NA,325,352,347,30225
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30094.gif,Brevard,8-20-0,352,NA,378,288,348,30094
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30067.gif,SUNY Morrisville,8-19-1,372,NA,361,320,349,30067
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1355.gif,Schreiner,10-26-0,333,NA,355,330,350,1355
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30111.gif,Covenant,13-23-0,325,NA,338,348,351,30111
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/589.gif,Rutgers-Newark,12-26-0,293,NA,256,368,352,589
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1315.gif,Pitt.-Bradford,11-25-0,344,NA,343,347,353,1315
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1454.gif,Whitworth,6-30-0,300,NA,380,291,354,1454
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1044.gif,Dallas,7-31-0,350,NA,346,354,355,1044
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/953.gif,Austin,5-32-0,326,NA,320,364,356,953
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/23008.gif,Ozarks (AR),11-25-0,308,NA,375,324,357,23008
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/438.gif,Monmouth (IL),6-30-0,366,NA,363,346,358,438
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/26.gif,Anna Maria,9-19-0,364,NA,382,302,359,26
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/84.gif,Buena Vista,7-26-0,312,NA,347,359,360,84
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/16.gif,Albright,4-31-0,360,NA,369,350,361,16
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/279.gif,Lehman,10-20-0,378,NA,370,345,362,279
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/15882.gif,Rosemont,11-25-0,355,NA,372,351,363,15882
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/132.gif,Centre,4-32-0,359,NA,349,363,364,132
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/511.gif,Norwich,5-17-0,382,NA,366,355,365,511
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/515.gif,Oberlin,2-31-0,375,NA,383,349,366,515
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/12884.gif,Centenary (NJ),5-22-0,379,NA,332,375,367,12884
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/2741.gif,Howard Payne,4-29-0,309,NA,357,371,368,2741
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/53.gif,Beloit,10-30-0,367,NA,362,372,369,53
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30219.gif,Dean,8-19-0,381,NA,373,365,370,30219
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30047.gif,Keystone,4-21-0,370,NA,337,378,371,30047
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1159.gif,Keuka,5-28-0,357,NA,367,373,372,1159
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30160.gif,Houghton,8-26-0,353,NA,376,370,373,30160
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/11324.gif,Agnes Scott,6-24-0,339,NA,356,377,374,11324
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30065.gif,VTSU Lyndon,6-24-0,386,NA,374,374,375,30065
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/227.gif,Fitchburg St.,6-28-0,369,NA,359,379,376,227
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/273.gif,Hartwick,6-30-0,371,NA,386,366,377,273
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30041.gif,Salem (NC),6-22-0,365,NA,377,376,378,30041
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/24317.gif,Lesley,6-22-0,390,NA,393,367,379,24317
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30033.gif,Mount Mary,10-21-0,383,NA,352,385,380,30033
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30069.gif,Franciscan,3-25-0,374,NA,384,380,381,30069
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/218.gif,Eureka,6-28-0,392,NA,342,388,382,218
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/14718.gif,Wesleyan (GA),1-25-0,376,NA,360,389,383,14718
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/337.gif,Knox,2-33-0,389,NA,389,382,384,337
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/532.gif,Elms,3-31-0,397,NA,387,383,385,532
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30171.gif,Berea,2-26-0,380,NA,385,384,386,30171
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/324.gif,VTSU-Johnson,4-19-0,400,NA,395,381,387,324
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30040.gif,Me.-Presque Isle,2-22-0,391,NA,388,387,388,30040
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/525.gif,Olivet,0-22-0,373,NA,392,390,389,525
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/8597.gif,Martin Luther,3-28-0,388,NA,397,386,390,8597
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1305.gif,Cairn,0-22-0,396,NA,394,391,391,1305
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/28746.gif,Alverno,1-36-0,384,NA,371,395,392,28746
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/245.gif,Gallaudet,5-29-0,387,NA,381,394,393,245
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30039.gif,North Central (MN),4-31-0,368,NA,379,396,394,30039
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/555.gif,Principia,0-18-0,394,NA,398,392,395,555
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30166.gif,Valley Forge,2-29-0,385,NA,390,397,396,30166
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30165.gif,SUNY Canton,0-30-0,393,NA,391,398,397,30165
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30163.gif,Sarah Lawrence,3-30-0,395,NA,400,393,398,30163
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/2730.gif,York (NY),3-22-0,399,NA,396,400,399,2730
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/814.gif,Yeshiva,1-27-0,398,NA,399,399,400,814
http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1194.gif,Maranatha Baptist,0-22-0,401,NA,401,401,401,1194
