game_id,date,away_team_season_id,away_score,home_team_season_id,home_score
2366152,2/9/2023,549222,4,549452,9
2366193,2/9/2023,549188,9,549430,7
2366160,2/9/2023,549460,12,549462,3
2366164,2/9/2023,549209,11,549260,0
2417819,2/9/2023,549296,4,549262,8
2366871,2/9/2023,549262,9,549454,1
2366155,2/9/2023,549368,1,549308,3
2366156,2/9/2023,549385,4,549277,2
2366157,2/9/2023,549252,11,549212,11
2366154,2/9/2023,549373,12,549305,1
2366190,2/9/2023,549438,5,549225,2
2366192,2/9/2023,549309,4,549186,4
2366159,2/9/2023,549260,5,549290,7
2366161,2/9/2023,549344,9,549214,2
2366163,2/9/2023,549300,9,549209,3
2366165,2/9/2023,549265,5,549309,3
2366167,2/9/2023,549451,8,549374,2
2366168,2/9/2023,549451,4,549359,0
2366169,2/9/2023,549359,3,549313,0
2366171,2/9/2023,549356,8,549397,1
2366172,2/9/2023,549410,4,549369,6
2366153,2/9/2023,549263,12,549394,7
2417901,2/9/2023,549332,2,549306,4
2417861,2/9/2023,549310,3,549350,3
2415429,2/9/2023,549296,8,549402,0
2417865,2/9/2023,549374,4,549313,0
2366524,2/9/2023,549402,3,549454,2
2366166,2/9/2023,549416,4,549186,1
2366173,2/9/2023,549423,6,549236,6
2366176,2/9/2023,549208,2,549356,8
2366174,2/9/2023,549439,6,549273,5
2366175,2/9/2023,549344,11,549370,3
2366180,2/9/2023,549307,4,549371,1
2366182,2/9/2023,549414,0,549263,5
2366183,2/9/2023,549370,8,549214,5
2366184,2/9/2023,549465,4,549246,12
2366187,2/9/2023,549441,14,549304,2
2366191,2/9/2023,549369,5,549345,9
2366178,2/9/2023,549422,5,549280,6
2388700,2/9/2023,549422,4,549280,10
2366158,2/9/2023,549332,1,549306,3
2366313,2/10/2023,549323,9,549189,0
2366320,2/10/2023,549309,11,549216,2
2366321,2/10/2023,549216,0,549265,10
2366330,2/10/2023,549266,0,549346,8
2366332,2/10/2023,549269,10,549364,0
2366333,2/10/2023,549281,0,549438,10
2366334,2/10/2023,549281,0,549193,8
2366338,2/10/2023,549366,2,549258,10
2366340,2/10/2023,549272,11,549215,0
2366345,2/10/2023,549393,8,549639,0
2366199,2/10/2023,549325,0,549327,8
2366202,2/10/2023,549411,0,549234,8
2366349,2/10/2023,549354,4,549385,12
2366353,2/10/2023,549359,2,549430,10
2366210,2/10/2023,549346,11,549457,0
2366214,2/10/2023,549414,1,549394,9
2366221,2/10/2023,549413,0,549235,12
2366222,2/10/2023,549251,12,549335,2
2366359,2/10/2023,549320,9,549312,0
2366365,2/10/2023,549271,12,549261,1
2366229,2/10/2023,549366,1,549308,18
2366234,2/10/2023,549362,0,549329,8
2366235,2/10/2023,549196,1,549238,13
2366238,2/10/2023,549239,2,549304,10
2366248,2/10/2023,549298,3,549328,12
2366279,2/10/2023,549405,8,549352,0
2366296,2/10/2023,549421,0,549412,8
2366297,2/10/2023,549207,4,549412,14
2366302,2/10/2023,549395,1,549244,21
2366304,2/10/2023,549398,14,549231,2
2366322,2/10/2023,549416,0,549265,8
2366331,2/10/2023,549440,10,549269,2
2366209,2/10/2023,549232,3,549457,13
2366219,2/10/2023,549460,3,549419,11
2366223,2/10/2023,549331,11,549335,3
2366364,2/10/2023,549458,10,549172,1
2366239,2/10/2023,549292,11,549212,1
2366294,2/10/2023,549377,0,549347,9
2366303,2/10/2023,549377,3,549444,13
2366914,2/10/2023,549402,0,549454,7
2367089,2/10/2023,549262,6,549454,0
2366787,2/10/2023,549303,12,549387,4
2366316,2/10/2023,549213,1,549218,0
2366317,2/10/2023,549455,0,549223,1
2366319,2/10/2023,549252,1,549292,6
2366324,2/10/2023,549342,4,549406,2
2366325,2/10/2023,549325,6,549240,5
2366326,2/10/2023,549340,8,549247,0
2366327,2/10/2023,549316,2,549396,0
2366328,2/10/2023,549316,6,549340,3
2366329,2/10/2023,549358,1,549282,3
2366335,2/10/2023,549193,1,549428,8
2366339,2/10/2023,549368,2,549258,0
2366341,2/10/2023,549363,2,549257,5
2366342,2/10/2023,549373,11,549383,2
2366343,2/10/2023,549383,1,549326,6
2366344,2/10/2023,549270,7,549639,2
2366198,2/10/2023,549270,5,549174,7
2366200,2/10/2023,549240,10,549327,4
2366201,2/10/2023,549271,3,549234,2
2366205,2/10/2023,549436,3,549452,5
