game_id,date,away_team_season_id,away_score,home_team_season_id,home_score
2189382,2/10/2022,532537,1,532650,22
2189383,2/10/2022,532678,11,532638,0
2189409,2/10/2022,532575,6,532603,2
2189408,2/10/2022,532675,0,532613,22
2189407,2/10/2022,532669,7,532565,5
2189387,2/10/2022,532679,0,532649,8
2189390,2/10/2022,533005,0,532647,13
2189392,2/10/2022,532772,1,532749,10
2189394,2/10/2022,532720,2,532570,12
2189395,2/10/2022,532565,0,532595,8
2189380,2/10/2022,532702,2,532530,9
2189384,2/10/2022,532664,3,532763,5
2189385,2/10/2022,532568,7,532758,10
2189386,2/10/2022,532659,7,532578,0
2189388,2/10/2022,532490,5,532649,2
2189389,2/10/2022,532745,1,532519,3
2189393,2/10/2022,532618,2,532717,5
2189381,2/10/2022,532690,6,532582,7
2189396,2/10/2022,532541,3,532745,1
2189398,2/10/2022,532508,3,532740,6
2189399,2/10/2022,532508,0,532651,4
2189402,2/10/2022,532740,1,532720,3
2189403,2/10/2022,532723,5,532638,13
2189404,2/10/2022,532491,14,532677,0
2189405,2/10/2022,532493,3,532749,0
2189406,2/10/2022,532584,4,532633,3
2189391,2/10/2022,532701,9,532556,4
2189401,2/10/2022,532727,2,532609,0
2205674,2/10/2022,532727,11,532609,7
2205672,2/10/2022,532701,2,532556,5
2189579,2/11/2022,532644,11,532537,0
2189414,2/11/2022,532647,11,532682,2
2189415,2/11/2022,532480,0,532625,8
2189417,2/11/2022,532512,0,532652,14
2189419,2/11/2022,532741,0,532611,12
2189424,2/11/2022,532537,0,532650,15
2189426,2/11/2022,532764,0,532613,12
2189427,2/11/2022,532475,8,532713,0
2189429,2/11/2022,532772,0,532673,13
2189443,2/11/2022,532671,0,532763,8
2189448,2/11/2022,532667,0,532758,21
2189455,2/11/2022,532738,2,532634,10
2189459,2/11/2022,532519,9,532704,1
2189463,2/11/2022,532539,10,532765,2
2189480,2/11/2022,532734,1,532566,9
2189495,2/11/2022,532762,2,532709,10
2189497,2/11/2022,532667,1,532486,9
2189510,2/11/2022,532640,0,532701,11
2189512,2/11/2022,532716,0,532678,8
2189516,2/11/2022,532642,0,532531,13
2189519,2/11/2022,532557,0,532553,8
2189527,2/11/2022,532671,4,532664,13
2189532,2/11/2022,532589,0,532485,8
2189543,2/11/2022,532653,14,532707,0
2189569,2/11/2022,532679,4,532614,15
2189554,2/11/2022,532603,11,532565,2
2189479,2/11/2022,532513,0,532734,8
2189531,2/11/2022,532618,12,532604,2
2189552,2/11/2022,532651,0,532570,8
2189580,2/11/2022,532492,2,532766,3
2189586,2/11/2022,532743,1,532497,0
2189412,2/11/2022,532631,4,532530,10
2189416,2/11/2022,532523,3,532652,10
2189418,2/11/2022,532746,3,532582,1
2189420,2/11/2022,532626,0,532611,4
2189421,2/11/2022,532579,2,532632,4
2189423,2/11/2022,532658,4,532687,7
2189425,2/11/2022,532774,0,532613,5
2189428,2/11/2022,532749,6,532673,5
2189430,2/11/2022,532502,7,532585,5
2189431,2/11/2022,532686,4,532585,9
2189432,2/11/2022,532525,0,532725,3
2189433,2/11/2022,532703,2,532725,4
2189436,2/11/2022,532529,8,532517,9
2189437,2/11/2022,532737,10,532683,13
2189438,2/11/2022,532477,0,532683,3
2189439,2/11/2022,532531,2,532532,6
2189440,2/11/2022,532555,4,532638,6
2189444,2/11/2022,532695,3,532763,5
2189445,2/11/2022,532761,1,532482,2
2189447,2/11/2022,532522,3,532612,0
2189449,2/11/2022,532547,2,532627,0
2189450,2/11/2022,532483,7,532627,3
2189451,2/11/2022,532617,4,532633,9
2189453,2/11/2022,532513,1,532689,4
2189454,2/11/2022,532566,2,532689,5
2189458,2/11/2022,532541,1,532519,0
2189460,2/11/2022,532563,6,532677,9
2189462,2/11/2022,532640,3,532556,4
2189465,2/11/2022,532514,2,532535,6
2189481,2/11/2022,532728,6,532523,2
2189482,2/11/2022,532512,0,532728,4
2189483,2/11/2022,532703,9,532621,0
2189491,2/11/2022,532727,9,532706,5
2189492,2/11/2022,532488,8,532481,1
2189493,2/11/2022,532586,3,532620,1
2189494,2/11/2022,532761,6,532762,1
2189496,2/11/2022,532599,11,532528,4
2189498,2/11/2022,532486,4,532661,3
2189499,2/11/2022,532654,5,533320,6
2189500,2/11/2022,532573,4,532654,7
2189501,2/11/2022,532483,0,532547,5
2189502,2/11/2022,532554,1,532574,3
2189503,2/11/2022,532685,0,532757,1
2189507,2/11/2022,532502,9,532601,3
2189508,2/11/2022,532705,3,532597,4
2189511,2/11/2022,532701,2,532592,6
2189513,2/11/2022,532678,0,532555,4
2189514,2/11/2022,532772,7,532577,12
2189515,2/11/2022,532577,10,532520,3
2189517,2/11/2022,532514,8,532518,1
2189520,2/11/2022,532529,6,532698,0
2189521,2/11/2022,532476,10,532563,3
2189522,2/11/2022,532475,3,532616,2
2189523,2/11/2022,532579,4,532608,0
2189525,2/11/2022,532552,0,532478,6
2189526,2/11/2022,532695,1,532664,2
2189528,2/11/2022,532722,1,532717,3
2189529,2/11/2022,532717,7,532743,0
2189530,2/11/2022,532750,2,532589,6
2189535,2/11/2022,532710,7,532722,0
2189536,2/11/2022,532774,10,532764,2
2189542,2/11/2022,532736,1,532549,2
2189544,2/11/2022,532724,2,532690,4
2189545,2/11/2022,532746,2,532690,3
2189546,2/11/2022,532724,8,532672,7
2189547,2/11/2022,532663,8,532715,13
2189548,2/11/2022,532663,3,532571,5
2189549,2/11/2022,532571,5,532682,1
2189550,2/11/2022,532740,4,532674,3
2189553,2/11/2022,532674,3,532570,8
2189555,2/11/2022,533320,12,532603,9
2189557,2/11/2022,532752,3,532521,0
2189558,2/11/2022,532617,7,532584,4
2189559,2/11/2022,532704,1,532670,0
2189560,2/11/2022,532659,8,532670,7
2189561,2/11/2022,532745,0,532659,4
2189563,2/11/2022,532504,2,532658,3
2189564,2/11/2022,532602,5,532504,9
2189566,2/11/2022,532702,1,532744,4
2189567,2/11/2022,532744,6,532631,0
2189568,2/11/2022,532681,3,532702,0
2189570,2/11/2022,532490,0,532614,4
2189571,2/11/2022,532564,3,532490,4
2189572,2/11/2022,532622,2,532533,8
2189422,2/11/2022,532711,6,532608,0
2189504,2/11/2022,532637,0,532568,2
2189551,2/11/2022,532740,3,532651,4
2189556,2/11/2022,532515,2,532752,1
2189581,2/11/2022,532546,8,532647,3
2189446,2/11/2022,532528,2,532482,1
2189518,2/11/2022,532680,5,532518,4
2189565,2/11/2022,532730,6,532741,5
2189582,2/11/2022,532773,0,532771,4
2189583,2/11/2022,532498,14,532639,1
2189584,2/11/2022,532662,6,532573,0
2189585,2/11/2022,532495,1,532750,2
2189594,2/11/2022,532626,8,532730,5
2189593,2/11/2022,532712,11,532536,0
2189587,2/11/2022,532621,4,532525,7
2189591,2/11/2022,532549,4,532759,0
2189592,2/11/2022,532542,0,532605,5
2189588,2/11/2022,532723,4,532716,5
2189596,2/11/2022,532587,1,532520,2
2189597,2/11/2022,532715,7,532480,1
2189607,2/11/2022,532584,13,532499,5
2189604,2/11/2022,532505,2,532586,1
2189605,2/11/2022,532698,2,532594,0
2189606,2/11/2022,532548,1,532550,7
2189611,2/11/2022,532494,3,532498,14
2189608,2/11/2022,532481,1,532657,2
2189609,2/11/2022,532773,3,532477,1
2189610,2/11/2022,532726,2,532753,1
2189620,2/11/2022,532511,9,532630,0
2189626,2/11/2022,533005,1,532711,9
2189618,2/11/2022,532662,8,532669,4
2189623,2/11/2022,532474,2,532738,3
2189627,2/11/2022,532546,1,532691,0
2189628,2/11/2022,532660,9,532723,1
2189629,2/11/2022,532636,5,532574,6
2189631,2/11/2022,532688,12,532705,3
2189632,2/11/2022,532712,2,532534,4
2189630,2/11/2022,532601,6,532686,5
2189634,2/11/2022,532497,10,532641,0
2189648,2/11/2022,532771,13,532737,1
2189649,2/11/2022,532478,6,532561,3
2189653,2/11/2022,532548,0,532484,1
2189654,2/11/2022,532616,0,532572,3
2189655,2/11/2022,532545,9,532748,2
2189657,2/11/2022,532476,17,532677,2
2189668,2/11/2022,532657,0,532727,14
2189659,2/11/2022,532521,2,532676,1
