game_id,date,away_team_season_id,away_score,home_team_season_id,home_score
2038225,2/11/2021,510620,0,510470,9
2008057,2/11/2021,510682,4,510612,0
2029617,2/11/2021,510508,0,510511,11
2008080,2/11/2021,510719,0,510705,8
2008324,2/11/2021,510469,12,510631,11
2008053,2/11/2021,510620,13,510535,6
2038221,2/11/2021,510470,29,510535,0
2027876,2/11/2021,510543,6,510605,5
2040369,2/11/2021,510706,3,510458,2
2026934,2/11/2021,510644,2,510629,7
2039016,2/11/2021,510659,3,510591,2
2037754,2/11/2021,510744,6,510494,2
2039017,2/11/2021,510659,6,510591,2
2026940,2/11/2021,510644,5,510629,7
2039460,2/11/2021,510744,1,510494,2
2008110,2/12/2021,510745,0,510725,3
2008071,2/12/2021,510720,0,510590,9
2008079,2/12/2021,510845,0,510743,8
2008107,2/12/2021,510658,11,510682,0
2037911,2/12/2021,510469,8,510706,0
2030328,2/12/2021,510544,0,510574,8
2038227,2/12/2021,510470,21,510535,2
2040453,2/12/2021,510624,10,510623,0
2041135,2/12/2021,510625,0,510539,8
2034456,2/12/2021,510732,0,510472,8
2039640,2/12/2021,510608,1,510629,9
2054793,2/12/2021,510611,8,510554,0
2008070,2/12/2021,510470,11,510620,0
2008111,2/12/2021,510725,0,510702,8
2029132,2/12/2021,510689,12,510461,2
2035171,2/12/2021,510472,9,510550,0
2034235,2/12/2021,510595,1,510589,9
2008064,2/12/2021,510551,7,510623,0
2008081,2/12/2021,510588,5,510589,7
2008090,2/12/2021,510640,0,510693,4
2008099,2/12/2021,510601,2,510593,6
2008100,2/12/2021,510507,2,510689,4
2008101,2/12/2021,510578,1,510507,6
2008109,2/12/2021,510845,5,510549,6
2008112,2/12/2021,510588,2,510595,4
2008115,2/12/2021,510526,0,510660,6
2036859,2/12/2021,510471,5,510653,4
2048150,2/12/2021,510652,0,510592,7
2030059,2/12/2021,510593,8,510705,4
2027238,2/12/2021,510476,3,510745,6
2034289,2/12/2021,510729,8,510625,2
2038719,2/12/2021,510730,2,510590,9
2035865,2/12/2021,510649,2,510742,1
2039643,2/12/2021,510543,2,510608,1
2039813,2/12/2021,510649,5,510461,6
2036321,2/12/2021,510720,1,510730,8
2026744,2/12/2021,510729,2,510539,5
2027883,2/12/2021,510605,4,510732,9
2027237,2/12/2021,510702,10,510476,4
2027880,2/12/2021,510550,2,510605,8
2026944,2/12/2021,510644,0,510543,1
2008093,2/12/2021,510650,2,510709,3
2028224,2/12/2021,510628,3,510738,4
2033910,2/12/2021,510692,6,510458,7
2038226,2/12/2021,510620,6,510535,0
2030381,2/12/2021,510554,9,510574,3
2054792,2/12/2021,510710,2,510611,3
2008135,2/12/2021,510549,8,510516,0
2008150,2/12/2021,510542,1,510471,6
2014427,2/12/2021,510658,4,510612,3
2008155,2/12/2021,510516,2,510743,10
2008161,2/12/2021,510542,4,510653,5
2027963,2/12/2021,510700,1,510679,14
2041001,2/12/2021,510697,4,510497,0
2008149,2/12/2021,510642,3,510563,0
2008065,2/12/2021,510573,2,510614,3
2041258,2/12/2021,510719,9,510695,8
2039638,2/12/2021,510508,9,510511,14
2041020,2/12/2021,510504,3,510670,8
2038108,2/12/2021,510659,1,510656,3
2039662,2/12/2021,510580,7,510663,1
2039019,2/12/2021,510744,5,510591,4
2008092,2/12/2021,510639,1,510669,5
2008082,2/12/2021,510483,1,510668,3
2040820,2/12/2021,510483,0,510668,6
2014612,2/12/2021,510642,1,510563,3
2014185,2/12/2021,510639,2,510669,10
2037758,2/12/2021,510744,4,510591,3
2039663,2/12/2021,510580,12,510663,4
2041105,2/12/2021,510697,15,510497,3
2039639,2/12/2021,510508,15,510511,17
2027965,2/12/2021,510700,6,510679,4
2008168,2/12/2021,510573,2,510614,5
2041157,2/12/2021,510504,9,510670,8
2041142,2/12/2021,510695,5,510719,6
2038109,2/12/2021,510659,9,510656,3
2041254,2/13/2021,510730,12,510720,2
2008276,2/13/2021,510471,6,510542,0
2027885,2/13/2021,510605,16,510732,5
2041324,2/13/2021,510625,13,510729,5
2041332,2/13/2021,510471,11,510653,0
2029120,2/13/2021,510531,0,510679,8
2030409,2/13/2021,510710,6,510574,14
2029619,2/13/2021,510508,1,510748,17
2035173,2/13/2021,510550,0,510472,8
2039644,2/13/2021,510543,10,510608,1
2008222,2/13/2021,510465,9,510660,0
2029137,2/13/2021,510689,8,510649,0
2028182,2/13/2021,510729,10,510615,2
2008075,2/13/2021,510456,0,510514,3
2008176,2/13/2021,510730,9,510590,5
2041292,2/13/2021,510457,7,510748,9
2008189,2/13/2021,510507,8,510461,1
2008209,2/13/2021,510601,2,510695,4
2008210,2/13/2021,510593,7,510601,5
2008211,2/13/2021,510578,6,510507,7
2008216,2/13/2021,510736,1,510514,2
2008219,2/13/2021,510702,2,510725,1
2008223,2/13/2021,510660,1,510551,4
2028436,2/13/2021,510552,1,510544,3
2036937,2/13/2021,510697,12,510497,9
2041513,2/13/2021,510542,3,510653,4
2037581,2/13/2021,510611,6,510574,9
2030058,2/13/2021,510593,9,510719,1
2041116,2/13/2021,510526,5,510623,1
2034457,2/13/2021,510732,5,510550,9
2034778,2/13/2021,510695,3,510705,5
