"","away_team","away_team_id","away_team_logo","away_team_runs","home_team","home_team_id","home_team_logo","home_team_runs","game_date","game_id","status"
"1","Nazareth",461,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/461.gif",5,"Alfred",18,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/18.gif",7,"04/09/2022","2207149","Final"
"2","Nazareth",461,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/461.gif",1,"Alfred",18,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/18.gif",9,"04/09/2022","2200896","Final"
"3","Simmons",640,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/640.gif",19,"Anna Maria",26,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/26.gif",1,"04/09/2022","2200639","Final"
"4","Simmons",640,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/640.gif",7,"Anna Maria",26,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/26.gif",2,"04/09/2022","2210521","Final"
"5","Saint Benedict",595,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/595.gif",1,"Augsburg",38,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/38.gif",0,"04/09/2022","2200707","Final"
"6","Saint Benedict",595,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/595.gif",7,"Augsburg",38,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/38.gif",10,"04/09/2022","2210921","Final"
"7","Salem (NC)",30041,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30041.gif",0,"Averett",44,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/44.gif",6,"04/09/2022","2206729","Final"
"8","Salem (NC)",30041,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/30041.gif",4,"Averett",44,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/44.gif",7,"04/09/2022","2200837","Final"
"9","Hendrix",1124,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1124.gif",1,"Birmingham-So.",28593,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/28593.gif",11,"04/09/2022","2266966","Final"
"10","Hendrix",1124,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1124.gif",0,"Birmingham-So.",28593,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/28593.gif",2,"04/09/2022","2200566","Final"
"11","Greenville",1111,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1111.gif",13,"Blackburn",64,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/64.gif",0,"04/09/2022","2267026","Final"
"12","Greenville",1111,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/1111.gif",3,"Blackburn",64,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/64.gif",4,"04/09/2022","2267017","Final"
"13","Trinity (CT)",713,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/713.gif",4,"Bowdoin",69,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/69.gif",2,"04/09/2022","2206354","Final"
"14","Trinity (CT)",713,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/713.gif",16,"Bowdoin",69,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/69.gif",6,"04/09/2022","2200812","Final"
"15","Framingham St.",238,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/238.gif",2,"Bridgewater St.",76,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/76.gif",10,"04/09/2022","2206342","Final"
"16","Framingham St.",238,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/238.gif",4,"Bridgewater St.",76,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/76.gif",0,"04/09/2022","2200800","Final"
"17","Redlands",567,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/567.gif",12,"Cal Lutheran",105,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/105.gif",6,"04/09/2022","2200610","Final"
"18","Redlands",567,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/567.gif",4,"Cal Lutheran",105,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/105.gif",3,"04/09/2022","2209925","Final"
"19","Brandeis",73,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/73.gif",1,"Carnegie Mellon",119,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/119.gif",5,"04/09/2022","2200625","Final"
"20","Brandeis",73,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/73.gif",12,"Carnegie Mellon",119,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/119.gif",10,"04/09/2022","2210234","Final"
"21","Elmhurst",212,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/212.gif",1,"Carroll (WI)",120,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/120.gif",5,"04/09/2022","2266928","Final"
"22","Rhodes",573,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/573.gif",1,"Centre",132,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/132.gif",9,"04/09/2022","2266945","Final"
"23","Whittier",781,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/781.gif",3,"Claremont-M-S",142,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/142.gif",4,"04/09/2022","2206326","Final"
"24","Whittier",781,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/781.gif",2,"Claremont-M-S",142,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/142.gif",3,"04/09/2022","2200784","Final"
"25","Ithaca",313,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/313.gif",5,"Clarkson",146,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/146.gif",3,"04/09/2022","2200582","Final"
"26","Ithaca",313,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/313.gif",12,"Clarkson",146,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/146.gif",0,"04/09/2022","2209897","Final"
"27","Wartburg",750,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/750.gif",8,"Coe",150,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/150.gif",6,"04/09/2022","2200591","Final"
"28","Wartburg",750,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/750.gif",0,"Coe",150,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/150.gif",5,"04/09/2022","2209906","Final"
"29","Bates",50,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/50.gif",3,"Colby",151,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/151.gif",10,"04/09/2022","2210904","Final"
