"","home_team_logo","home_team_id","home_team","home_team_runs","away_team_logo","away_team_id","away_team","away_team_runs","game_id","season","game_date"
"1","http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/802.gif #5 Wis.-Stevens Point (28-13)</a> vs. <a href=""/teams/550058""><img height=""20px"" width=""30px"" ",802,"Wis.-Stevens Point",2,"http://web2.ncaa.org/ncaa_style/img/All_Logos/sm/802.gif #5 Wis.-Stevens Point (28-13)</a> vs. <a href=""/teams/550058""><img height=""20px"" width=""30px"" ",802,"Wis.-Stevens Point",1,"2433398",2023,"05/15/2023"
